Zone BACK Infiltration Hybrid Model Air Change Rate solved with T,Zone CORE Infiltration Hybrid Model Air Change Rate solved with T,Zone FRONT Infiltration Hybrid Model Air Change Rate solved with T,Zone LEFT Infiltration Hybrid Model Air Change Rate solved with T,Zone RIGHT Infiltration Hybrid Model Air Change Rate solved with T,Zone BACK Infiltration Hybrid Model Air Change Rate solved with CO2,Zone CORE Infiltration Hybrid Model Air Change Rate solved with CO2,Zone FRONT Infiltration Hybrid Model Air Change Rate solved with CO2,Zone LEFT Infiltration Hybrid Model Air Change Rate solved with CO2,Zone RIGHT Infiltration Hybrid Model Air Change Rate solved with CO2,S1 OFFICE BACK:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE CORE:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE FRONT:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE LEFT:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE RIGHT:Zone Infiltration Air Change Rate [ach](Hourly)
0,0.00750278,0,0,0,0.146394511,0.146019137,0.146214254,0.146392143,0.146379529,0,0,0,0,0
0.004953445,0.024510261,0.015718694,0.009501944,0.005309835,0.074407009,0.073994944,0.074224614,0.074395021,0.074390684,0,0,0,0,0
0,0,0,0,0,0.073334464,0.073022336,0.073203051,0.073326486,0.073321185,0,0,0,0,0
0.012867098,0.00833443,0.011158516,0.012831949,0.012573941,0.000332628,0.000350069,0.000342745,0.000333362,0.000333182,0,0,0,0,0
0,0,0,0,0,4.42E-15,1.84E-15,5.56E-16,0,1.77E-15,0,0,0,0,0
0,0,0,0,0,4.45E-15,3.11E-15,0,0,1.33E-15,0,0,0,0,0
0,0,0,0,0,6.07E-15,3.06E-15,0,4.43E-16,8.75E-16,0,0,0,0,0
0,0,0,0,0,3.88E-15,1.85E-15,5.61E-16,0,1.78E-15,0,0,0,0,0
0,0,0,0,0,3.88E-15,3.09E-15,0,0,1.78E-15,0,0,0,0,0
0,0,0,0,0,3.34E-15,3.09E-15,0,0,8.91E-16,0,0,0,0,0
0,0,0,0,0,6.10E-15,3.10E-15,0,0,1.33E-15,0,0,0,0,0
0,0,0,0,0,4.43E-15,1.86E-15,0,4.48E-16,1.77E-15,0,0,0,0,0
0,0,0,0,0,4.93E-15,1.83E-15,0,0,2.19E-15,0,0,0,0,0
0,0,0,0,0,0.00017062,0,5.25E-05,0.000163692,0.000158094,0,0,0,0,0
0,0,0,0,0,0.07145604,0.071292378,0.071397165,0.071452929,0.071449451,0,0,0,0,0
0,0,0,0,0,0.071507167,0.071313643,0.071462201,0.07150595,0.071505829,0,0,0,0,0
0,0,0,0,0,0.071394032,0.071201827,0.071338975,0.071394086,0.071357332,0,0,0,0,0
0,0,0,0,0,0.071037934,0.070845738,0.070946295,0.071038069,0.07095923,0,0,0,0,0
0,0,0,0,0,0.071506859,0.07131347,0.071348096,0.071507173,0.071386032,0,0,0,0,0
0,0,0,0,0,0.071530248,0.071330536,0.071303022,0.071530465,0.071402876,0,0,0,0,0
0,0,0,0,0,0.071980133,0.071768511,0.07167342,0.071980463,0.071870074,0,0,0,0,0
0,0.006188247,0.020039093,0,0,0.071861657,0.071637857,0.071486446,0.071866943,0.071769296,0,0,0,0,0
0,0.019797652,0.055444757,0,0,0.072259008,0.072019748,0.071809073,0.072241265,0.072181023,0,0,0,0,0
0.000358533,0.036154206,0.08485692,0.011386965,0.005335176,0.072529407,0.072278961,0.072040329,0.072442021,0.072456035,0,0,0,0,0
0.020967708,0.058307424,0.110738368,0.057115128,0.031268005,0.07244601,0.072199159,0.071970573,0.072306611,0.07237429,0,0,0,0,0
0.03247097,0.063227749,0.103861447,0.090043976,0.042086203,0.07197157,0.07173605,0.071545476,0.071813005,0.071902027,0,0,0,0,0
0.059881519,0.058119183,0.057390273,0.069163338,0.056949832,7.93E-05,8.08E-05,8.79E-05,8.26E-05,7.93E-05,0,0,0,0,0
0,0,0.000262476,0.000234581,0,3.15E-15,1.18E-15,1.05E-15,4.19E-15,2.11E-15,0,0,0,0,0
0.004376046,0.00402687,0.004236444,0.004130694,0.004215958,3.16E-15,1.18E-15,1.58E-15,5.03E-15,1.65E-15,0,0,0,0,0
0,0,0,0,0,2.08E-15,2.32E-15,2.08E-15,4.15E-15,0,0,0,0,0,0
0,0,0,0,0,3.12E-15,5.75E-16,0,5.01E-15,1.66E-15,0,0,0,0,0
0,0,0,0,0,3.16E-15,5.85E-16,1.05E-15,3.37E-15,1.68E-15,0,0,0,0,0
2.826557451,2.864378489,2.820081357,2.814616728,2.818882233,3.259184884,3.260810949,3.262344669,3.260462371,3.260102277,2.600574989,2.603964074,2.609213706,2.604086061,2.603135357
2.518684882,2.510361471,2.523771072,2.522492497,2.521818924,2.321169056,2.3214773,2.322253168,2.321646131,2.321513945,2.590831885,2.593338203,2.598695756,2.59419695,2.593229308
2.494179099,2.491238871,2.498872206,2.497155573,2.496513197,2.179526823,2.175191851,2.167803729,2.174644442,2.176081875,2.58646003,2.589162568,2.593808342,2.589613325,2.588667062
2.48554238,2.4843054,2.490554803,2.488238135,2.487603846,7.296499604,7.295612755,7.294053429,7.295463767,7.295764154,2.583753821,2.586539248,2.590686128,2.586732454,2.585810987
2.480001573,2.479639273,2.485074811,2.482603604,2.481978178,4.0451073,4.045233366,4.04535152,4.045214747,4.045177669,2.581556716,2.58436439,2.588098801,2.584383261,2.583484522
2.057722695,2.087420766,2.120198809,2.085812203,2.076889473,5.46421889,5.464784841,5.465213539,5.464640854,5.464499617,2.582625374,2.585728591,2.588516442,2.58514062,2.584310041
2.049844921,2.082336415,2.109712845,2.076638574,2.067874691,2.453139635,2.452727757,2.452383027,2.452815956,2.452923503,2.579991198,2.583120976,2.585483867,2.582336192,2.581544065
0.241240397,0.26641609,0.273048983,0.255518963,0.249536947,0.857468498,0.857416922,0.857314477,0.857399586,0.857418086,0.77740934,0.779142266,0.779135676,0.778101781,0.77790178
0.345503085,0.395893382,0.390850045,0.365950386,0.361024447,1.041406988,1.04167866,1.041627275,1.041491126,1.041484279,0.779918184,0.782255053,0.781778788,0.780586316,0.780515192
0.466628991,0.523828957,0.496188784,0.483654414,0.470407278,1.187779023,1.187734069,1.187744583,1.187771271,1.187768611,0.778644471,0.781098503,0.780714021,0.779270029,0.779321281
0.428679453,0.486400083,0.47566569,0.447417172,0.454943032,1.167406222,1.167393355,1.167382347,1.167410601,1.16740359,0.775661753,0.77828696,0.779308544,0.776246771,0.776948641
0.538911888,0.609830633,0.652492551,0.556048485,0.581849617,1.204614708,1.204609995,1.204527362,1.204606327,1.20457309,0.773311462,0.776272132,0.776578836,0.773845924,0.774108669
0.67026636,0.731761838,0.737211398,0.682747867,0.685266508,1.215055269,1.215051719,1.21500748,1.215055099,1.215052161,0.771926998,0.774958246,0.774399534,0.772413161,0.772429817
0.685239361,0.7422505,0.735827806,0.696331261,0.696187651,1.104922309,1.104905425,1.104840561,1.104916313,1.104897,0.772454967,0.775506676,0.774612045,0.772925271,0.772889426
0.734552946,0.784004669,0.777715962,0.744528355,0.743720946,1.216384437,1.216333998,1.216372492,1.216388063,1.216383375,0.77251786,0.775365185,0.774606687,0.773022843,0.772939963
0.750745977,0.79510864,0.791307904,0.761298416,0.759139812,1.188666465,1.188646217,1.188643698,1.188666035,1.188664788,0.773129202,0.775839884,0.775134392,0.773665916,0.773549869
0.775110954,0.812459266,0.810704164,0.784149407,0.7824595,1.16376144,1.163759313,1.163757378,1.163760506,1.163760627,0.774648875,0.777330399,0.776520414,0.775182126,0.775065151
0.863338724,0.908524004,0.896139485,0.874345242,0.868413357,1.21539985,1.215382237,1.215388137,1.215390536,1.215395952,0.772791932,0.774970828,0.774388227,0.773313406,0.77322865
0.721186529,0.755012472,0.756117634,0.732246231,0.732718278,0.918333962,0.917036688,0.917412243,0.91805258,0.918089612,0.771957898,0.773876956,0.773454379,0.772402907,0.772397208
2.553962043,2.60330376,2.590332031,2.563568934,2.562995154,2.720155721,2.718804408,2.718984356,2.719811971,2.719831147,2.561064026,2.564848623,2.565458607,2.562414217,2.562438341
2.329009079,2.353946913,2.370863412,2.343681086,2.343997105,2.646059367,2.645462458,2.645384499,2.645849727,2.645847978,2.562541805,2.565832522,2.566650526,2.563854579,2.563890411
2.277412355,2.304200328,2.317392506,2.291282383,2.291604935,2.447154127,2.44649715,2.446344945,2.446894782,2.446887954,2.566035378,2.569140791,2.569910382,2.567290704,2.567324463
2.256759805,2.283124154,2.295219475,2.270190589,2.270468805,2.526773614,2.526092863,2.525902845,2.526487666,2.526480294,2.566316011,2.569125295,2.569996587,2.56754016,2.567572084
2.189887083,2.218999548,2.231595285,2.204722329,2.205073597,2.522151286,2.522161567,2.522140246,2.522146408,2.522146022,2.562843,2.565582901,2.566311602,2.564000152,2.564029073
2.487851215,2.487356871,2.489121103,2.488625102,2.488539715,8.31270851,8.314943084,8.315521786,8.313648438,8.313671577,2.558006685,2.560740848,2.561429907,2.559148996,2.55917809
2.455258466,2.456671344,2.459888961,2.457134587,2.457112382,5.594656949,5.595690897,5.595904942,5.595070856,5.595082605,2.556777889,2.559495229,2.560017021,2.557849956,2.557881307
2.452234611,2.454205305,2.456770462,2.454062117,2.454024465,5.009754614,5.010876182,5.011045578,5.010178932,5.010192464,2.555842017,2.558525427,2.558900193,2.556845452,2.556878886
2.42762941,2.430755056,2.433344061,2.429866365,2.429934895,6.029597681,6.030071671,6.030095606,6.029757521,6.029763564,2.552305777,2.554987731,2.555183557,2.553235741,2.553268803
2.44071293,2.443934877,2.445640078,2.442624836,2.442555233,6.84431284,6.845454783,6.845473039,6.844682549,6.844695252,2.550150002,2.552850157,2.552861282,2.55100755,2.551041582
2.041152364,2.085997783,2.084582597,2.0550302,2.055612033,4.898090585,4.898860407,4.898785665,4.898303458,4.898313618,2.552043277,2.554840411,2.554476371,2.552776768,2.552812721
2.08326748,2.125756825,2.121115971,2.095021012,2.095591074,2.1633367,2.163459446,2.163439962,2.163367966,2.163369575,2.552730399,2.55551491,2.555016505,2.55341082,2.553447634
0.291510279,0.323623173,0.309879337,0.296961994,0.296789035,0.884168899,0.884269995,0.884189267,0.884171102,0.884174733,0.768627424,0.770087025,0.769376162,0.768822679,0.768853362
0.390011069,0.442187253,0.420197584,0.397872727,0.399252169,1.07493369,1.075080603,1.074998253,1.074946155,1.074951471,0.770901008,0.772921841,0.771701762,0.771037598,0.77109715
0.561725813,0.61750717,0.584675286,0.565577946,0.567222811,1.200313277,1.200292028,1.200306935,1.200312571,1.200311764,0.771952937,0.774103967,0.772774485,0.772057275,0.772149766
0.644376685,0.689225084,0.663914913,0.646431929,0.648914309,1.149358014,1.149418917,1.149368655,1.149355812,1.149354441,0.775488999,0.777847063,0.776279948,0.775564529,0.775636622
0.723117594,0.759701653,0.737422033,0.724509801,0.725729497,1.216854749,1.216821838,1.216843072,1.216852276,1.216851118,0.776748103,0.779114519,0.777500245,0.776806609,0.776866662
0.741394247,0.773967713,0.755043402,0.742110612,0.743253957,1.220900086,1.220929691,1.220902975,1.220901729,1.220900834,0.777038248,0.779456829,0.777775727,0.777090143,0.777138959
0.742460802,0.776575833,0.755744795,0.7431491,0.74403465,1.109203891,1.109212979,1.109195064,1.109202182,1.109199626,0.777033601,0.779598352,0.777745804,0.777079668,0.777116729
0.78437628,0.817759524,0.796824198,0.785062051,0.785700676,1.21634759,1.216283712,1.216335966,1.216347949,1.216346783,0.775365807,0.777771481,0.776040925,0.775416431,0.775443059
0.795301268,0.827265458,0.807730421,0.79633824,0.79660635,1.194794722,1.19478648,1.19478712,1.194793518,1.194794051,0.774004532,0.776276987,0.774635218,0.774055307,0.774077099
0.808777358,0.839970124,0.819827709,0.80956099,0.809915215,1.157429066,1.157450567,1.157422468,1.157426946,1.157428587,0.774209981,0.77657476,0.774778197,0.774239987,0.774275395
0.900537858,0.938762316,0.909817015,0.899605189,0.900583859,1.251056076,1.250959111,1.251041857,1.251059185,1.251057295,0.771542078,0.773441667,0.772034934,0.771612812,0.771640369
0.77105617,0.798801104,0.780885176,0.772628199,0.773318555,0.909385051,0.908310075,0.909108428,0.90934866,0.90933252,0.769256051,0.770866286,0.769696012,0.769331059,0.769358091
2.657801123,2.698390215,2.665888889,2.657873492,2.658374674,2.739331512,2.738311713,2.739041509,2.739283215,2.739265823,2.557740118,2.560731566,2.5590114,2.558049029,2.558128272
2.416384757,2.428601814,2.427684636,2.419932351,2.420610792,2.596303245,2.595745564,2.596068752,2.596247893,2.596233766,2.56590159,2.568246193,2.567094261,2.566255756,2.566335024
2.356610903,2.369360794,2.366810902,2.360146106,2.360870674,2.481841392,2.48145575,2.481646936,2.481781938,2.481768458,2.571789196,2.573864187,2.572896508,2.57215415,2.572231698
2.318711636,2.330805155,2.328459665,2.322411338,2.323076996,2.553386935,2.552859307,2.553085838,2.553281215,2.55326011,2.572836872,2.574610952,2.573870143,2.573211206,2.57328535
2.316810424,2.327128743,2.325499113,2.320194547,2.320783477,2.360357183,2.359951424,2.360121648,2.360269535,2.360252118,2.577919345,2.579500988,2.578875627,2.578299318,2.578374376
2.520922416,2.518099719,2.521060358,2.521055047,2.521040734,5.839077802,5.839833379,5.839552758,5.839272989,5.839311163,2.580064456,2.581303155,2.580986645,2.580488039,2.580567007
2.494608408,2.492284938,2.495375315,2.495102213,2.495186058,4.650142775,4.649305185,4.649540087,4.649857503,4.649805108,2.580275469,2.581464971,2.58112993,2.580686985,2.58076096
2.494501057,2.492542895,2.495235295,2.494955357,2.494968042,5.884447427,5.884873149,5.884743434,5.884594744,5.8846208,2.581245298,2.582382517,2.582029981,2.58164015,2.581709723
2.491116544,2.489389717,2.491839023,2.491571247,2.491604341,6.463198227,6.463327327,6.463280486,6.463245282,6.463253802,2.582112949,2.583181245,2.582828722,2.582491155,2.582559279
2.47858796,2.477173134,2.479332498,2.47911814,2.479237839,4.043584997,4.043615337,4.043599885,4.043592849,4.043593952,2.580769723,2.581812925,2.581419866,2.581123268,2.581184433
2.156224525,2.165223104,2.162096509,2.159330588,2.159852661,6.530577129,6.530796624,6.530721185,6.53065862,6.530671794,2.586211337,2.58750803,2.586763866,2.586500079,2.586548959
2.158512103,2.167051039,2.163219452,2.161221952,2.161636251,2.249314418,2.249462608,2.249373846,2.249347812,2.249352931,2.588402942,2.589630348,2.588886138,2.588674916,2.588716292
0.338137823,0.350980336,0.341699947,0.340559481,0.339383561,0.813432977,0.813572881,0.813435287,0.813419711,0.81343317,0.782310388,0.783477459,0.782462268,0.782329724,0.782393423
0.477832076,0.498129002,0.48085287,0.477820564,0.480609554,1.057651433,1.057760286,1.057668657,1.057650864,1.057662523,0.787227162,0.788933278,0.787473367,0.787216741,0.787378243
0.584891332,0.612730504,0.587232592,0.584336271,0.58644797,1.18545711,1.18543759,1.185456896,1.185457949,1.185456853,0.789537822,0.791325945,0.789879228,0.789512749,0.789724374
0.593017559,0.615334404,0.597261564,0.592687895,0.596379132,1.14812982,1.14813339,1.148133615,1.14812957,1.148129995,0.79093733,0.792797896,0.791360538,0.79088482,0.791095884
0.638010716,0.661397428,0.64291391,0.637028876,0.64087375,1.186657275,1.186639877,1.186654835,1.186658218,1.186656051,0.79059003,0.792441719,0.791066282,0.790525839,0.79068637
0.655526165,0.676189608,0.661149509,0.654233626,0.657068783,1.190248421,1.190239191,1.190245471,1.190250869,1.190246351,0.790395101,0.792360486,0.790940419,0.790321767,0.790417297
0.690637152,0.712013562,0.697758162,0.689138534,0.690453823,1.108912133,1.108962577,1.108918474,1.108916091,1.1089022,0.791610661,0.793902768,0.79217736,0.791557985,0.791577817
0.719270533,0.739377889,0.725997722,0.718248056,0.718421189,1.191550754,1.191491414,1.191540079,1.19155348,1.191554282,0.79112063,0.793205959,0.791629171,0.791131572,0.791093318
0.73066082,0.748037476,0.731191369,0.723168349,0.730075712,1.175306953,1.175312576,1.175316973,1.175318244,1.175306783,0.791148212,0.792963628,0.791682121,0.791333862,0.79114943
0.715920915,0.729320906,0.721370808,0.710700526,0.71579129,1.15496181,1.154965664,1.154964065,1.154976038,1.154962498,0.791503642,0.793413261,0.792419955,0.792357546,0.791519993
0.777554911,0.79773912,0.795836078,0.799731456,0.777219546,1.204129636,1.204104615,1.204114112,1.204098209,1.20412901,0.789864317,0.791523422,0.790433061,0.790522407,0.789903732
0.719593072,0.734570149,0.726723766,0.727424284,0.720063525,0.895977472,0.895067246,0.895696628,0.895705369,0.89595593,0.789136591,0.790523183,0.789467176,0.789402492,0.789202278
2.518815781,2.54218488,2.524148915,2.522410004,2.519271829,2.647432268,2.646656781,2.647108215,2.64713053,2.647336646,2.60712817,2.608462097,2.608027862,2.607953867,2.607585426
2.272962041,2.270845242,2.278745629,2.279044557,2.27690655,2.731858584,2.731730645,2.731774142,2.73178096,2.731818908,2.601542778,2.602576799,2.602379149,2.602357963,2.601999694
2.223297119,2.226613133,2.229229758,2.229406629,2.226724597,2.604290285,2.604152615,2.604192167,2.604194598,2.604238643,2.600963046,2.60213805,2.601765944,2.60176321,2.601378799
2.203367344,2.208159558,2.209261812,2.209463629,2.206643517,2.574741198,2.574635279,2.574682604,2.574688402,2.574712918,2.600656179,2.601696726,2.601420103,2.601454306,2.60105673
2.176758847,2.181864528,2.182358925,2.182940936,2.179944843,2.346615087,2.346354461,2.346429931,2.346420548,2.346517767,2.600716576,2.601651889,2.601441796,2.60152043,2.601102281
2.5526562,2.551853429,2.552607124,2.551989012,2.552374077,3.937113044,3.936738622,3.936710975,3.936658205,3.936892132,2.597305596,2.597773153,2.598021037,2.598191704,2.597742341
2.490473216,2.487115245,2.490953303,2.491232983,2.491101544,5.506619511,5.506568961,5.506557334,5.506554388,5.506586295,2.595095396,2.595632977,2.595758114,2.59595884,2.595509708
2.483657489,2.481395266,2.484253372,2.484540759,2.484240094,5.222318324,5.222534273,5.222484496,5.222532416,5.222416552,2.592298097,2.593052111,2.59290573,2.593086457,2.592659887
2.480620585,2.478921564,2.48121711,2.481338163,2.481144316,6.070986518,6.071058873,6.071016359,6.071028697,6.071002453,2.589994537,2.590883178,2.590543086,2.590723818,2.59030997
2.447449659,2.446758575,2.447900906,2.448477174,2.448384072,6.700864068,6.701216118,6.701038055,6.701093617,6.700953987,2.583326452,2.584388111,2.583835643,2.583986406,2.583581802
1.93258377,1.947923648,1.938653098,1.939839985,1.934780599,5.086452049,5.086867712,5.086640223,5.086692679,5.086539221,2.583495647,2.585229619,2.583936595,2.58400379,2.583622614
1.978063776,1.998643822,1.982833155,1.983453293,1.979203684,2.551804082,2.551638335,2.551766045,2.551760565,2.551794073,2.582548317,2.58447348,2.582927779,2.582979998,2.582620079
0.219623082,0.237000641,0.222191298,0.222187347,0.21962957,0.797245686,0.797383641,0.797245626,0.797234915,0.797239977,0.779675318,0.781048289,0.779795682,0.779759781,0.779660168
0.366381758,0.400359135,0.369794743,0.369064935,0.367243439,1.10980608,1.109844061,1.109809307,1.109806688,1.10980482,0.783038497,0.784939242,0.783183366,0.783071063,0.783006895
0.446061036,0.484644284,0.448649685,0.446401715,0.444943261,1.122623752,1.122673282,1.122628339,1.122623492,1.122622624,0.785080693,0.787193242,0.785246918,0.785070307,0.785020952
0.499176025,0.535883636,0.501375859,0.499037338,0.497694875,1.179661481,1.179642247,1.179659304,1.1796627,1.179662929,0.78502404,0.787189204,0.785241331,0.784990283,0.78494479
0.533607778,0.566720779,0.537201257,0.533296036,0.533038832,1.176590815,1.176580375,1.17658819,1.176591305,1.176590529,0.785176365,0.787454017,0.78551444,0.785105255,0.7850666
0.60853414,0.643164039,0.614500327,0.60719369,0.60644949,1.217540062,1.217559878,1.217541474,1.217538968,1.21753636,0.785247928,0.787852927,0.785604073,0.785150774,0.785076799
0.628079586,0.663421538,0.633864417,0.626003158,0.624874628,1.111216054,1.111214933,1.111213387,1.111220472,1.111214278,0.784231455,0.786942974,0.78458016,0.784150248,0.784049561
0.651421751,0.686779499,0.657333628,0.649938771,0.648015042,1.190415753,1.190373007,1.190413955,1.190421801,1.190418092,0.782204682,0.784750663,0.782551071,0.782172542,0.782027978
0.652842695,0.690980018,0.65824662,0.65069541,0.649145471,1.172038598,1.172044751,1.172042066,1.172050545,1.17203865,0.77899884,0.781469511,0.779330044,0.779016901,0.778828005
0.678031428,0.715829717,0.686167511,0.679318742,0.674570712,1.197062132,1.197068908,1.197054967,1.19707005,1.197062354,0.777453968,0.779954249,0.777799511,0.777581646,0.777284572
0.752690013,0.792714028,0.761641333,0.759508222,0.748208612,1.200625557,1.200634977,1.200626956,1.200616356,1.200625022,0.775385649,0.777473691,0.775641956,0.775509779,0.77525985
0.714905264,0.746351796,0.71997607,0.716643374,0.712213758,0.91104138,0.909927316,0.910912649,0.910994706,0.911102575,0.775589638,0.777320749,0.775754848,0.775642259,0.775510918
2.453774015,2.497909871,2.456336848,2.453864144,2.450570378,2.729573656,2.728056057,2.729412589,2.729518193,2.729657785,2.571251825,2.574371394,2.571659035,2.571486321,2.571142392
2.198298559,2.220797172,2.203174735,2.201830981,2.19784804,2.634514372,2.634039941,2.634448878,2.634477363,2.634531569,2.566498183,2.569317756,2.566933074,2.566745726,2.566415412
2.154640664,2.184448295,2.160264438,2.157942284,2.153782043,2.616813739,2.616462791,2.616759438,2.616783463,2.616823142,2.564869545,2.567767083,2.565294898,2.565087276,2.56476068
2.136794042,2.169059525,2.142338186,2.139788757,2.135399938,2.570363329,2.569719105,2.570269529,2.570316222,2.570389729,2.56270896,2.565495343,2.563098313,2.562907836,2.562590643
2.137202979,2.169236387,2.142042586,2.139757589,2.135754411,1.988840292,1.988185093,1.988751237,1.98879636,1.988868431,2.563782937,2.56651167,2.564134914,2.563968552,2.563659212
2.510543377,2.508964551,2.510870041,2.510638067,2.510612256,6.780714028,6.782537143,6.78095259,6.780851486,6.780633032,2.564218695,2.566717578,2.56455133,2.56443513,2.56411304
2.512590111,2.511150151,2.513161556,2.512735583,2.512497072,6.76089675,6.761525481,6.760977118,6.760953513,6.760871968,2.571038249,2.573355174,2.571319389,2.571264213,2.570954249
2.487797528,2.486472735,2.488164122,2.488125911,2.487925233,7.025077725,7.025215592,7.025091739,7.025094094,7.025074337,2.575182168,2.577277158,2.575422476,2.575422391,2.575125897
2.501055429,2.499849707,2.501549419,2.501283499,2.501163131,7.640367765,7.640953124,7.640429545,7.640438516,7.640353171,2.578534131,2.580493323,2.578728204,2.578776762,2.578487224
2.51588473,2.514092768,2.516440128,2.516017913,2.515812033,4.795113542,4.795160968,4.79512079,4.79511545,4.795110004,2.586691647,2.588397275,2.586824641,2.586951476,2.58667493
2.118432866,2.130624378,2.119389609,2.120785419,2.118549547,6.364869096,6.365171672,6.364872642,6.364884127,6.364858026,2.596706137,2.598536428,2.596780443,2.596934436,2.59668148
2.151222686,2.161840019,2.151825975,2.153157051,2.151183511,2.437887534,2.437637425,2.437879406,2.437857079,2.437891687,2.602629403,2.604327132,2.602656503,2.60286314,2.602611396
0.316012192,0.328343862,0.314555452,0.317902717,0.313713989,0.854386088,0.85453802,0.854396551,0.854376036,0.854396689,0.78813404,0.789519653,0.788164047,0.788139878,0.788149773
0.451614423,0.474427319,0.451861645,0.451853144,0.454022265,1.087299094,1.087357611,1.087305785,1.087297731,1.087304263,0.791613566,0.793517066,0.791821089,0.791592739,0.791816381
0.50975657,0.540059076,0.508439192,0.509350732,0.511440828,1.149619447,1.149640577,1.149634056,1.14962015,1.149628394,0.791998848,0.794095226,0.792521702,0.791967877,0.792385162
0.550034741,0.577389336,0.555531213,0.549475842,0.557471614,1.170428111,1.170419527,1.170427544,1.170428876,1.170425505,0.793023343,0.795149058,0.793818466,0.792969553,0.793375557
0.594544855,0.61913885,0.605853663,0.593611199,0.600434531,1.155944194,1.15596529,1.155941715,1.155942152,1.155925214,0.79592386,0.798274484,0.796837669,0.795846071,0.79609779
0.641185231,0.663683751,0.63799935,0.639746829,0.642041912,1.22483865,1.224809296,1.22499526,1.224846035,1.224842663,0.796230007,0.798579966,0.797242376,0.796169869,0.796287741
0.609929662,0.628405881,0.619303023,0.602468155,0.610364277,1.116791042,1.116836804,1.116839401,1.116838237,1.116789732,0.796665715,0.799184513,0.799706991,0.796846305,0.7966973
0.666890718,0.693328818,0.706841492,0.667941809,0.666529651,1.162895648,1.162868926,1.162864118,1.16289297,1.162896394,0.798178572,0.800738549,0.800779726,0.7988234,0.798221996
0.683409265,0.705563155,0.70949093,0.68577268,0.683526965,1.194017996,1.194014762,1.194013163,1.194032802,1.194018431,0.797876837,0.800075367,0.80008212,0.798994368,0.797970341
0.670208618,0.687589123,0.700843351,0.682329024,0.671359635,1.16094642,1.160950816,1.160932267,1.160938331,1.16094589,0.797060496,0.799258378,0.79899476,0.798536034,0.797156563
0.707376966,0.727980288,0.734992395,0.736211075,0.708560449,1.175392539,1.175393983,1.175392746,1.175379495,1.175391981,0.796342577,0.798379123,0.797577171,0.797272029,0.796435474
0.680914906,0.698811338,0.694742375,0.690552592,0.681950551,0.90902314,0.908022863,0.908411756,0.908633349,0.908974037,0.796192834,0.797970635,0.79717272,0.796704019,0.796311855
2.477117792,2.502698322,2.490731969,2.483343755,2.478197052,2.744943892,2.744113426,2.744221399,2.744508509,2.744826314,2.631027051,2.633071255,2.633878591,2.632688158,2.631688709
2.237840012,2.238607169,2.253137609,2.247694658,2.242397879,2.386596784,2.386019863,2.385813292,2.38612727,2.386419566,2.625626512,2.627273519,2.628316661,2.627262685,2.626280807
2.204558732,2.210216025,2.219712558,2.21408309,2.208482011,2.523127379,2.522831578,2.522704936,2.522869757,2.523029324,2.627028866,2.628759143,2.62964051,2.628662026,2.627633698
2.188331435,2.19406649,2.20317419,2.198016927,2.192087294,2.660495115,2.660234713,2.660084502,2.660233667,2.660399624,2.629812991,2.631287912,2.632339788,2.631478598,2.630414847
2.154725795,2.160256285,2.169441613,2.164829965,2.15854179,2.463695524,2.463716449,2.463725,2.46371894,2.463702732,2.630541009,2.631951673,2.632949699,2.632191037,2.631121753
0,0,0,0,0,0.00475538,0.004758291,0.004768879,0.004765927,0.004759098,0,0,0,0,0
0,0,0,0,0,0,3.57E-14,1.46E-14,6.48E-14,2.33E-14,0,0,0,0,0
0,0,0,0,0,0,0,5.04E-14,1.01E-13,2.94E-14,0,0,0,0,0
0,0,0,0,0,0,0,3.68E-14,9.42E-14,0,0,0,0,0,0
0,0,0,0,0,0,6.70E-15,3.80E-14,4.79E-14,1.04E-14,0,0,0,0,0
0,0,0,0,0,0.000151344,0,0,0,8.45E-05,0,0,0,0,0
0,0,0,0,0,0.254239932,0.253769874,0.254136295,0.254176726,0.254239059,0,0,0,0,0
0,0,0,0,0,0.162647602,0.162474039,0.162604986,0.162621875,0.162641772,0,0,0,0,0
0,0,0,0,0,0.398785022,0.398849876,0.398802053,0.398793492,0.398806589,0,0,0,0,0
0,0,0,0,0,0.41902516,0.419018669,0.419019221,0.419025673,0.419023236,0,0,0,0,0
0,0,0,0,0,0.422271,0.422265537,0.422266669,0.422271689,0.422275252,0,0,0,0,0
0,0,0,0,0,0.42494885,0.424943385,0.42494662,0.424949439,0.424955886,0,0,0,0,0
0,0,0,0,0,0.143522833,0.142569373,0.142190168,0.143459483,0.143046232,0,0,0,0,0
0,0,0,0,0,0.144828999,0.144071658,0.14370478,0.144792334,0.144505141,0,0,0,0,0
0,0,0.000127524,0,0,0.145564417,0.144901133,0.144506024,0.145476709,0.145334874,0,0,0,0,0
0,0,0.017535654,0,0,0.144530727,0.143913122,0.143526624,0.144384376,0.144327729,0,0,0,0,0
0,0,0.03702696,0,0,0.145304023,0.144739078,0.144377734,0.145062937,0.145130853,0,0,0,0,0
0,0.000990462,0.035461197,0.016074716,0,0.072866252,0.072250086,0.07189501,0.072541767,0.072680827,0,0,0,0,0
