S1 OFFICE BACK:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly),S1 OFFICE CORE:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly),S1 OFFICE FRONT:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly),S1 OFFICE LEFT:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly),S1 OFFICE RIGHT:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly),S1 OFFICE BACK:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE CORE:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE FRONT:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE LEFT:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE RIGHT:Zone Infiltration Air Change Rate [ach](Hourly)
1.922490171,1.685717399,1.919577445,1.92125431,1.921219599,0.77644526,0.778463443,0.779333288,0.780136114,0.777523369
3.831498245,3.746362509,3.819495408,3.820619871,3.826372715,0.772137507,0.773671499,0.77470582,0.775356564,0.773340979
2.184762271,1.900517385,2.179734706,2.179876672,2.182292734,2.560967911,2.563324121,2.568212873,2.567948349,2.564837407
3.2698164,3.341220664,3.268429237,3.268619056,3.269314992,2.559424697,2.561049361,2.566319564,2.564735645,2.563268086
5.037661943,4.181925659,5.036124088,5.036295918,5.037218008,2.561996216,2.5635913,2.568753927,2.56708772,2.565774689
1.640662919,1.634838757,1.640125731,1.640189324,1.640371132,2.566678409,2.567991225,2.573301261,2.571815442,2.570392181
1.847923057,1.592506145,1.847132105,1.847281169,1.847530819,2.568715463,2.56974429,2.575135657,2.57387288,2.572330424
1.172841015,1.167984185,1.16875896,1.169304667,1.170756041,2.566788689,2.567650602,2.573207927,2.572091205,2.570423345
1.666666667,3.333333333,1.666666667,1.666666667,1.666666667,2.56701578,2.567882332,2.573221914,2.57223519,2.570538001
0.031454498,0.608028278,0.032002964,0.031767077,0.031542278,2.572247731,2.572953436,2.578222208,2.577370185,2.575671798
0.318114534,1.4439847,0.316472005,0.316906356,0.315608495,2.56670767,2.567387735,2.572387753,2.571624209,2.569962761
0.768353384,0.835791611,0.769257605,0.767819578,0.768939192,2.556636598,2.557487331,2.562023784,2.561299586,2.559693434
0,0.264851182,0,0,0,2.557294149,2.558342034,2.562232332,2.561568711,2.560079188
0.213799308,0.138439478,0.214049175,0.21402799,0.213851727,2.55877824,2.559866487,2.563451919,2.562841434,2.561414143
0,0,0,0,0,0.77098439,0.771856448,0.772449779,0.772207542,0.772137192
0.996468784,0.829232039,0.997223225,0.997057301,0.997542663,0.770810447,0.772186613,0.77226707,0.771923989,0.773433084
0.587639964,0.560310707,0.588708763,0.588452406,0.589083911,0.761995189,0.763802731,0.763865747,0.763062275,0.765357438
1.20239336,1.007683117,1.202928069,1.202379852,1.202747527,0.753778473,0.756114661,0.756329795,0.754761864,0.757024716
1.570918284,1.172651773,1.570854998,1.570675636,1.57030498,0.748910486,0.751501927,0.752374156,0.74977799,0.751766295
0,0.037547006,0,0,0,0.749263469,0.752249312,0.753429361,0.750018051,0.751179994
1.420496585,1.309953405,1.420244703,1.420476723,1.419977129,0.751749514,0.754927884,0.756266066,0.752442344,0.75317637
1.552613032,1.372148808,1.552463234,1.553100784,1.552163993,0.751028977,0.753957742,0.755790377,0.752108815,0.752376325
1.147702526,0.984121635,1.147674063,1.147867981,1.147640321,0.752198062,0.7550096,0.756734176,0.754369084,0.753530809
2.925183524,2.481520693,2.924264065,2.928263858,2.923895839,0.751579111,0.754171885,0.755533131,0.754666589,0.752911144
1.936608702,1.69883913,1.933280606,1.93517869,1.934749937,0.74945862,0.751448688,0.75258532,0.752984533,0.750758685
3.565941266,3.603152672,3.553052758,3.554616327,3.559396966,0.747856836,0.749307256,0.750433236,0.750921405,0.749086565
8.474593265,5.360781718,8.472975543,8.473003517,8.473930974,2.499652006,2.502572319,2.506500978,2.505612171,2.503135934
7.198261354,5.594843638,7.197322673,7.197471172,7.197774498,2.50627358,2.508555513,2.513292179,2.511193049,2.510139173
1.138286762,1.471703714,1.138000046,1.138154733,1.138108429,2.510169339,2.512266719,2.516999407,2.514895141,2.513957544
2.048540325,3.224304934,2.048723122,2.048481381,2.048739624,2.518949005,2.520605725,2.525702897,2.523804436,2.522755134
1.666666667,2.458458639,1.666666667,1.666666667,1.666666667,2.526992207,2.528166546,2.533579473,2.53193558,2.530773614
1.147327694,1.161828072,1.14324571,1.143952214,1.145038012,2.527583801,2.528854009,2.534104706,2.532583306,2.531322263
1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,2.524645775,2.525864773,2.530897468,2.529521781,2.528238253
0.116708879,0.2550411,0.117512645,0.117445732,0.11722205,2.522673612,2.523901643,2.528640319,2.527379649,2.526104621
1.656858775,0.506154451,1.658932831,1.658361959,1.657484292,2.523485796,2.524656771,2.529184559,2.528030958,2.526776918
0.784134979,3.635787267,0.783301727,0.783640166,0.783874746,2.529952193,2.530845088,2.535437593,2.534413342,2.533178366
0,0.1623752,0,0,0,2.52491014,2.525640238,2.529908975,2.529019596,2.527875083
0.151091591,0.100524766,0.151203456,0.151187478,0.15111241,2.522113226,2.523035358,2.526799692,2.525955955,2.5248685
0.058492246,0.033575414,0.058835356,0.058781857,0.058665228,0.756945911,0.757532646,0.758469278,0.758162376,0.757997954
0.269023281,0.241606217,0.270449125,0.270288574,0.270086721,0.755475577,0.756479665,0.756979539,0.756584085,0.757559366
0.831156872,0.759873469,0.832194903,0.831758052,0.832578888,0.754172687,0.755655009,0.756062045,0.755262754,0.757265703
1.164988194,0.975114676,1.165698102,1.165106109,1.165503539,0.753150927,0.754855601,0.755750402,0.754166753,0.756506914
2.485621199,1.756907452,2.487295417,2.485376093,2.484948282,0.752346143,0.75417234,0.755711422,0.753280701,0.755255139
0.278576466,0.365087895,0.278838603,0.278732206,0.278823996,0.752389006,0.754316591,0.756233504,0.75325849,0.754400349
1.417415815,1.312868433,1.417318351,1.417441523,1.417081944,0.754109088,0.756119698,0.757782363,0.754947934,0.755660545
1.128524697,1.053738557,1.128428108,1.128604706,1.128370405,0.755674261,0.757459667,0.759092334,0.756730433,0.757134847
1.586348826,1.319343241,1.586182378,1.586796607,1.585950029,0.757070836,0.758646926,0.760350601,0.758670565,0.758520998
2.216692616,1.944317274,2.216056938,2.217069566,2.216004346,0.756846516,0.758309887,0.75974372,0.758847399,0.758256068
2.681496607,2.152015958,2.681318979,2.683156053,2.680971352,0.754049577,0.755005472,0.75639837,0.755941241,0.755389318
10,9.219850447,10,10,10,0.752331681,0.752944491,0.75456061,0.754213771,0.753757723
0,0,0,0,0,2.505621158,2.506593205,2.511634555,2.509994656,2.509730866
0.11087823,0.264353634,0.112505778,0.111945183,0.11208643,2.517249342,2.517476004,2.523022972,2.520957368,2.521383602
0.210546395,1.487578947,0.207651457,0.2086626,0.208389613,2.533176036,2.532598567,2.53877981,2.536866218,2.537333835
0,0,0,0,0,2.540922224,2.539939319,2.54630314,2.544584542,2.544975932
0.875679144,0.76167542,0.875253808,0.875378163,0.875332435,2.54398488,2.54286474,2.549116364,2.547576034,2.547881048
1.059799939,1.06702842,1.057209302,1.057885736,1.057796313,2.549879206,2.548741214,2.554935382,2.553489564,2.553734446
3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,2.552947787,2.551696965,2.557782573,2.556477272,2.556674389
0.542045785,0.854064831,0.54217669,0.542124324,0.542155207,2.553356232,2.552037237,2.557930659,2.556762252,2.55692633
0.84550133,0.700419315,0.84528596,0.845282745,0.845407643,2.554378269,2.553011329,2.558707957,2.557658152,2.55779972
1.098902542,0.321637151,1.09878833,1.098804879,1.098770653,2.550275743,2.548967044,2.554365255,2.553396586,2.553517314
0.077249934,1.76477216,0.077668794,0.077557755,0.077590879,2.546279003,2.545198677,2.54998603,2.549122509,2.549224838
0.055201456,0.061304692,0.055012955,0.05505825,0.055050329,2.551560594,2.550403988,2.555031931,2.554279828,2.554373297
2.468586621,1.485992505,2.469376874,2.469105847,2.469909829,0.772303096,0.772435563,0.773412617,0.773139954,0.773332852
1.304935289,1.116405894,1.304971134,1.304932961,1.304977627,0.77822865,0.778783348,0.779331397,0.778999284,0.779665841
1.46300254,1.248365283,1.463169866,1.463019228,1.463061523,0.779571497,0.780178779,0.780783564,0.780293096,0.781068389
1.34531268,1.130085334,1.345536499,1.345358098,1.345416313,0.783366654,0.784112928,0.784655622,0.78405647,0.784699523
2.137643756,1.609573104,2.138479862,2.137770831,2.137774796,0.785264287,0.785970585,0.786733992,0.785937944,0.786544514
0.44293886,0.480232289,0.442992717,0.442837515,0.442738782,0.782242369,0.782890322,0.784124787,0.782899755,0.783414202
0.916693724,0.972811188,0.916966023,0.916781113,0.916744812,0.78059584,0.781618574,0.783253418,0.781178457,0.781521318
1.658312624,1.452705436,1.65862041,1.658888381,1.658229783,0.782538372,0.783732273,0.784937032,0.783271271,0.783330466
1.63113994,1.331223704,1.631233226,1.631398135,1.631141858,0.779882713,0.780836223,0.782250064,0.781178027,0.780707513
1.821784547,1.661767735,1.821471556,1.821898648,1.821698817,0.778122866,0.778951425,0.779972101,0.779341126,0.77893325
1.547741759,1.435907392,1.54654779,1.547191271,1.547253359,0.777353617,0.777877842,0.778983711,0.778608067,0.778216799
5.432311187,4.773062424,5.428832307,5.430753485,5.431123203,0.777080034,0.777348089,0.778538555,0.778172241,0.777960685
7.577910985,4.100830578,7.578853395,7.578758683,7.578922395,2.576679209,2.575183639,2.580654945,2.579677845,2.579441236
0.366871097,0.989186977,0.366642494,0.366671999,0.366655287,2.574626982,2.572922299,2.578297015,2.577304389,2.577249527
2.708422305,3.96792626,2.708768132,2.708745843,2.70890487,2.576272147,2.574691135,2.579771397,2.578850643,2.578774335
2.87780739,3.722311724,2.878012349,2.878043282,2.878079145,2.576829168,2.575109501,2.580170287,2.579361236,2.579239959
1.666666667,3.333333333,1.666666667,1.666666667,1.666666667,2.574807301,2.573063354,2.577977398,2.577273791,2.577124538
1.168486404,1.163087292,1.166803676,1.167185802,1.167423116,2.583220022,2.58108665,2.586358013,2.585766789,2.585585953
1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,0,0,0,0,0
0,0,8.54E-14,6.80E-14,2.48E-14,0,0,0,0,0
5.32E-14,0,3.57E-14,4.34E-14,3.00E-14,0,0,0,0,0
0,0.045028114,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.069139695,0.074917466,0.069252476,0.069216246,0.069130261,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.004265805,0.013706839,0.00436655,0.004342815,0.004629887,0,0,0,0,0
0.312628691,0.209591547,0.313389103,0.312884795,0.314220834,0,0,0,0,0
0.459090462,0.37428504,0.459189721,0.459138508,0.459348474,0,0,0,0,0
0.079652932,0.130460672,0.080020418,0.079728609,0.080200131,0,0,0,0,0
0.078556642,0.158163974,0.078810964,0.078580804,0.07887725,0,0,0,0,0
0.099730199,0.158467967,0.099801449,0.099716434,0.0998233,0,0,0,0,0
0.098130261,0.130222896,0.098235331,0.098148036,0.098212262,0,0,0,0,0
0.10682498,0.197979104,0.106915905,0.106862174,0.106895928,0,0,0,0,0
0.082073381,0.153082937,0.082104749,0.082118297,0.08209929,0,0,0,0,0
0.071227166,0.008142986,0.071156823,0.071184237,0.071189919,0,0,0,0,0
3.09E-15,0,3.08E-15,7.42E-15,8.17E-16,0,0,0,0,0
3.78E-15,0,4.82E-15,6.87E-15,1.50E-15,0,0,0,0,0
4.86E-15,0.001099418,9.31E-16,6.23E-15,2.30E-15,0,0,0,0,0
4.08E-15,0,6.11E-15,9.77E-15,8.11E-16,0,0,0,0,0
1.93E-15,0,2.91E-15,5.44E-15,0,0,0,0,0,0
1.666666667,1.695938288,1.666666667,1.666666667,1.666666667,0,0,0,0,0
1.531177465,1.347482014,1.524917251,1.526878072,1.527827125,0,0,0,0,0
2.62E-15,0,4.46E-15,6.41E-15,7.02E-16,0,0,0,0,0
5.15E-15,0,2.57E-15,6.85E-15,1.36E-15,0,0,0,0,0
0,0.104392738,0,0,0,0,0,0,0,0
0.005294819,0.100747138,0.005324154,0.005309401,0.005315068,0,0,0,0,0
0.067963661,0.120905878,0.067933724,0.067936858,0.067964929,0,0,0,0,0
0.088398197,0.129338242,0.088342921,0.088346416,0.088438523,0,0,0,0,0
0.126064702,0.174791693,0.125980345,0.125965922,0.12611711,0,0,0,0,0
0.137695679,0.175775902,0.137643094,0.137576201,0.137563594,0,0,0,0,0
0.083245172,0.096260442,0.083129178,0.08315785,0.082988088,0,0,0,0,0
0.012581476,0.033712197,0.012466245,0.012554139,0.012441601,0,0,0,0,0
0.001446368,0.004453508,0.001454023,0.001447885,0.001434902,0,0,0,0,0
0.024037155,0.066536165,0.024179358,0.024045004,0.024074839,0,0,0,0,0
0.045216534,0.087701687,0.045306302,0.045205333,0.045244782,0,0,0,0,0
0.027268006,0.059568097,0.027452408,0.027282092,0.027348829,0,0,0,0,0
0.045887079,0.069003496,0.046019909,0.045919032,0.04594352,0,0,0,0,0
0.09359809,0.030087561,0.093485198,0.093502338,0.093537499,0,0,0,0,0
0,0,3.23E-15,1.37E-15,2.66E-15,0,0,0,0,0
0,0,0,1.33E-15,1.31E-15,0,0,0,0,0
0,0,0,1.10E-15,3.42E-15,0,0,0,0,0
0,0,0,2.34E-15,4.52E-15,0,0,0,0,0
0,0.00117992,1.48E-15,2.37E-15,4.75E-15,0,0,0,0,0
0,0,0,2.27E-15,2.22E-15,0,0,0,0,0
0.232900269,0,0.232206725,0.232420671,0.232347817,0,0,0,0,0
1.886505369,1.979716209,1.883448416,1.88414302,1.884637254,2.523336035,2.524059831,2.530147687,2.52854001,2.527492022
0.089561906,0.333797177,0.09017033,0.089807922,0.089752331,2.523066139,2.523124958,2.529240394,2.527876509,2.52686449
0,3.863165161,0,0,0,2.526772531,2.526604757,2.532594718,2.53139011,2.530394698
0,0,0,0,0,2.524496056,2.524310619,2.529969588,2.528885388,2.527919251
2.959434461,1.754815063,2.95760819,2.957825782,2.95835287,2.519039695,2.51896231,2.523986368,2.523029392,2.522133478
0.172745362,0.099513054,0.17304628,0.173005872,0.172857414,2.516111404,2.516108361,2.520725393,2.519850679,2.518998102
0.002334993,0,0.002589685,0.002550725,0.002478865,0.757205672,0.757482383,0.758723629,0.75840893,0.758477201
1.199926273,0.983731098,1.200452513,1.200302221,1.20079947,0.75587589,0.756598863,0.7573303,0.756937252,0.758322888
0.751150993,0.691674635,0.752219369,0.751799977,0.752575878,0.750430254,0.751524122,0.75227048,0.751446778,0.753892753
1.823680672,1.469240655,1.824788043,1.823416513,1.823916055,0.748513782,0.749932608,0.751117587,0.749450657,0.752088029
1.794570231,1.349156509,1.794514763,1.794162686,1.793527589,0.748388698,0.749949425,0.751718648,0.749242527,0.751393105
0,0.027549212,0,0,0,0.747379649,0.749062969,0.751410634,0.748163903,0.749479832
1.344066488,1.277060602,1.344429098,1.344175803,1.343874497,0.749372361,0.75140715,0.753631719,0.750106221,0.750963697
1.777350152,1.528367634,1.777490334,1.778055988,1.776880404,0.749269467,0.751127463,0.753496511,0.750343816,0.750753602
1.205462542,1.023857675,1.205537373,1.205765288,1.20543213,0.748818132,0.750453143,0.752919883,0.750864606,0.750276647
2.624799035,2.281094207,2.623622769,2.626887716,2.623576472,0.748247864,0.749712712,0.75180108,0.75107041,0.749690926
2.375802264,1.972880576,2.373675736,2.375616997,2.374339122,0.746079417,0.747033373,0.748902741,0.749463933,0.747447976
2.146955109,2.234029716,2.140303128,2.140944078,2.142926766,0.74517133,0.745674359,0.747616787,0.748029075,0.7465703
0.054626053,0.171927699,0.055371394,0.055130066,0.055081538,2.487705406,2.488711463,2.494268753,2.493215171,2.491681788
0.005517639,0.555047766,0.006256739,0.006036764,0.0059787,2.495837737,2.496248426,2.502282593,2.500380938,2.499941585
3.506322662,3.068419384,3.50595694,3.505836938,3.506109971,2.504432838,2.504305071,2.510765868,2.508928504,2.508552328
8.391317476,4.335862034,8.395593178,8.394086355,8.394079817,2.504390792,2.504043661,2.510482666,2.508844538,2.508365508
1.666666667,4.770304454,1.666666667,1.666666667,1.666666667,2.501245166,2.500925531,2.507049534,2.505585282,2.505010994
0,0.1777486,0,0,0,2.508940931,2.508880249,2.51466914,2.513302203,2.512642376
3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,2.519082652,2.518554129,2.524676553,2.523503162,2.522793671
0,0,0,0,0,2.530119558,2.529002156,2.535518902,2.53455118,2.533818148
0.010102122,0.203101615,0.010953448,0.010833094,0.010727676,2.534049256,2.532610353,2.539194884,2.538385559,2.537653265
1.666666667,1.902206163,1.666666667,1.666666667,1.666666667,2.537795288,2.536169902,2.542696191,2.542013146,2.54129143
0.101652614,0.080485588,0.101589675,0.101593107,0.101613629,2.543611371,2.541592193,2.548116996,2.547615019,2.546931138
1.937879059,1.923199604,1.937465512,1.937543844,1.937638988,2.549396845,2.547278584,2.553636909,2.553246209,2.552585026
0.010708568,0.001034715,0.010883921,0.010868645,0.010861868,0.768377922,0.76814668,0.769751473,0.769576699,0.770084414
1.191017032,0.987447829,1.191383825,1.191248428,1.192076141,0.77096026,0.771248646,0.772306545,0.772012709,0.774375878
1.203107357,1.033898813,1.204358831,1.203430271,1.204895888,0.768032384,0.768606142,0.769715903,0.768949973,0.77273928
2.170201977,1.708190722,2.172471903,2.169983011,2.17085117,0.764905791,0.765970879,0.767391246,0.76569381,0.769383135
1.988557365,1.477999368,1.989185856,1.988220648,1.987099774,0.763481659,0.764946235,0.766986721,0.764219007,0.767079948
0.344737978,0.390438383,0.345521081,0.344832664,0.344898091,0.762866165,0.764634952,0.767150555,0.763527312,0.765221369
1.992976751,1.769855124,1.994331921,1.99332611,1.992136012,0.763638158,0.765864025,0.768377274,0.764197146,0.765422827
1.185683123,1.103021939,1.185133389,1.185719748,1.185258784,0.76613712,0.768504401,0.770974881,0.767068257,0.767794596
0.761116366,0.658350855,0.762221696,0.761801584,0.761911493,0.762485998,0.764458203,0.767000131,0.764675143,0.764093874
3.057670438,2.562991915,3.056555227,3.062499511,3.056061438,0.760128542,0.761958604,0.76401224,0.763578444,0.761727137
2.077774956,1.791600485,2.074796021,2.077882187,2.075737473,0.75803913,0.759271691,0.761071177,0.762438238,0.759629711
4.503284065,4.213656307,4.490746778,4.490671201,4.495033183,0.754468401,0.755219295,0.757143328,0.758931633,0.756146606
2.218500409,1.950593484,2.212875237,2.211714725,2.214912153,2.506695544,2.507567071,2.514202914,2.515885653,2.51166954
4.96012869,7.431127308,4.959359432,4.959401071,4.959758715,2.512478515,2.512324775,2.519874919,2.518807087,2.517643809
0,1.666666667,0,0,0,2.51558228,2.515188434,2.522870121,2.521519081,2.520696231
0,0,0,0,0,2.514368949,2.513845318,2.521483153,2.52027064,2.51932438
0,0,0,0,0,2.509957129,2.509480304,2.516842972,2.515822237,2.514708123
1.526039821,1.34448469,1.518827109,1.519297906,1.521285823,2.511879099,2.511855334,2.51871596,2.517786697,2.516513711
1.60555123,1.600765427,1.601492221,1.601536333,1.602970986,2.510782688,2.510842768,2.51738981,2.516589055,2.51524507
0,1.666666667,0,0,0,2.512162009,2.512216541,2.518505641,2.517816866,2.516444707
0,0,0,0,0,2.51245173,2.512463524,2.51851772,2.51792332,2.516554683
0,0,0,0,0,2.512714153,2.512677841,2.518512682,2.51798928,2.516641572
0.370627994,0.564975259,0.369959818,0.36995082,0.370211723,2.509282949,2.508978991,2.514650627,2.514228413,2.512957185
2.062093604,1.072562834,2.065539713,2.064995282,2.064748257,2.510477391,2.510160795,2.515554228,2.515185233,2.513960104
0.007596875,0.002668665,0.007877941,0.007872332,0.007770467,0.753585821,0.753699635,0.755280982,0.755133226,0.754846279
1.56267571,1.246156974,1.563156883,1.562968999,1.563591234,0.753439149,0.754020732,0.755046031,0.754808376,0.755148955
0.768289057,0.699902154,0.769471323,0.769332869,0.769703332,0.75214473,0.752959018,0.754024064,0.753439854,0.75534467
2.104504345,1.626128712,2.104572741,2.104329085,2.104201614,0.753989168,0.754981468,0.75622656,0.755251545,0.756746448
1.886136966,1.39741394,1.885951573,1.885958488,1.885940587,0.754713757,0.75568004,0.756639364,0.755906452,0.756500089
0.20101814,0.31204799,0.201669489,0.201593988,0.201755922,0.754595888,0.755425434,0.756458307,0.755733171,0.756028889
1.303751059,1.270570848,1.304995657,1.304198579,1.304300439,0.750979984,0.751822704,0.753916291,0.752092824,0.752325491
2.380156313,1.846780727,2.380902207,2.380981091,2.380248068,0.751751995,0.752851787,0.755189876,0.753124405,0.753032162
2.099994115,1.537849155,2.100996013,2.101004223,2.100401669,0.752057182,0.752918443,0.755057826,0.753901557,0.753287553
4.507653132,3.398482986,4.510753152,4.511519739,4.509056113,0.752211721,0.752949582,0.754711633,0.754288258,0.753419329
4.298784565,5.613997481,4.305245637,4.305826004,4.302607442,0.750225683,0.750580769,0.752276908,0.75207735,0.751421759
0,0,0,0,0,0.750301905,0.750326317,0.752232974,0.752229331,0.751562397
0,0,0,0,0,2.508772843,2.507985135,2.513892515,2.514210672,2.51231984
0,0,0,0,0,2.526167752,2.524455745,2.531006696,2.53054379,2.52974763
0,0,0,0,0,2.548767858,2.546175756,2.553412208,2.55303145,2.55240224
0,0,0,0,0,2.561872255,2.558568741,2.566299222,2.566113355,2.565483711
0,1.666666667,0,0,0,2.568116877,2.564651295,2.572292325,2.572256151,2.571603929
0.767621954,0.760249212,0.766075504,0.766014045,0.76639936,2.57493616,2.571490462,2.579019414,2.579080845,2.578393063
1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,2.577403865,2.573937183,2.581276098,2.581430767,2.580743901
0.317620171,0.24886178,0.317445942,0.317224234,0.31742914,2.582700275,2.579076438,2.586352204,2.586611728,2.585935976
0,1.666666667,0,0,0,2.586493,2.582709046,2.589924486,2.590280188,2.589625288
0,0,0,0,0,2.589413453,2.585558584,2.592645672,2.593059,2.59242782
0.140186309,1.80403535,0.140256228,0.140236114,0.140247797,2.593629189,2.590064669,2.596549149,2.596987824,2.596402944
0.439618967,0.200120131,0.439799462,0.43980982,0.439787899,2.593013516,2.589639887,2.595713667,2.596178557,2.595623371
0.087584553,0.078836499,0.087740742,0.087757794,0.087730302,0.782788287,0.782469866,0.783642178,0.783721852,0.783669807
0.417079706,0.377811303,0.417555476,0.417662089,0.417387229,0.784812351,0.784959351,0.785686085,0.785661829,0.786175511
1.038110117,0.92376702,1.038473801,1.038366648,1.038637884,0.784209953,0.784669601,0.785294757,0.7849557,0.786521008
1.357176857,1.147077652,1.357209336,1.357188587,1.357091733,0.785404312,0.786090874,0.786439055,0.786088567,0.786874529
2.231113214,1.62814729,2.231853264,2.231176701,2.231158536,0.783686439,0.784175131,0.784653294,0.784342363,0.784732639
0.30891942,0.385341359,0.308987962,0.308900742,0.308939856,0.780346939,0.780868657,0.781792124,0.780958667,0.781348756
1.356509167,1.291441303,1.356441013,1.356546407,1.356397033,0.780048992,0.781132569,0.781683984,0.780562133,0.78082085
1.187229294,1.111099078,1.187201848,1.187288235,1.187194695,0.778437133,0.779377683,0.779653067,0.778958999,0.779156296
1.525166545,1.272541005,1.52510906,1.525276047,1.525060236,0.779338679,0.780120551,0.780338596,0.779887939,0.780055355
1.968516567,1.7216749,1.968511813,1.968723281,1.968502146,0.778125067,0.778910784,0.779055093,0.778693921,0.778840934
0.625764658,0.732279563,0.625147575,0.625407949,0.625236702,0.776241917,0.776734127,0.777135372,0.776815599,0.777032937
0,0.031301432,0,0,0,0.777037354,0.777239344,0.777890756,0.777627693,0.777865293
2.532052814,3.267054918,2.532595023,2.532569163,2.532678962,2.575732847,2.574088981,2.578102267,2.577582256,2.578326601
4.618958194,7.246781067,4.619150957,4.619197142,4.619169309,2.573955603,2.572107292,2.576131506,2.575703174,2.576416766
4.912093012,4.11038984,4.912334984,4.912547387,4.91243265,2.574689743,2.573088041,2.576740462,2.576337619,2.577015033
0.081821145,0.289781826,0.081824877,0.081773631,0.081814603,2.571371192,2.569765406,2.573319111,2.572940374,2.573585817
2.66179501,2.491355067,2.661694283,2.661833464,2.661677811,2.56557251,2.56416614,2.567422061,2.567050041,2.567664378
2.058003332,2.072580737,2.057969832,2.058100289,2.057903705,2.559333101,2.558136051,2.561137279,2.560758556,2.561362171
2.26463436,2.202167754,2.263639929,2.263856963,2.263606727,2.553411961,2.552505277,2.555105194,2.554727291,2.555302
0,0,0,0,0,2.554990083,2.554109703,2.556577974,2.556235379,2.556790368
0,0,0,0,0,2.556735811,2.555749507,2.558216886,2.557931573,2.558466037
0,0,0,0,0,2.554973591,2.554082907,2.556359636,2.55609423,2.55660806
0,0,0,0,0,2.5545074,2.553918362,2.555748911,2.555497857,2.55597173
0.074652539,0.037945136,0.074764077,0.074715129,0.074776836,2.554058218,2.553613118,2.555207126,2.554971978,2.555422651
0.08628155,0.091273608,0.086307119,0.086293527,0.086306602,0.769392462,0.769803251,0.769743237,0.769628378,0.769773378
0.719684197,0.633751682,0.71980225,0.719691453,0.719784801,0.771943847,0.772833081,0.772274632,0.772131301,0.77227966
0.650895485,0.613888008,0.651068328,0.650931835,0.651045198,0.772432334,0.773472531,0.772788602,0.772602295,0.772769894
0.969213863,0.848994749,0.969247463,0.969226835,0.96924096,0.774272455,0.775480729,0.774629734,0.774423012,0.774586641
1.931430664,1.461115805,1.931434507,1.931528022,1.931449818,0.773706131,0.77493946,0.774082173,0.773834265,0.774005167
0.182821249,0.254177401,0.182844333,0.182816705,0.182836905,0.772893643,0.774265465,0.773266148,0.773003164,0.773160304
0.800173143,0.839229237,0.800188697,0.800162866,0.800179484,0.771822724,0.773290264,0.772217975,0.771906262,0.772055052
1.196742155,1.105258701,1.196769991,1.196810533,1.196747217,0.772989791,0.774503687,0.77342153,0.773081376,0.773191804
0.47029389,0.431184682,0.470323055,0.470073686,0.470280824,0.769410642,0.770625389,0.770077034,0.769742814,0.769589874
0.7894772,0.871684707,0.789678149,0.789604917,0.789467924,0.766213127,0.767627251,0.766997457,0.766979883,0.766353449
2.765410027,2.981413586,2.765969883,2.765872828,2.765956373,0.762618652,0.76390876,0.763178014,0.763240148,0.762741997
0,3.333333333,0,0,0,0.757714435,0.758542401,0.758093136,0.758047745,0.757857049
0,0,0,0,0,2.518979547,2.520182305,2.519962212,2.519796816,2.51952243
0,0,0,0,0,2.525560649,2.526457221,2.526471163,2.526366066,2.526121557
0,0,0,0,0,2.527963391,2.528764999,2.528848556,2.528790567,2.528522171
1.58705348,1.666666667,1.586958913,1.586857082,1.587123259,2.528560461,2.529125766,2.529422348,2.529424184,2.529126653
0,0.097917005,0,0,0,2.527001685,2.527479065,2.527828499,2.527875021,2.527559704
1.133699464,1.137758802,1.133322694,1.133237466,1.133552687,2.523896814,2.524541017,2.52472752,2.524764329,2.524433465
0,0,1.49E-14,3.62E-15,3.29E-14,0,0,0,0,0
9.12E-15,0,4.59E-15,3.65E-15,1.82E-14,0,0,0,0,0
0,0,0,1.10E-14,2.20E-14,0,0,0,0,0
0.897190986,0.637940172,0.897181226,0.897131713,0.897289075,0,0,0,0,0
0.37166664,0.313671799,0.371708772,0.371686451,0.371722536,0,0,0,0,0
2.641283262,1.651486489,2.642035576,2.641997116,2.641747337,0,0,0,0,0
2.890927767,0,2.890203171,2.890150104,2.891119666,0,0,0,0,0
0.319507687,0.372960695,0.315763594,0.319760957,0.305364251,0,0,0,0,0
0,2.435466006,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
