Date/Time,CORE_ZN ZN:Zone People Occupant Count [](Hourly),PERIMETER_ZN_1 ZN:Zone People Occupant Count [](Hourly),PERIMETER_ZN_2 ZN:Zone People Occupant Count [](Hourly),PERIMETER_ZN_3 ZN:Zone People Occupant Count [](Hourly),PERIMETER_ZN_4 ZN:Zone People Occupant Count [](Hourly),ATTIC ZN:Zone Infiltration Air Change Rate [ach](Hourly),PERIMETER_ZN_1 ZN:Zone Infiltration Air Change Rate [ach](Hourly),PERIMETER_ZN_2 ZN:Zone Infiltration Air Change Rate [ach](Hourly),PERIMETER_ZN_3 ZN:Zone Infiltration Air Change Rate [ach](Hourly),PERIMETER_ZN_4 ZN:Zone Infiltration Air Change Rate [ach](Hourly) 
 04/14  19:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.0018564935539905,0.28422800142329726,0.31930991422432949,0.28377855660225667,0.32034758812301519 
 04/14  20:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9910772007228869,0.23671107064485207,0.2659097713775502,0.23638207007353727,0.2665407118655854 
 04/14  21:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9923750878181582,0.27088247397795,0.30433716014572029,0.2705412654549488,0.30484747544174459 
 04/14  22:00:00,0.4510516771033539,0.3419263782972008,0.2028351278924779,0.34192637829720087,0.2028351278924779,0.9928005124242473,0.31807004108071709,0.35737569927517195,0.3176984390753136,0.35783815787894676 
 04/14  23:00:00,0.0,0.0,0.0,0.0,0.0,0.9940086475458495,0.32867838212453379,0.3693100383909356,0.3283258856118365,0.3696962124076069 
 04/14  24:00:00,0.0,0.0,0.0,0.0,0.0,0.9949093655475512,0.2861026502258209,0.32146887621797978,0.28582498982121259,0.32174872723704769 
 04/15  01:00:00,0.0,0.0,0.0,0.0,0.0,0.9951905196300137,0.2551463989711163,0.28669093898370198,0.2549204435640209,0.28690608275231696 
 04/15  02:00:00,0.0,0.0,0.0,0.0,0.0,0.99471589321562,0.20943009765466506,0.23532980107912752,0.20926222392146985,0.23548703656281864 
 04/15  03:00:00,0.0,0.0,0.0,0.0,0.0,0.9948680184254336,0.16282370020342216,0.18296334508469395,0.16270738958332746,0.1830733327084977 
 04/15  04:00:00,0.0,0.0,0.0,0.0,0.0,0.9949189784601095,0.12417208730664527,0.13953336475200715,0.12409427370527436,0.13960902249647509 
 04/15  05:00:00,0.0,0.0,0.0,0.0,0.0,0.9943346733775064,0.13274496113015686,0.14916777672027008,0.13267473742937273,0.14924037077010753 
 04/15  06:00:00,0.0,0.0,0.0,0.0,0.0,0.9903458456309874,0.19633607883899943,0.2207165845788567,0.19625298781430793,0.2207164865215566 
 04/15  07:00:00,0.0,0.0,0.0,0.0,0.0,0.9881088090406461,0.06044561456424174,0.06818639527002844,0.06041535564172642,0.06793691681846936 
 04/15  08:00:00,0.0,0.0,0.0,0.0,0.0,1.0055455136556749,0.07031722413135451,0.07960294491123586,0.07025807357470528,0.0789892085375916 
 04/15  09:00:00,0.0,0.0,0.0,0.0,0.0,1.0229222618792738,0.07862855390101902,0.08918117825200668,0.0784468772462179,0.08817762143240675 
 04/15  10:00:00,0.0,0.0,0.0,0.0,0.0,1.0400171557296665,0.08083509230486613,0.09156017807309808,0.08043828468708315,0.09041859808394064 
 04/15  11:00:00,0.0,0.0,0.0,0.0,0.0,1.0544564087683264,0.07364548606781363,0.08299337069557596,0.07306543317047282,0.08214585268612389 
 04/15  12:00:00,0.0,0.0,0.0,0.0,0.0,1.0676167738615295,0.07925691980939341,0.08881776919725226,0.07841257170425513,0.0881853439013553 
 04/15  13:00:00,0.0,0.0,0.0,0.0,0.0,1.0760450546837309,0.08712955537822059,0.0973787717390253,0.08607595261510043,0.09683949085499087 
 04/15  14:00:00,0.0,0.0,0.0,0.0,0.0,1.0736159142088056,0.09065706316285259,0.10120776741370086,0.0895364497596622,0.10099656724846863 
 04/15  15:00:00,0.0,0.0,0.0,0.0,0.0,1.0613077731607417,0.10397285365882368,0.11609951771540179,0.10278548421680056,0.11648829355018808 
 04/15  16:00:00,0.0,0.0,0.0,0.0,0.0,1.0489109254226819,0.10406029274993058,0.11634001723261638,0.10307271863614572,0.11721680865468925 
 04/15  17:00:00,0.0,0.0,0.0,0.0,0.0,1.0337432097811024,0.0914679864199421,0.10240656329425775,0.09079369571886009,0.10344006388435455 
 04/15  18:00:00,0.0,0.0,0.0,0.0,0.0,1.0169661009222873,0.33213127888291,0.37219743963367998,0.33023503385789745,0.3759264496468611 
 04/15  19:00:00,0.0,0.0,0.0,0.0,0.0,1.0018916031821935,0.3086442226622165,0.3460797041889056,0.30720915517020616,0.34861895374078419 
 04/15  20:00:00,0.0,0.0,0.0,0.0,0.0,0.9911235087178422,0.2851631427157055,0.3199067342292264,0.2840332436389088,0.3215416026859285 
 04/15  21:00:00,0.0,0.0,0.0,0.0,0.0,0.9876224722084208,0.3183538854641794,0.3572590177951947,0.3172607038468888,0.3585777242722972 
 04/15  22:00:00,0.0,0.0,0.0,0.0,0.0,0.9885508233580224,0.3640028456373973,0.408593224854334,0.3628933064770699,0.40974194970852526 
 04/15  23:00:00,0.0,0.0,0.0,0.0,0.0,0.9883899264122068,0.36057751601066309,0.4048113429640781,0.3595618176779533,0.4057473437532864 
 04/15  24:00:00,0.0,0.0,0.0,0.0,0.0,0.9881917667619832,0.3651034785784577,0.40993575314138117,0.364160267354793,0.4107399020514988 
 04/16  01:00:00,0.0,0.0,0.0,0.0,0.0,0.9881401792587541,0.33299593455772677,0.37390990595710829,0.33220735740403437,0.37455458951433098 
 04/16  02:00:00,0.0,0.0,0.0,0.0,0.0,0.9887579487683563,0.2888620606545922,0.32437091209219456,0.2882358018265605,0.32487076974120468 
 04/16  03:00:00,0.0,0.0,0.0,0.0,0.0,0.98871881834364,0.3077573688522495,0.34560856077655685,0.30715580813134699,0.3460848816893775 
 04/16  04:00:00,0.0,0.0,0.0,0.0,0.0,0.9877296410843409,0.32818613236744095,0.36856924330614168,0.32760707188962936,0.36902465458075736 
 04/16  05:00:00,0.0,0.0,0.0,0.0,0.0,0.9881253930735712,0.314033610106358,0.35269159376689909,0.3135295766174961,0.35308444470530728 
 04/16  06:00:00,0.0,0.0,0.0,0.0,0.0,0.9900558711382898,0.28991202121752859,0.3257584324763134,0.28949803414611055,0.3259389894387792 
 04/16  07:00:00,0.0,0.0,0.0,0.0,0.0,0.9886924915186502,0.29153956207053968,0.32905160151383536,0.29113837184316646,0.32769637702619738 
 04/16  08:00:00,0.0,0.0,0.0,0.0,0.0,1.0040076636227993,0.3140085444683149,0.35616431787780797,0.3134821446223152,0.35270209640522656 
 04/16  09:00:00,0.0,0.0,0.0,0.0,0.0,1.0245565490930509,0.3377689621394655,0.3836604192533686,0.33673269551307169,0.37872394205407736 
 04/16  10:00:00,0.0,0.0,0.0,0.0,0.0,1.0417794319094836,0.421031756047249,0.47723321359368717,0.418742479927848,0.47095272825320785 
 04/16  11:00:00,0.0,0.0,0.0,0.0,0.0,1.0554438181273456,0.4595025695846338,0.5179515845618402,0.4558328871452468,0.5127628704186199 
 04/16  12:00:00,0.0,0.0,0.0,0.0,0.0,1.0647060232038373,0.43599205536760729,0.48923034037250426,0.43172057256600607,0.48574828816244849 
 04/16  13:00:00,0.0,0.0,0.0,0.0,0.0,1.069834250839685,0.48247265516892187,0.5396567614577594,0.47697867699948445,0.5368062092070328 
 04/16  14:00:00,0.0,0.0,0.0,0.0,0.0,1.0730797998132509,0.5242006416826218,0.5856221030933354,0.518111338023735,0.5844686852628748 
 04/16  15:00:00,0.0,0.0,0.0,0.0,0.0,1.0618030365735843,0.5214658236991282,0.5828287062898176,0.5159948814874815,0.5842723507675688 
 04/16  16:00:00,0.0,0.0,0.0,0.0,0.0,1.044966204474577,0.44720886969622306,0.500589979419184,0.4434677467434356,0.5024863414576877 
 04/16  17:00:00,0.0,0.0,0.0,0.0,0.0,1.0232386677203678,0.3522642915320369,0.394830658753994,0.3499604958070408,0.3958980512750588 
 04/16  18:00:00,0.0,0.0,0.0,0.0,0.0,1.0096772685311777,0.35053228056068255,0.3931801916509243,0.3486419116384569,0.3938666245390561 
 04/16  19:00:00,0.0,0.0,0.0,0.0,0.0,1.0018714707871724,0.31499803993742667,0.35349247217522158,0.3135710711604705,0.3538807720219124 
 04/16  20:00:00,0.0,0.0,0.0,0.0,0.0,0.9953338695961783,0.3317801564435081,0.37244128471633505,0.33049810197749665,0.37268038193005156 
 04/16  21:00:00,0.0,0.0,0.0,0.0,0.0,0.9922520214054508,0.34495377202380075,0.38731065430548647,0.34378332812376607,0.3874364831194794 
 04/16  22:00:00,0.0,0.0,0.0,0.0,0.0,0.9931693601515761,0.36854152075757337,0.41387540427529348,0.36740599844331586,0.41393602694277678 
 04/16  23:00:00,0.0,0.0,0.0,0.0,0.0,0.992954625672099,0.4306269992020841,0.4836654220126255,0.42942313116441258,0.4836966536734372 
 04/16  24:00:00,0.0,0.0,0.0,0.0,0.0,0.9950298720833709,0.42264096043359036,0.47472781806963218,0.421562775010296,0.47473934137321485 
 04/17  01:00:00,0.0,0.0,0.0,0.0,0.0,0.9919692810755988,0.3293423882479373,0.3699374994658056,0.32857510296684647,0.36994069580349617 
 04/17  02:00:00,0.0,0.0,0.0,0.0,0.0,0.9922314342436671,0.24765717501687505,0.2781918807792682,0.2471325752364785,0.27819008372307937 
 04/17  03:00:00,0.0,0.0,0.0,0.0,0.0,0.9922211553886343,0.27079197368191046,0.30418496139497949,0.2702706163170279,0.3041813643675198 
 04/17  04:00:00,0.0,0.0,0.0,0.0,0.0,0.9978631274912967,0.23024276557945123,0.2586444480889145,0.22984006723713613,0.25863958746922086 
 04/17  05:00:00,0.0,0.0,0.0,0.0,0.0,0.9991743862544222,0.20654615898185439,0.2320434418841312,0.20623197637198255,0.2320390053962128 
 04/17  06:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9960684430493091,0.44149661897291289,0.2747325405780704,0.24397277945251809,0.27476705696522427 
 04/17  07:00:00,1.8944170438340862,1.436090788848243,0.8519075371484072,1.4360907888482435,0.8519075371484072,0.9949241095143714,1.4215041552947048,0.07155318219619929,0.06364176070452142,0.07158185197638194 
 04/17  08:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.010810883082519,0.2619148540580561,0.07517092583709098,0.06697773102211079,0.07524522936282925 
 04/17  09:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.026755351548623,0.2666376805943646,0.0815663337845159,0.07270377562841148,0.08168076615727717 
 04/17  10:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0371572784838928,0.2616553465089255,0.07632916280125628,0.06805127271150015,0.0764556506602428 
 04/17  11:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.042689785270755,0.26854653682952908,0.08588946510704893,0.07650810637084378,0.08597034134568492 
 04/17  12:00:00,4.781147777295552,3.6244196099503287,2.1500523556602659,3.6244196099503296,2.1500523556602659,1.061727110021718,1.4108708059242499,0.09284187571788343,0.08266688938116916,0.0928982664598021 
 04/17  13:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0749211303022904,0.2611804491394297,0.0783931737065245,0.06978988073118336,0.07843364833049697 
 04/17  14:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0768304526008148,0.24565982383904354,0.0613012162284827,0.054559398752861119,0.061315047858231479 
 04/17  15:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0700567694795167,0.23936153491725124,0.05494008337272783,0.0488887794201067,0.0549253492173763 
 04/17  16:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0552199230794553,0.24654028761662606,0.06340313730998183,0.05641372537017725,0.06337376017553928 
 04/17  17:00:00,2.8867307334614655,2.188328821102085,1.2981448185118588,2.1883288211020859,1.2981448185118588,1.0372474399206822,1.3732989173131388,0.057128251628147139,0.050827674201128218,0.057102348496785308 
 04/17  18:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.02259582551781,0.2508904581379198,0.06537212780896733,0.058090664651400367,0.06577480250485983 
 04/17  19:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.0059490401788152,0.1886270088192172,0.2118218826214284,0.18833298971126059,0.2132059602204072 
 04/17  20:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9931745114349969,0.1549524813491199,0.174009630633963,0.15474221660002464,0.174824530887526 
 04/17  21:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9875801647656085,0.16154186117378747,0.181432818431408,0.1613488436104494,0.18208550718311526 
 04/17  22:00:00,0.4510516771033539,0.3419263782972008,0.2028351278924779,0.34192637829720087,0.2028351278924779,0.9881907536224613,0.12352091755881724,0.13874652929333904,0.12338548872858911,0.13913609718150919 
 04/17  23:00:00,0.0,0.0,0.0,0.0,0.0,0.9871619402283645,0.11745190781472427,0.13193846427660683,0.11733552589112746,0.13224409596412754 
 04/17  24:00:00,0.0,0.0,0.0,0.0,0.0,0.9912160637837802,0.09629466836019934,0.10817465884514455,0.09620709921978,0.10839038299332982 
 04/18  01:00:00,0.0,0.0,0.0,0.0,0.0,0.992565779259304,0.09115112231229794,0.1024014402181251,0.09107789209679816,0.10257965463333309 
 04/18  02:00:00,0.0,0.0,0.0,0.0,0.0,0.9919963036446428,0.11799686070480005,0.13256829708302413,0.11791485862746093,0.13277131132633836 
 04/18  03:00:00,0.0,0.0,0.0,0.0,0.0,0.9850026131820194,0.15598671806347257,0.1752575023800078,0.1558880980979941,0.17549628739793225 
 04/18  04:00:00,0.0,0.0,0.0,0.0,0.0,0.9841177126703737,0.19012751756086744,0.21362513564718622,0.19001273774577077,0.2138873340464975 
 04/18  05:00:00,0.0,0.0,0.0,0.0,0.0,0.9849720034697178,0.2459493959821659,0.2763540061417382,0.24581291785727187,0.276661038287218 
 04/18  06:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9860758838680629,0.46048577737341436,0.29772176833102789,0.26461987848797627,0.29800893184265628 
 04/18  07:00:00,1.8944170438340862,1.436090788848243,0.8519075371484072,1.4360907888482435,0.8519075371484072,0.985251942852493,1.4164273449268603,0.07507148315776112,0.06674590775407689,0.07507377902784862 
 04/18  08:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,0.9995876099281843,0.26549872774782298,0.08123566443547398,0.0723503223690638,0.08127485084744712 
 04/18  09:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0200012248488213,0.2667388595584034,0.08364536086674283,0.07453111950619836,0.08372966202457079 
 04/18  10:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0327670049315876,0.27016046876622909,0.08756636085034564,0.07802846061430212,0.08766572976002467 
 04/18  11:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0423488722618327,0.2775866370441776,0.09757508513910533,0.08690245689063019,0.09764943772889695 
 04/18  12:00:00,4.781147777295552,3.6244196099503287,2.1500523556602659,3.6244196099503296,2.1500523556602659,1.0617821276715159,1.4164420067688637,0.10682542791454093,0.09511969768753594,0.10688952999442152 
 04/18  13:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0688939312738959,0.2874768403904078,0.10952559083109165,0.09750335275923243,0.10958006648083592 
 04/18  14:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0662933470568513,0.2898786114564783,0.11357944017043736,0.10107954536734514,0.11358847368943571 
 04/18  15:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0625516263431259,0.28869519800114409,0.11224905103635713,0.09988068749685909,0.11221825002824289 
 04/18  16:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0405112819405547,0.2753738105117269,0.09726106413966691,0.08653984018800902,0.09723309787053043 
 04/18  17:00:00,2.8867307334614655,2.188328821102085,1.2981448185118588,2.1883288211020859,1.2981448185118588,1.0172982446839063,1.3924889964701868,0.08907382022235329,0.07925268752760025,0.08905420005770815 
 04/18  18:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.0080064441603612,0.28161445727171249,0.10171390897849975,0.09039294334266186,0.10202605101510953 
 04/18  19:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.0005291180969567,0.3647782653080068,0.4096669027188938,0.36423291429171558,0.4109635732945063 
 04/18  20:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9940821892610333,0.35954083918595777,0.4038574461410464,0.35905981908865,0.4047222413667486 
 04/18  21:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.992654506863396,0.40207803817640239,0.45172355650223997,0.4016001951113322,0.45244487009654896 
 04/18  22:00:00,0.4510516771033539,0.3419263782972008,0.2028351278924779,0.34192637829720087,0.2028351278924779,0.9960508175127248,0.36664270828014497,0.41195608382696466,0.366249652359045,0.4124722966021001 
 04/18  23:00:00,0.0,0.0,0.0,0.0,0.0,1.001369886488369,0.369494941120946,0.41513498382020738,0.36914554813510278,0.41555901383870177 
 04/18  24:00:00,0.0,0.0,0.0,0.0,0.0,1.0012930167122177,0.2705040397027012,0.3038818987990772,0.2702726600375929,0.30415681144353237 
 04/19  01:00:00,0.0,0.0,0.0,0.0,0.0,0.9957767712270346,0.22347369345457544,0.2510547598739777,0.22331945843254945,0.2512494783300741 
 04/19  02:00:00,0.0,0.0,0.0,0.0,0.0,0.9951300517012606,0.22547386308587984,0.25329096331064046,0.2253285253919259,0.25346199078215239 
 04/19  03:00:00,0.0,0.0,0.0,0.0,0.0,0.9914729756260036,0.15938548381844296,0.1790464058474135,0.15929076247671568,0.1791579608541132 
 04/19  04:00:00,0.0,0.0,0.0,0.0,0.0,0.9914992038242162,0.09693929639348227,0.1088983228324063,0.0968870093716165,0.10896067426963259 
 04/19  05:00:00,0.0,0.0,0.0,0.0,0.0,0.9928387703609158,0.07443018416427318,0.08361433139472967,0.07439566048286585,0.08365761823194312 
 04/19  06:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9913267666415256,0.3940351497611319,0.2203371667984233,0.19578083800982325,0.22045870702684898 
 04/19  07:00:00,1.8944170438340862,1.436090788848243,0.8519075371484072,1.4360907888482435,0.8519075371484072,0.9957451249249214,1.4431690581973014,0.08349576246730123,0.07409613495243342,0.08346745534265464 
 04/19  08:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0049298779336873,0.27152498019382406,0.08249596676393974,0.07338059403075799,0.08250810211690261 
 04/19  09:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0120867647598766,0.2650512983606417,0.07530974313598138,0.06702969778406755,0.07532158417546554 
 04/19  10:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0386205469274906,0.2892917507875895,0.10193706005915952,0.09074000544465166,0.10196568925758749 
 04/19  11:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0668698806996456,0.290498900722116,0.10218538746845674,0.09096823322605928,0.10222315522802654 
 04/19  12:00:00,4.781147777295552,3.6244196099503287,2.1500523556602659,3.6244196099503296,2.1500523556602659,1.0820789248215659,1.473286190957788,0.09539638801673944,0.08491843618948136,0.0954321175244084 
 04/19  13:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0925475889213868,0.30379208233977597,0.11523455345952505,0.10255808281216067,0.11527111712757927 
 04/19  14:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0853109149111478,0.30764801076928169,0.11963662728694453,0.10645727095296887,0.11965276714965978 
 04/19  15:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0724205910742726,0.30422513104415657,0.11597499337500005,0.10318924487049164,0.11597532509476916 
 04/19  16:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0601322212354237,0.3096535419269166,0.12132044805880898,0.10793890322874296,0.12131260999941257 
 04/19  17:00:00,2.8867307334614655,2.188328821102085,1.2981448185118588,2.1883288211020859,1.2981448185118588,1.0424250950320893,1.5038367717727804,0.11613670818212847,0.10331279929632692,0.11613083248636867 
 04/19  18:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.024827751325669,0.3082847369761932,0.11908576312037177,0.1058121475886865,0.11973003244858421 
 04/19  19:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.0108422335971943,0.462041886868746,0.5192540626765575,0.4619322183318049,0.5220097721934098 
 04/19  20:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9988626342664496,0.3814821223337947,0.42846705118916048,0.38130201463125026,0.43016802318802957 
 04/19  21:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9977714121649651,0.3162901265432922,0.3552577007485793,0.31620430808585828,0.35635463313601176 
 04/19  22:00:00,0.4510516771033539,0.3419263782972008,0.2028351278924779,0.34192637829720087,0.2028351278924779,0.9977723759736196,0.2090004392179757,0.2347533695767905,0.20896453185901157,0.23533162471429804 
 04/19  23:00:00,0.0,0.0,0.0,0.0,0.0,0.9977435661460827,0.22481353411595687,0.2524803020072695,0.224752375132228,0.25299129584689519 
 04/19  24:00:00,0.0,0.0,0.0,0.0,0.0,0.9982885549950747,0.3057825821949824,0.3433883641282714,0.305707129932227,0.3439741676257823 
 04/20  01:00:00,0.0,0.0,0.0,0.0,0.0,0.9975338073086725,0.3163087350696154,0.3551929009674968,0.3162413562903085,0.3557175811121889 
 04/20  02:00:00,0.0,0.0,0.0,0.0,0.0,0.9988666808939654,0.3614554317143048,0.40587367189068287,0.3613938779015904,0.40640264806192097 
 04/20  03:00:00,0.0,0.0,0.0,0.0,0.0,0.9986723655414133,0.3788210408954293,0.425355260838395,0.3787734611829548,0.4258536768544105 
 04/20  04:00:00,0.0,0.0,0.0,0.0,0.0,0.9974029642216485,0.33821469217439628,0.37975235163897516,0.3381870156010045,0.38015822391751438 
 04/20  05:00:00,0.0,0.0,0.0,0.0,0.0,0.9973182887678656,0.3319704096771315,0.37273455297278548,0.33195973352100285,0.3730985126760948 
 04/20  06:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9966532007954623,0.580597622348931,0.42131156668274968,0.3748903798649908,0.42132704776522847 
 04/20  07:00:00,1.8944170438340862,1.436090788848243,0.8519075371484072,1.4360907888482435,0.8519075371484072,1.0001346781640992,1.528444084912108,0.11536322943445034,0.10265172607289748,0.11536515186740092 
 04/20  08:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0078482760375465,0.3138267461493523,0.12304635812907754,0.10937718897450799,0.12295537570658051 
 04/20  09:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0263979414399962,0.3162488633602582,0.12692618966172412,0.1122579642606627,0.12635669206300707 
 04/20  10:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0538195360140615,0.31233693205449739,0.12207404566089063,0.10779426467363518,0.12138961675623346 
 04/20  11:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0687287259610408,0.32551060197300166,0.13604644305905179,0.12031829869721356,0.13552229677779893 
 04/20  12:00:00,4.781147777295552,3.6244196099503287,2.1500523556602659,3.6244196099503296,2.1500523556602659,1.080001215037661,1.541149733250518,0.1402523802798604,0.12411661575670313,0.13985855983526813 
 04/20  13:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.072978104866211,0.31583947983643737,0.1250284003155122,0.11073441786356053,0.12479040015228815 
 04/20  14:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0492286743577795,0.30280290931970579,0.11004222068505125,0.09752831800366994,0.1099340187808392 
 04/20  15:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0390383291573238,0.3056154865742615,0.11275055365011805,0.09995136243950481,0.11272379515036231 
 04/20  16:00:00,9.021033542067079,6.838527565944015,4.056702557849558,6.838527565944017,4.056702557849558,1.0397800326800828,0.3002395583546846,0.10628060870069489,0.09424589979683747,0.10633419099627822 
 04/20  17:00:00,2.8867307334614655,2.188328821102085,1.2981448185118588,2.1883288211020859,1.2981448185118588,1.0327496912351984,1.5291305451375748,0.12307529488030912,0.10917532789977964,0.12324928070279358 
 04/20  18:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.0169876532261598,0.3230457304775831,0.13315944675609316,0.11822800888252609,0.13333524650642718 
 04/20  19:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.0058273043572384,0.4328704978275307,0.4869444050220693,0.4328587565942114,0.4873398553214723 
 04/20  20:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9980238337404069,0.4672281818936958,0.5253249763470819,0.46711473538716477,0.5255877315006404 
 04/20  21:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,0.9962851261412347,0.4085992654622789,0.45926385665427729,0.4084768808236041,0.4594326237539588 
 04/20  22:00:00,0.4510516771033539,0.3419263782972008,0.2028351278924779,0.34192637829720087,0.2028351278924779,0.99462373316438,0.3419060472281607,0.3842274988387153,0.34179569749044999,0.38433363983507459 
 04/20  23:00:00,0.0,0.0,0.0,0.0,0.0,0.9944247261805185,0.3708592907055606,0.41670853287334649,0.3707432516619468,0.41680439575163716 
 04/20  24:00:00,0.0,0.0,0.0,0.0,0.0,0.9961551997727299,0.3627310005854086,0.40753449181628839,0.36263123367046587,0.40761680528033236 
 04/21  01:00:00,0.0,0.0,0.0,0.0,0.0,0.9964699392928096,0.3269123478504551,0.36728053542946167,0.3268409045733012,0.36734822390773888 
 04/21  02:00:00,0.0,0.0,0.0,0.0,0.0,0.9961835443035828,0.3458967818850473,0.3885945035114626,0.3458398743904023,0.38866085717322548 
 04/21  03:00:00,0.0,0.0,0.0,0.0,0.0,0.9977131718378373,0.36764734106454929,0.4130112299833104,0.3676067424978251,0.41307867157532565 
 04/21  04:00:00,0.0,0.0,0.0,0.0,0.0,0.9978723048598153,0.3828439730747495,0.4300764284690635,0.3828349345590527,0.4301408412677217 
 04/21  05:00:00,0.0,0.0,0.0,0.0,0.0,0.9998805711804896,0.37827364211612038,0.42497327837629025,0.3783355046939574,0.42501494604976189 
 04/21  06:00:00,0.9923136896273787,0.7522380322538417,0.4462372813634515,0.7522380322538419,0.4462372813634515,1.0000137207672542,0.6259449461428278,0.471707352684175,0.41969524057142967,0.47172930444591928 
