Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 05/04  07:00:00,25010011.989613676,0.0,25010011.98961367 
 05/04  08:00:00,41848622.4350645,0.0,41848622.4350645 
 05/04  09:00:00,46096421.46844586,0.0,46096421.46844586 
 05/04  10:00:00,50022194.265577349,0.0,50022194.265577349 
 05/04  11:00:00,52162323.12298391,0.0,52162323.1229839 
 05/04  12:00:00,50582720.4439138,0.0,50582720.4439138 
 05/04  13:00:00,55418077.2165318,0.0,55418077.21653178 
 05/04  14:00:00,56454774.511225339,0.0,56454774.51122533 
 05/04  15:00:00,57823438.46117389,0.0,57823438.46117388 
 05/04  16:00:00,58448295.68595585,0.0,58448295.68595584 
 05/04  17:00:00,43944360.98382004,0.0,43944360.98382004 
 05/04  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/04  19:00:00,14831231.289526338,0.0,14831231.289526336 
 05/04  20:00:00,16772092.40304857,0.0,16772092.403048568 
 05/04  21:00:00,16772092.40304857,0.0,16772092.403048568 
 05/04  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/04  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/04  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/05  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/05  02:00:00,17742654.45740009,0.0,17742654.457400085 
 05/05  03:00:00,17742654.45740009,0.0,17742654.457400085 
 05/05  04:00:00,17742654.45740009,0.0,17742654.457400085 
 05/05  05:00:00,16772223.900638979,0.0,16772223.900638974 
 05/05  06:00:00,20458184.39852988,0.0,20458184.39852988 
 05/05  07:00:00,25270890.116612644,0.0,25270890.116612644 
 05/05  08:00:00,44622886.1130274,0.0,44622886.1130274 
 05/05  09:00:00,48080575.30810231,0.0,48080575.30810231 
 05/05  10:00:00,50385630.94180699,0.0,50385630.94180699 
 05/05  11:00:00,52721058.45928501,0.0,52721058.45928501 
 05/05  12:00:00,51361304.89883612,0.0,51361304.89883611 
 05/05  13:00:00,56531453.12443471,0.0,56531453.1244347 
 05/05  14:00:00,58265427.24923876,0.0,58265427.24923875 
 05/05  15:00:00,57647230.05744128,0.0,57647230.05744128 
 05/05  16:00:00,56357188.471943717,0.0,56357188.471943717 
 05/05  17:00:00,41054338.453318629,0.0,41054338.453318629 
 05/05  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/05  19:00:00,14831231.289526338,0.0,14831231.289526334 
 05/05  20:00:00,16772092.40304857,0.0,16772092.403048564 
 05/05  21:00:00,16772092.40304857,0.0,16772092.403048564 
 05/05  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/05  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/05  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/06  01:00:00,13999057.961957103,0.0,13999057.961957103 
 05/06  02:00:00,13999057.961957103,0.0,13999057.961957103 
 05/06  03:00:00,13999057.961957103,0.0,13999057.961957103 
 05/06  04:00:00,13999057.961957103,0.0,13999057.961957103 
 05/06  05:00:00,12038257.961957103,0.0,12038257.961957103 
 05/06  06:00:00,8116657.961957103,0.0,8116657.961957103 
 05/06  07:00:00,8116657.961957103,0.0,8116657.961957103 
 05/06  08:00:00,8116657.961957103,0.0,8116657.961957103 
 05/06  09:00:00,8116657.961957103,0.0,8116657.961957103 
 05/06  10:00:00,8116657.961957103,0.0,8116657.961957104 
 05/06  11:00:00,8116657.961957103,0.0,8116657.961957103 
 05/06  12:00:00,8116657.961957103,0.0,8116657.961957104 
 05/06  13:00:00,8116657.961957103,0.0,8116657.961957104 
 05/06  14:00:00,8116657.961957103,0.0,8116657.961957104 
 05/06  15:00:00,8116657.961957103,0.0,8116657.961957103 
 05/06  16:00:00,8116657.961957103,0.0,8116657.961957103 
 05/06  17:00:00,8116657.961957103,0.0,8116657.961957103 
 05/06  18:00:00,8116657.961957103,0.0,8116657.961957103 
 05/06  19:00:00,10077457.961957103,0.0,10077457.961957103 
 05/06  20:00:00,13999057.961957103,0.0,13999057.961957103 
 05/06  21:00:00,13999057.961957103,0.0,13999057.961957103 
 05/06  22:00:00,13999057.961957103,0.0,13999057.961957103 
 05/06  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/06  24:00:00,13999057.961957103,0.0,13999057.961957103 
 05/07  01:00:00,13999057.961957103,0.0,13999057.961957103 
 05/07  02:00:00,13999057.961957103,0.0,13999057.961957103 
 05/07  03:00:00,14899057.961957103,0.0,14899057.961957103 
 05/07  04:00:00,14899057.961957103,0.0,14899057.961957103 
 05/07  05:00:00,12938257.961957103,0.0,12938257.961957103 
 05/07  06:00:00,8566657.961957103,0.0,8566657.961957103 
 05/07  07:00:00,8116657.961957103,0.0,8116657.961957103 
 05/07  08:00:00,8116657.961957103,0.0,8116657.961957103 
 05/07  09:00:00,8116657.961957103,0.0,8116657.961957104 
 05/07  10:00:00,8116657.961957103,0.0,8116657.961957103 
 05/07  11:00:00,8116657.961957103,0.0,8116657.961957103 
 05/07  12:00:00,8116657.961957103,0.0,8116657.961957104 
 05/07  13:00:00,8116657.961957103,0.0,8116657.961957103 
 05/07  14:00:00,8116657.961957103,0.0,8116657.961957103 
 05/07  15:00:00,8116657.961957103,0.0,8116657.961957104 
 05/07  16:00:00,8116657.961957103,0.0,8116657.961957103 
 05/07  17:00:00,8116657.961957103,0.0,8116657.961957103 
 05/07  18:00:00,8116657.961957103,0.0,8116657.961957104 
 05/07  19:00:00,9097057.961957103,0.0,9097057.961957103 
 05/07  20:00:00,13999057.961957103,0.0,13999057.961957103 
 05/07  21:00:00,13999057.961957103,0.0,13999057.961957103 
 05/07  22:00:00,13999057.961957103,0.0,13999057.961957103 
 05/07  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/07  24:00:00,13999057.961957103,0.0,13999057.961957103 
 05/08  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/08  02:00:00,17742654.45740009,0.0,17742654.457400085 
 05/08  03:00:00,17742654.45740009,0.0,17742654.457400085 
 05/08  04:00:00,17742654.45740009,0.0,17742654.457400085 
 05/08  05:00:00,16772223.900638979,0.0,16772223.900638974 
 05/08  06:00:00,30009982.74000923,0.0,30009982.740009227 
 05/08  07:00:00,32680944.972866656,0.0,32680944.972866656 
 05/08  08:00:00,40921436.43787291,0.0,40921436.43787291 
 05/08  09:00:00,39900857.28895337,0.0,39900857.28895338 
 05/08  10:00:00,40067850.95404768,0.0,40067850.95404767 
 05/08  11:00:00,39965714.813344229,0.0,39965714.813344229 
 05/08  12:00:00,37526003.16728492,0.0,37526003.16728492 
 05/08  13:00:00,40069511.64880461,0.0,40069511.648804608 
 05/08  14:00:00,40298497.54140423,0.0,40298497.541404228 
 05/08  15:00:00,40815706.50508726,0.0,40815706.50508726 
 05/08  16:00:00,41158436.10893517,0.0,41158436.10893516 
 05/08  17:00:00,28337970.26150932,0.0,28337970.261509327 
 05/08  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/08  19:00:00,13850831.289526338,0.0,13850831.289526338 
 05/08  20:00:00,16772092.40304857,0.0,16772092.403048568 
 05/08  21:00:00,16772092.40304857,0.0,16772092.40304857 
 05/08  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/08  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/08  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/09  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/09  02:00:00,18642654.45740009,0.0,18642654.457400089 
 05/09  03:00:00,18642654.45740009,0.0,18642654.457400089 
 05/09  04:00:00,18642654.45740009,0.0,18642654.457400089 
 05/09  05:00:00,17672223.90063898,0.0,17672223.900638977 
 05/09  06:00:00,28293745.106306945,1906188.7758928869,28293745.106306945 
 05/09  07:00:00,29957488.692137124,0.0,29957488.692137116 
 05/09  08:00:00,40885402.46592721,0.0,40885402.46592721 
 05/09  09:00:00,41305638.63113046,0.0,41305638.63113046 
 05/09  10:00:00,41257401.53514123,0.0,41257401.53514123 
 05/09  11:00:00,41130307.32607018,0.0,41130307.326070178 
 05/09  12:00:00,38285076.228533018,0.0,38285076.228533018 
 05/09  13:00:00,43332995.00230963,0.0,43332995.00230963 
 05/09  14:00:00,44735557.57268999,0.0,44735557.57268998 
 05/09  15:00:00,46007286.81635996,0.0,46007286.81635996 
 05/09  16:00:00,46990733.03298452,0.0,46990733.03298451 
 05/09  17:00:00,32262256.18048227,0.0,32262256.180482266 
 05/09  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/09  19:00:00,13850831.289526338,0.0,13850831.28952634 
 05/09  20:00:00,16772092.40304857,0.0,16772092.403048568 
 05/09  21:00:00,16772092.40304857,0.0,16772092.403048568 
 05/09  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/09  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/09  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/10  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/10  02:00:00,17742654.45740009,0.0,17742654.457400085 
 05/10  03:00:00,17742654.45740009,0.0,17742654.457400085 
 05/10  04:00:00,17742654.45740009,0.0,17742654.457400085 
 05/10  05:00:00,16772223.900638979,0.0,16772223.900638974 
 05/10  06:00:00,21463928.296028727,0.0,21463928.296028727 
 05/10  07:00:00,26126098.881353,0.0,26126098.881353 
 05/10  08:00:00,39893562.22363258,0.0,39893562.22363258 
 05/10  09:00:00,39893562.22363258,0.0,39893562.22363258 
 05/10  10:00:00,40467747.34781703,0.0,40467747.34781703 
 05/10  11:00:00,42369948.255331519,0.0,42369948.255331519 
 05/10  12:00:00,40430205.98418844,0.0,40430205.98418844 
 05/10  13:00:00,46580321.27709342,0.0,46580321.27709342 
 05/10  14:00:00,47130273.32995775,0.0,47130273.32995775 
 05/10  15:00:00,46541962.9785308,0.0,46541962.9785308 
 05/10  16:00:00,46045186.26576575,0.0,46045186.26576575 
 05/10  17:00:00,30490604.453281925,0.0,30490604.453281925 
 05/10  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/10  19:00:00,13850831.289526338,0.0,13850831.289526336 
 05/10  20:00:00,16772092.40304857,0.0,16772092.40304857 
 05/10  21:00:00,16772092.40304857,0.0,16772092.40304857 
 05/10  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/10  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/10  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/11  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/11  02:00:00,17742654.45740009,0.0,17742654.457400085 
 05/11  03:00:00,17742654.45740009,0.0,17742654.457400085 
 05/11  04:00:00,17742654.45740009,0.0,17742654.457400085 
 05/11  05:00:00,16772223.900638979,0.0,16772223.900638974 
 05/11  06:00:00,21865656.988329628,0.0,21865656.988329628 
 05/11  07:00:00,26619412.92830764,0.0,26619412.92830764 
 05/11  08:00:00,40887404.455412168,0.0,40887404.455412168 
 05/11  09:00:00,41250186.54201194,0.0,41250186.54201193 
 05/11  10:00:00,41780257.830575797,0.0,41780257.830575797 
 05/11  11:00:00,43183054.48319238,0.0,43183054.48319238 
 05/11  12:00:00,39601033.75735989,0.0,39601033.757359888 
 05/11  13:00:00,45636086.90704209,0.0,45636086.907042089 
 05/11  14:00:00,47170552.675401289,0.0,47170552.67540128 
 05/11  15:00:00,47647221.29501829,0.0,47647221.295018289 
 05/11  16:00:00,47523171.88334073,0.0,47523171.883340727 
 05/11  17:00:00,31860296.003622526,0.0,31860296.003622533 
 05/11  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/11  19:00:00,13850831.289526338,0.0,13850831.28952634 
 05/11  20:00:00,16772092.40304857,0.0,16772092.40304857 
 05/11  21:00:00,16772092.40304857,0.0,16772092.40304857 
 05/11  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/11  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/11  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/12  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/12  02:00:00,17742654.45740009,0.0,17742654.457400085 
 05/12  03:00:00,17742654.45740009,0.0,17742654.457400085 
 05/12  04:00:00,17742654.45740009,0.0,17742654.457400085 
 05/12  05:00:00,16772223.900638979,0.0,16772223.900638974 
 05/12  06:00:00,20807403.184337439,0.0,20807403.184337435 
 05/12  07:00:00,25667079.966838805,0.0,25667079.966838805 
 05/12  08:00:00,39893562.22363258,0.0,39893562.22363258 
 05/12  09:00:00,39902551.2223792,0.0,39902551.2223792 
 05/12  10:00:00,40816501.31002316,0.0,40816501.31002316 
 05/12  11:00:00,42111693.64617753,0.0,42111693.64617753 
 05/12  12:00:00,38880708.28902898,0.0,38880708.28902898 
 05/12  13:00:00,44500627.20192717,0.0,44500627.20192717 
 05/12  14:00:00,45951958.9894318,0.0,45951958.9894318 
 05/12  15:00:00,46252021.039050448,0.0,46252021.039050448 
 05/12  16:00:00,45779075.25096269,0.0,45779075.25096269 
 05/12  17:00:00,30850062.841904917,0.0,30850062.841904917 
 05/12  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/12  19:00:00,13850831.289526338,0.0,13850831.289526336 
 05/12  20:00:00,16772092.40304857,0.0,16772092.403048568 
 05/12  21:00:00,16772092.40304857,0.0,16772092.40304857 
 05/12  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/12  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/12  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/13  01:00:00,13999057.961957103,0.0,13999057.961957103 
 05/13  02:00:00,13999057.961957103,0.0,13999057.961957103 
 05/13  03:00:00,13999057.961957103,0.0,13999057.961957103 
 05/13  04:00:00,13999057.961957103,0.0,13999057.961957103 
 05/13  05:00:00,11057857.961957103,0.0,11057857.961957103 
 05/13  06:00:00,8116657.961957103,0.0,8116657.961957104 
 05/13  07:00:00,8116657.961957103,0.0,8116657.961957104 
 05/13  08:00:00,8116657.961957103,0.0,8116657.961957104 
 05/13  09:00:00,8116657.961957103,0.0,8116657.961957103 
 05/13  10:00:00,8116657.961957103,0.0,8116657.961957103 
 05/13  11:00:00,8116657.961957103,0.0,8116657.961957103 
 05/13  12:00:00,8116657.961957103,0.0,8116657.961957104 
 05/13  13:00:00,8116657.961957103,0.0,8116657.961957104 
 05/13  14:00:00,8116657.961957103,0.0,8116657.961957104 
 05/13  15:00:00,8116657.961957103,0.0,8116657.961957103 
 05/13  16:00:00,8116657.961957103,0.0,8116657.961957103 
 05/13  17:00:00,8116657.961957103,0.0,8116657.961957103 
 05/13  18:00:00,8116657.961957103,0.0,8116657.961957103 
 05/13  19:00:00,9097057.961957103,0.0,9097057.961957103 
 05/13  20:00:00,13999057.961957103,0.0,13999057.961957103 
 05/13  21:00:00,13999057.961957103,0.0,13999057.961957103 
 05/13  22:00:00,13999057.961957103,0.0,13999057.961957103 
 05/13  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/13  24:00:00,13999057.961957103,0.0,13999057.961957103 
 05/14  01:00:00,13999057.961957103,0.0,13999057.961957103 
 05/14  02:00:00,13999057.961957103,0.0,13999057.961957103 
 05/14  03:00:00,13999057.961957103,0.0,13999057.961957103 
 05/14  04:00:00,13999057.961957103,0.0,13999057.961957103 
 05/14  05:00:00,11057857.961957103,0.0,11057857.961957103 
 05/14  06:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  07:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  08:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  09:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  10:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  11:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  12:00:00,8116657.961957103,0.0,8116657.961957104 
 05/14  13:00:00,8116657.961957103,0.0,8116657.961957104 
 05/14  14:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  15:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  16:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  17:00:00,8116657.961957103,0.0,8116657.961957103 
 05/14  18:00:00,8116657.961957103,0.0,8116657.961957104 
 05/14  19:00:00,9097057.961957103,0.0,9097057.961957103 
 05/14  20:00:00,13999057.961957103,0.0,13999057.961957103 
 05/14  21:00:00,13999057.961957103,0.0,13999057.961957103 
 05/14  22:00:00,13999057.961957103,0.0,13999057.961957103 
 05/14  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/14  24:00:00,13999057.961957103,0.0,13999057.961957103 
 05/15  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/15  02:00:00,17742654.45740009,0.0,17742654.457400085 
 05/15  03:00:00,17742654.45740009,0.0,17742654.457400085 
 05/15  04:00:00,17742654.45740009,0.0,17742654.457400085 
 05/15  05:00:00,15791823.900638979,0.0,15791823.900638974 
 05/15  06:00:00,24915978.38179166,0.0,24915978.38179165 
 05/15  07:00:00,28244745.45642994,0.0,28244745.456429949 
 05/15  08:00:00,39932164.9349332,0.0,39932164.9349332 
 05/15  09:00:00,40729865.73535783,0.0,40729865.73535783 
 05/15  10:00:00,40893612.91229283,0.0,40893612.91229283 
 05/15  11:00:00,41407359.51047279,0.0,41407359.51047278 
 05/15  12:00:00,38441374.70709262,0.0,38441374.70709261 
 05/15  13:00:00,44001826.23089478,0.0,44001826.23089478 
 05/15  14:00:00,44935353.22590459,0.0,44935353.22590459 
 05/15  15:00:00,45892031.00868943,0.0,45892031.00868942 
 05/15  16:00:00,46413799.701545398,0.0,46413799.70154539 
 05/15  17:00:00,31403908.987106928,0.0,31403908.98710693 
 05/15  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/15  19:00:00,13850831.289526338,0.0,13850831.28952634 
 05/15  20:00:00,16772092.40304857,0.0,16772092.403048568 
 05/15  21:00:00,16772092.40304857,0.0,16772092.40304857 
 05/15  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/15  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/15  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/16  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/16  02:00:00,17742654.45740009,0.0,17742654.457400085 
 05/16  03:00:00,17742654.45740009,0.0,17742654.457400085 
 05/16  04:00:00,17742654.45740009,0.0,17742654.457400085 
 05/16  05:00:00,15791823.900638979,0.0,15791823.900638974 
 05/16  06:00:00,23890254.864048207,0.0,23890254.8640482 
 05/16  07:00:00,26789022.14508748,0.0,26789022.145087486 
 05/16  08:00:00,40415014.709403667,0.0,40415014.70940366 
 05/16  09:00:00,40872548.04306444,0.0,40872548.043064448 
 05/16  10:00:00,41825286.880940739,0.0,41825286.88094072 
 05/16  11:00:00,43435384.27354492,0.0,43435384.27354492 
 05/16  12:00:00,39670291.3939116,0.0,39670291.3939116 
 05/16  13:00:00,44441736.35311341,0.0,44441736.353113409 
 05/16  14:00:00,44770579.29430486,0.0,44770579.29430487 
 05/16  15:00:00,44394041.96278558,0.0,44394041.96278558 
 05/16  16:00:00,44036022.819864828,0.0,44036022.819864828 
 05/16  17:00:00,28746644.913197698,0.0,28746644.913197705 
 05/16  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/16  19:00:00,13850831.289526338,0.0,13850831.289526336 
 05/16  20:00:00,16772092.40304857,0.0,16772092.40304857 
 05/16  21:00:00,16772092.40304857,0.0,16772092.40304857 
 05/16  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/16  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/16  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/17  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/17  02:00:00,17742654.45740009,0.0,17742654.457400085 
 05/17  03:00:00,17742654.45740009,0.0,17742654.457400085 
 05/17  04:00:00,17742654.45740009,0.0,17742654.457400085 
 05/17  05:00:00,15791823.900638979,0.0,15791823.900638974 
 05/17  06:00:00,22182179.247347986,0.0,22182179.24734798 
 05/17  07:00:00,26609227.675657885,0.0,26609227.675657885 
 05/17  08:00:00,39893562.22363258,0.0,39893562.22363258 
 05/17  09:00:00,39893562.22363258,0.0,39893562.22363258 
 05/17  10:00:00,39943102.6016098,0.0,39943102.6016098 
 05/17  11:00:00,40614862.68970573,0.0,40614862.68970573 
 05/17  12:00:00,37822019.005536127,0.0,37822019.00553612 
 05/17  13:00:00,42340109.265227917,0.0,42340109.265227917 
 05/17  14:00:00,43462165.14964619,0.0,43462165.14964619 
 05/17  15:00:00,43302890.76005617,0.0,43302890.76005617 
 05/17  16:00:00,42833402.692043337,0.0,42833402.692043337 
 05/17  17:00:00,28147691.715850694,0.0,28147691.7158507 
 05/17  18:00:00,20403091.58069133,0.0,20403091.580691328 
 05/17  19:00:00,12870431.289526338,0.0,12870431.289526338 
 05/17  20:00:00,16772092.40304857,0.0,16772092.40304857 
 05/17  21:00:00,16772092.40304857,0.0,16772092.40304857 
 05/17  22:00:00,14989427.405195989,0.0,14989427.405195989 
 05/17  23:00:00,13999057.961957103,0.0,13999057.961957103 
 05/17  24:00:00,17742654.45740009,0.0,17742654.457400085 
 05/18  01:00:00,17742654.45740009,0.0,17742654.457400085 
 05/18  02:00:00,17742654.45740009,0.0,17742654.457400085 
 05/18  03:00:00,17742654.45740009,0.0,17742654.457400085 
 05/18  04:00:00,17742654.45740009,0.0,17742654.457400085 
 05/18  05:00:00,15791823.900638979,0.0,15791823.900638974 
 05/18  06:00:00,20954514.803283615,0.0,20954514.803283615 
 05/18  07:00:00,25596901.74737428,0.0,25596901.74737428 
 05/18  08:00:00,39893562.22363258,0.0,39893562.22363258 
 05/18  09:00:00,39941893.624345209,0.0,39941893.6243452 
 05/18  10:00:00,40763311.39253521,0.0,40763311.39253521 
 05/18  11:00:00,42714473.423012558,0.0,42714473.423012558 
 05/18  12:00:00,39654339.898124869,0.0,39654339.898124869 
 05/18  13:00:00,45081223.674929227,0.0,45081223.67492922 
 05/18  14:00:00,45923406.407149028,0.0,45923406.407149028 
 05/18  15:00:00,46159912.631335508,0.0,46159912.6313355 
 05/18  16:00:00,46076318.41750916,0.0,46076318.41750915 
 05/18  17:00:00,30113260.47640683,0.0,30113260.47640683 
 05/18  18:00:00,20403091.58069133,0.0,20403091.58069133 
 05/18  19:00:00,12870431.289526338,0.0,12870431.289526338 
 05/18  20:00:00,16772092.40304857,0.0,16772092.403048568 
