Date/Time,Baseline - Electricity:Facility [J](Hourly),Baseline - Gas:Facility [J](Hourly) ,Calibrating - Electricity:Facility [J](Hourly),Calibrating - Gas:Facility [J](Hourly) ,Target - Electricity:Facility [J](Hourly),Target - Gas:Facility [J](Hourly) 
 03/21  19:00:00,25401696.83,1671490.409,26095515.32,1854293.23,25348501.57,1765440.536
 03/21  20:00:00,34633452.83,3270805.884,35327271.32,3636392.388,34580257.57,3458738.645
 03/21  21:00:00,34633452.83,1671500.227,35327271.32,1854304.798,34580257.57,1765311.368
 03/21  22:00:00,34633452.83,1671292.887,35327271.32,1854073.775,34580257.57,3458489.229
 03/21  23:00:00,34633452.83,1671320.853,35327271.32,1854104.918,34580257.57,1765191.849
 03/21  24:00:00,34633452.83,3270756.88,35327271.32,3636338.124,34580257.57,3458309.25
 03/22  01:00:00,34633452.83,1671421.6,35327271.32,1854217.094,34580257.57,1765244.581
 03/22  02:00:00,34633452.83,1671268.153,35327271.32,1854046.232,34580257.57,3458374.004
 03/22  03:00:00,34633452.83,1671309.635,35327271.32,1854092.434,34580257.57,1765126.222
 03/22  04:00:00,34633452.83,3270745.204,35327271.32,3636325.1,34580257.57,1765251.529
 03/22  05:00:00,38377838.01,45596982.72,39877222.68,61341544.76,40222475.95,73093321.85
 03/22  06:00:00,38377838.01,48111788.83,39877222.68,69169000.29,40222475.95,75196783.08
 03/22  07:00:00,19914326.01,50719373.33,21413710.68,71880581.74,21758963.95,77194076.48
 03/22  08:00:00,10682570.01,44085215.81,12181954.68,64082081.21,12527207.95,65535290.53
 03/22  09:00:00,10682570.01,27989031.75,12181954.68,44949973.08,12527207.95,40048156.97
 03/22  10:00:00,10771588.87,7704120.987,12181954.68,20341753.57,12889819.38,7794472.598
 03/22  11:00:00,13672314.23,1671456.391,13474736.57,2807525.555,17509231.45,1765397.194
 03/22  12:00:00,17616819.85,1671433.989,17974699.45,1854230.143,22499466.45,3458703.882
 03/22  13:00:00,20882772.13,3270898.417,21747961.76,3636330.453,26402387.97,1765426.091
 03/22  14:00:00,23397619.1,1671341.181,24591660.39,1854127.416,29565710.35,3458380.172
 03/22  15:00:00,24724134.4,1671307.382,26283735.43,1854089.297,31204760.74,1765176.099
 03/22  16:00:00,24818082.83,1671321.98,26608749.62,1854105.388,31154533.76,1765208.146
 03/22  17:00:00,23680079.03,1671343.978,25492105.09,1854129.602,29326431.15,1765236.005
 03/22  18:00:00,6938184.833,1671336.367,7632003.317,1854121.201,6884989.575,1765233.508
 03/22  19:00:00,25401696.83,1671357.151,26095515.32,1854144.368,25348501.57,3458462.184
 03/22  20:00:00,34633452.83,1671351.689,35327271.32,1854138.528,34580257.57,1765194.676
 03/22  21:00:00,34633452.83,1671364.035,35327271.32,1854152.954,34580257.57,1765241.73
 03/22  22:00:00,34633452.83,1671281.951,35327271.32,1854061.442,34580257.57,3458241.18
 03/22  23:00:00,34633452.83,1671218.989,35327271.32,1853991.367,34580257.57,1765171.183
 03/22  24:00:00,34633452.83,3270611.988,35327271.32,3636176.498,34580257.57,1765096.587
 03/23  01:00:00,34633452.83,1671278.541,35327271.32,1854057.728,34580257.57,3458346.715
 03/23  02:00:00,34633452.83,1671245.365,35327271.32,1854020.771,34580257.57,1765214.77
 03/23  03:00:00,34633452.83,1671376.701,35327271.32,1854166.977,34580257.57,1765157.756
 03/23  04:00:00,34633452.83,1671358.827,35327271.32,1854147.107,34580257.57,3458438.188
 03/23  05:00:00,45316022.84,44593121.77,47509226,69709217.07,47107465.53,114420087.1
 03/23  06:00:00,45316022.84,47833407.52,47509226,79906886.82,47107465.53,123411452
 03/23  07:00:00,54605250.18,29004407.45,59573727.26,60424544.61,56183911.82,81256873.43
 03/23  08:00:00,107435883.6,37975962.54,118610599.6,131634919.8,105272079.3,102537546.6
 03/23  09:00:00,108264882.4,7343872.078,118610599.6,73574161.24,105292981.2,25677156.69
 03/23  10:00:00,113287206.9,3272262.998,118610599.6,30033488.06,106250007.1,11986689.07
 03/23  11:00:00,117135296.2,4872624.301,119114504.4,7583745.701,115211336.5,8546978.003
 03/23  12:00:00,122529565.4,4872824.543,130275004.4,5421504.953,120251601.2,8548369.626
 03/23  13:00:00,120586711.2,4872362.569,123048492.5,5420991.428,116238170.2,6852737.701
 03/23  14:00:00,123323762.9,3271625.194,127227108,3637305.691,123329861.5,6850405.504
 03/23  15:00:00,125272267.5,3271841.541,130305780.9,3637546.367,126102484.7,5155717.51
 03/23  16:00:00,125002219.8,3271785.482,130839605,3637482.974,123347153,6851594.862
 03/23  17:00:00,77772697.57,3271512.677,85923486.98,3637180.244,79338846.55,5154196.45
 03/23  18:00:00,61380820.51,1671583.419,68841809.59,1854397.267,65348985.21,3459820.984
 03/23  19:00:00,72290782.95,3271034.185,78599676.89,3636646.097,74311457.16,3459323.183
 03/23  20:00:00,68262407.01,1671585.058,72123560.33,1854398.982,68293934.84,3459461.647
 03/23  21:00:00,66002777.78,1671243.938,69053687.32,1854019.127,64416630.62,3458527.005
 03/23  22:00:00,49823556.83,1671271.471,51221668.95,1854049.649,47625861.14,3287318.738
 03/23  23:00:00,40799523.42,1671317.649,40582061.25,1854101.04,40222475.95,16411911.1
 03/23  24:00:00,34633452.83,1671227.464,35327271.32,1854000.708,34580257.57,1765063.032
 03/24  01:00:00,34633452.83,1671288.281,35327271.32,1854068.407,34580257.57,3458232.716
 03/24  02:00:00,34633452.83,1671189.138,35327271.32,1853958.034,34580257.57,1765134.637
 03/24  03:00:00,34633452.83,1671218.302,35327271.32,1853990.477,34580257.57,1765154.984
 03/24  04:00:00,34633452.83,3270493.677,35327271.32,3636044.578,34580257.57,1765084.174
 03/24  05:00:00,45316022.84,9058411.649,47509226,23280265.42,47107465.53,57805228.53
 03/24  06:00:00,45316022.84,18492553.53,47509226,42141615.84,47107465.53,74455222.18
 03/24  07:00:00,54605250.18,6766632.521,59573727.26,33275607.32,56183911.82,49609831
 03/24  08:00:00,107435883.6,28440967.31,118610599.6,135198368.7,105272079.3,97341632.24
 03/24  09:00:00,107435883.6,20303971.04,118610599.6,132999719.8,105272079.3,63497226.88
 03/24  10:00:00,107474675.2,9911344.769,118610599.6,123461103.8,105272079.3,94032738.06
 03/24  11:00:00,109877968.2,3272759.03,118610599.6,100929706.6,105272079.3,21437622.64
 03/24  12:00:00,121208083.9,4873788.12,122458862.2,5422577.546,114834538.9,8551050.801
 03/24  13:00:00,118731313.7,4873114.992,118610599.6,44463866.39,108346321.5,8807773.529
 03/24  14:00:00,122324140.6,3271747.139,118610599.6,16668841.08,119852202.6,5155876.678
 03/24  15:00:00,125232569.8,3271699.574,119995801.2,3810665.261,124569059.1,5154938.727
 03/24  16:00:00,126591692.5,4872567.596,122584362.5,5421217.19,120601783,6852289.922
 03/24  17:00:00,83048219.46,3271375.436,88727213.57,3637255.91,82708708.95,5155244.76
 03/24  18:00:00,65833455.02,1671701.736,72549201.77,1854528.864,68720138.33,5154013.236
 03/24  19:00:00,74535613.02,3271153.806,79603329.45,3636779.215,73804631.08,3459465.237
 03/24  20:00:00,69645533.26,1671629.044,72368346.72,1854447.817,67034060.79,3459496.262
 03/24  21:00:00,66836829.65,1671362.472,68968243.08,1854151.102,63146266.75,1765287.459
 03/24  22:00:00,50110364.48,1671270.928,50756222.35,1854049.08,47107465.53,10369661.75
 03/24  23:00:00,40515283.3,1671200.362,40039753.12,3350517.988,40222475.95,32172682.92
 03/24  24:00:00,34633452.83,3270520.305,35327271.32,3636119.473,34580257.57,1765159.193
 03/25  01:00:00,34633452.83,1671332.931,35327271.32,1854118.312,34580257.57,1765077.785
 03/25  02:00:00,34633452.83,1671299.458,35327271.32,1854081.097,34580257.57,3458373.997
 03/25  03:00:00,34633452.83,1671249.618,35327271.32,1854025.593,34580257.57,1765155.682
 03/25  04:00:00,34633452.83,1671341.734,35327271.32,1854128.09,34580257.57,1765197.782
 03/25  05:00:00,45316022.84,17998012.42,47509226,34989332.93,47107465.53,76914822.65
 03/25  06:00:00,45316022.84,22288419.16,47509226,45030863.03,47107465.53,79899446.66
 03/25  07:00:00,54605250.18,7951030.24,59573727.26,31697268.97,56183911.82,50340423.49
 03/25  08:00:00,107529488.2,12984144.62,118610599.6,93784235.62,105272079.3,64529093.95
 03/25  09:00:00,114059573.9,3272279.669,119874406,24374851.94,110554675.3,8112346.132
 03/25  10:00:00,123522741.1,4872201.418,132882702.2,5420809.408,123119142.7,6851406.702
 03/25  11:00:00,132461217.1,3272456.006,147353656.4,3638231.576,137397458.3,6852823.108
 03/25  12:00:00,139905637.5,4873005.382,157281976.1,5421706.223,146956384.2,8547861.651
 03/25  13:00:00,144673433.5,3271719.076,163740342.1,3637531.906,155624020.5,6852360.986
 03/25  14:00:00,148037888.6,3271561.01,169038346,3637234.786,160458768.4,5154883.747
 03/25  15:00:00,150076522.8,3271263.548,171591096.2,3636903.326,163427031.7,5154721.492
 03/25  16:00:00,151012343.9,3272047.611,173130630,3637776.816,166476127.7,6851428.915
 03/25  17:00:00,98192235.82,3271316.354,113820062.9,3636961.587,111494633.9,5154194.918
 03/25  18:00:00,78741903.19,1671519.565,91449148.25,1854326.019,90000080.9,3459661.026
 03/25  19:00:00,88337515.46,1671445.192,99546667.09,1854219.855,98802388.98,3459201.121
 03/25  20:00:00,82558488.1,3270947.518,91102050.76,3636549.932,90787293.8,3459309.179
 03/25  21:00:00,80046489.65,1671186.009,88087377.49,1853954.675,87363397.02,1765162.28
 03/25  22:00:00,62476090.4,72000,68441630.73,72000,68607320.24,1765031.263
 03/25  23:00:00,52397510.52,1671190.894,56809419.46,1853959.958,56889873.7,1765006.748
 03/25  24:00:00,34633452.83,1671271.43,35327271.32,1854066.302,34580257.57,1765065.608
 03/26  01:00:00,34633452.83,1671204.287,35327271.32,1853974.894,34580257.57,1765042.014
 03/26  02:00:00,34633452.83,1671152.227,35327271.32,1853917.021,34580257.57,1765008.648
 03/26  03:00:00,34633452.83,1671216.116,35327271.32,1853988.042,34580257.57,3458112.692
 03/26  04:00:00,34633452.83,1671183.651,35327271.32,1853952.016,34580257.57,1765036.204
 03/26  05:00:00,55831434.32,1671245.104,59785355.82,1854020.583,58186127.32,1765200.919
 03/26  06:00:00,54927786.78,1671250.239,58561375.11,1854026.204,57677528.16,1765085.685
 03/26  07:00:00,66780114.32,3271000.899,73632819.61,3636610.283,70417710.68,5153174.318
 03/26  08:00:00,124840093,3271870.714,135791029.5,3637618.685,127992166.4,5155809.308
 03/26  09:00:00,130643185.7,3271987.655,145110555,3637709.696,135832203.4,5156345.184
 03/26  10:00:00,135939946.1,3271998.154,153087314.2,3637721.427,144621964.7,6850795.935
 03/26  11:00:00,140592471.2,3272219.582,160093446.7,3637968.463,152139406.8,6852219.358
 03/26  12:00:00,144106602.5,4872700.601,165418306.2,5421367.148,156667329.3,8549021.723
 03/26  13:00:00,147503805.3,3272252.019,169038251.1,3638006.834,161652398.3,6851937.955
 03/26  14:00:00,147979615.4,3271276.893,169136863.3,3636918.419,161691563.7,6848344.334
 03/26  15:00:00,147728747.3,3271485.308,168276292.4,3637150.55,161550765.6,5153988.761
 03/26  16:00:00,147436822.2,3271963.803,167486010.6,3637683.697,160634574.5,6851052.844
 03/26  17:00:00,95518993.8,3271319.624,112549153.2,3636964.827,109593981.4,3460088.527
 03/26  18:00:00,77282550.46,1671515.107,91294083.26,1854321.166,90043281.6,3459539.733
 03/26  19:00:00,89016314.5,1671376.355,101077785.9,1854166.414,100132764.8,3459012.57
 03/26  20:00:00,83390081.19,3270944.618,93020907.47,3636546.769,92878976.94,3459320.329
 03/26  21:00:00,79774962.49,1671314.841,88414617.59,1854097.63,87123819.1,1765250.688
 03/26  22:00:00,63024435.78,1671186.511,69301948.37,1853955.103,68434386.04,1765071.091
 03/26  23:00:00,54055319.6,1671165.038,58844109.35,1853931.27,58381977.65,3458118.196
 03/26  24:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1765044.157
 03/27  01:00:00,34633452.83,1671269.814,35327271.32,1854047.779,34580257.57,1765039.623
 03/27  02:00:00,34633452.83,1671273.038,35327271.32,1854051.431,34580257.57,1765037.948
 03/27  03:00:00,34633452.83,1671272.519,35327271.32,1854050.869,34580257.57,1765037.357
 03/27  04:00:00,34633452.83,1671285.787,35327271.32,1854065.656,34580257.57,3458081.888
 03/27  05:00:00,57389131.48,3270660.01,60558892.56,3636229.353,56615535.65,1765259.258
 03/27  06:00:00,54867903.61,1671206.405,56342143.21,1853977.493,52906499.86,1765175.28
 03/27  07:00:00,61044671.64,1671615.914,64593906.43,1854433.948,60396309.44,5153223.325
 03/27  08:00:00,113520005.6,3271901.778,118610599.6,55729410.94,109816962,5155389.077
 03/27  09:00:00,114499475.1,4872145.671,118610599.6,54792958.91,106092976.8,7136115.528
 03/27  10:00:00,114932551.4,3271936.206,118610599.6,55924434.38,106279123.9,6849904.98
 03/27  11:00:00,114967981.2,4872694.636,118610599.6,62192466.28,105272079.3,16644386.61
 03/27  12:00:00,122571517.1,4873386.906,126859783.2,5422131.762,118665235.1,8550423.367
 03/27  13:00:00,119652099.2,3272868.682,118610599.6,20293360.71,112942350.9,8549479.378
 03/27  14:00:00,121591537.7,4871555.012,118610599.6,9195499.78,113609136.3,5154870.725
 03/27  15:00:00,123025655.7,3271495.452,120825865.9,3637162.006,122753971.7,6849640.43
 03/27  16:00:00,122980865.2,3272452.452,120916324.5,3638228.045,121016112.1,6852415.428
 03/27  17:00:00,78206520.52,3271563.279,83990172.69,3637237.01,72338069.83,3460344.953
 03/27  18:00:00,61898400.82,1671722.088,68277246.53,1854551.809,63386705.34,5154011.657
 03/27  19:00:00,71148659.05,3271153.084,75463217.74,3636782.068,68328539.45,3459414.616
 03/27  20:00:00,67088053.21,1671608.853,69058843.45,1854425.842,62636809.41,3459551.296
 03/27  21:00:00,64930947.75,3270581.841,66271846.7,3636143.79,60877444.67,10158658.88
 03/27  22:00:00,48697623.48,1671331.44,48717167.15,1854116.822,47107465.53,24181601.58
 03/27  23:00:00,39474046.39,1671270.278,39877222.68,9724425.569,40222475.95,40281560.87
 03/27  24:00:00,34633452.83,1671236.608,35327271.32,1854149.724,34580257.57,1765134.527
 03/28  01:00:00,34633452.83,1671383.244,35327271.32,1854174.543,34580257.57,3458531.268
 03/28  02:00:00,34633452.83,1671365.175,35327271.32,1854154.467,34580257.57,1765110.062
 03/28  03:00:00,34633452.83,1671362.006,35327271.32,1854150.968,34580257.57,3458391.169
 03/28  04:00:00,34633452.83,3270707.675,35327271.32,3636283.772,34580257.57,1765118.795
 03/28  05:00:00,38377838.01,10064303.19,39877222.68,16054780.26,40222475.95,29749922.03
 03/28  06:00:00,45316022.84,15151156.05,47509226,31788188.34,47107465.53,37497249.99
 03/28  07:00:00,22236632.84,18487284.59,24429836,35561896.65,24028075.53,40021829.9
 03/28  08:00:00,45373494.18,13211405.95,50341971.26,48055701.73,46952155.82,42413410.39
 03/28  09:00:00,47427936.24,3343900.531,50341971.26,19400446.12,47728798.28,11697488.4
 03/28  10:00:00,52636499.1,1671693.264,54843365.08,1854519.664,54865079.54,3459906.583
 03/28  11:00:00,57003399.45,3271474.751,61049894.7,3637137.873,61402193.56,3460199.832
 03/28  12:00:00,39345240.16,3271292.781,44242871.94,3636934.948,46003415.38,5153721.913
 03/28  13:00:00,42560949.12,1671579.501,47781665.57,1854393.063,49982319.02,3459557.593
 03/28  14:00:00,45165376.29,1671284.498,50702435.39,1854064.791,53156313.03,3459059.179
 03/28  15:00:00,47133750.91,3270646.227,53042693.1,3636214.859,55607383.65,1765221.651
 03/28  16:00:00,47749345.36,1671443.408,53998246.19,1854240.969,56277300.44,3459090.65
 03/28  17:00:00,31556659.69,1671296.702,36607371.76,1854076.848,39575655.05,1765250.286
 03/28  18:00:00,29423132.93,1671286.99,34032902.22,1854066.231,36197710.82,3458482.103
 03/28  19:00:00,20785818.83,1671307.25,21479637.32,1854088.701,20732623.57,1765246.178
 03/28  20:00:00,34633452.83,1671284.085,35327271.32,1854063.505,34580257.57,1765214.248
 03/28  21:00:00,34633452.83,1671202.095,35327271.32,1853972.816,34580257.57,1765282.649
 03/28  22:00:00,34633452.83,1671255.15,35327271.32,1854031.55,34580257.57,3458157.915
 03/28  23:00:00,34633452.83,1671222.996,35327271.32,1853995.813,34580257.57,1765044.668
 03/28  24:00:00,34633452.83,1671190.819,35327271.32,1853960.051,34580257.57,1765020.273
 03/29  01:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1765039.351
 03/29  02:00:00,34633452.83,1671241.585,35327271.32,1854016.367,34580257.57,1765005.927
 03/29  03:00:00,34633452.83,1671199.96,35327271.32,1853970.164,34580257.57,1765041.799
 03/29  04:00:00,34633452.83,1671149.159,35327271.32,1853913.679,34580257.57,1765009.003
 03/29  05:00:00,47503057.52,1671337.619,50146613.58,1854123.582,51661800.75,3458504.179
 03/29  06:00:00,45425764.62,1671207.733,47109010.07,1853978.944,48497223.5,1765059.114
 03/29  07:00:00,21574675.23,1671200.717,23214261.21,1853971.136,24510229.79,1765137.052
 03/29  08:00:00,17805429.38,1671259.999,19839783.32,1854036.514,21473428.09,1765139.264
 03/29  09:00:00,20499497.4,1671256.979,23247529.84,1854032.449,25504921.88,1765138.894
 03/29  10:00:00,24373697.19,1671222.706,28075245.43,1853993.922,31199987.99,1765107.049
 03/29  11:00:00,28928132.36,1671215.632,33373108.01,1853986.229,37264925.81,1765136.535
 03/29  12:00:00,33419673.16,1671195.395,38403153.85,1853963.457,43088368.03,1765120.366
 03/29  13:00:00,37467352.46,1671147.565,43191183.58,1853911.841,48240018.25,1765211.377
 03/29  14:00:00,40483947.68,72000,46892133.45,72000,52048582.83,1764973.688
 03/29  15:00:00,42098990.57,1671061.191,49007673.86,1853815.195,54001275.34,1764979.583
 03/29  16:00:00,42434140.01,1671072.264,49612548.33,1853827.286,54243093.1,1764748.988
 03/29  17:00:00,41606749.63,72000,48917948.88,72000,52791815.59,1764981.017
 03/29  18:00:00,6938184.833,1671152.15,7632003.317,1853914.901,6884989.575,1764992.22
 03/29  19:00:00,20785818.83,1671152.649,21479637.32,1853916.009,20732623.57,1765033.051
 03/29  20:00:00,34633452.83,1671156.341,35327271.32,1853920.537,34580257.57,1764974.248
 03/29  21:00:00,34633452.83,142558.6104,35327271.32,1853883.347,34580257.57,1765049.15
 03/29  22:00:00,34633452.83,1600548.736,35327271.32,72000,34580257.57,1764956.977
 03/29  23:00:00,34633452.83,1671149.392,35327271.32,1853913.641,34580257.57,1765052.043
 03/29  24:00:00,34633452.83,1671147.208,35327271.32,1853911.309,34580257.57,1764967.117
 03/30  01:00:00,34633452.83,1671187.861,35327271.32,1853956.636,34580257.57,1765042.675
 03/30  02:00:00,34633452.83,1671123.787,35327271.32,1853885.438,34580257.57,1765008.375
 03/30  03:00:00,34633452.83,1671188.267,35327271.32,1853957.18,34580257.57,1765062.913
 03/30  04:00:00,34633452.83,1671128.581,35327271.32,1853890.783,34580257.57,1765040.273
 03/30  05:00:00,58766887.21,1671179.532,63518392.69,1853947.641,63528823.27,1765144.962
 03/30  06:00:00,57511918.33,1671155.144,62021143.29,1853920.428,62233806.22,3458219.401
 03/30  07:00:00,64302227.82,1671452.986,71794971.18,1854252.543,69338851.89,3459520.9
 03/30  08:00:00,127308366,3271768.935,139179078.2,3637466.796,130688551.6,5155771.425
 03/30  09:00:00,135714092.2,3272006.374,153045485.3,3637730.586,143039320.6,6850852.512
 03/30  10:00:00,143324752.3,3271960.827,165063470.4,3637679.857,156739964.8,5156185.339
 03/30  11:00:00,148883035.2,3272200.582,172878922,3637947.378,163024118.9,6852156.809
 03/30  12:00:00,152392131.8,4872816,175494686.6,5421495.384,168151127,8549310.727
 03/30  13:00:00,158696009.6,3272190.647,185959173.2,3637936.928,179933220.4,6851770.634
 03/30  14:00:00,162285656.6,3271476.03,191325641.9,3637140.499,182279382.5,5154762.991
 03/30  15:00:00,164134101.2,3271148.815,194151063.4,3636775.58,184614794.2,5154539.014
 03/30  16:00:00,164268255.7,3271866.173,194548214.5,3637574.867,188433259.8,6850984.486
