Date/Time,S1 OFFICE BACK:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly),S1 OFFICE CORE:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly),S1 OFFICE FRONT:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly),S1 OFFICE LEFT:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly),S1 OFFICE RIGHT:Zone Infiltration Hybrid Model Air Change Rate [ach](Hourly)
 03/05  22:00:00,2.529875438,2.529654423,2.529664187,2.52979396,2.529821389
 03/05  23:00:00,2.55558087,2.555301667,2.555307018,2.555467478,2.555507006
 03/05  24:00:00,2.632391674,2.632435904,2.632444076,2.632415924,2.632407968
 03/06  01:00:00,4.762441937,4.763177007,4.763352305,4.762858662,4.762721357
 03/06  02:00:00,6.114626011,6.114848047,6.114832336,6.114714708,6.114682901
 03/06  03:00:00,6.130321805,6.13052009,6.130473554,6.130383109,6.130359173
 03/06  04:00:00,3.276755505,3.276805824,3.276793493,3.276770881,3.276764809
 03/06  05:00:00,6.755274704,6.755421981,6.755379896,6.75531777,6.755300212
 03/06  06:00:00,6.268832144,6.268859396,6.268811743,6.268819426,6.268822681
 03/06  07:00:00,2.379345359,2.379087736,2.379230727,2.379299842,2.379355263
 03/06  08:00:00,0.993271998,0.993254341,0.993265853,0.993271941,0.993258346
 03/06  09:00:00,1.096162672,1.096264388,1.096183667,1.096163674,1.096168355
 03/06  10:00:00,1.167666196,1.167679563,1.167672235,1.167665747,1.167668829
 03/06  11:00:00,1.190492229,1.190488933,1.190493604,1.190492272,1.190491861
 03/06  12:00:00,1.178196446,1.178225143,1.178209666,1.178192406,1.178187283
 03/06  13:00:00,1.244644472,1.244618138,1.244640327,1.244652515,1.244644229
 03/06  14:00:00,1.113040811,1.11302456,1.11303172,1.113051277,1.11303641
 03/06  15:00:00,1.180211874,1.180197815,1.180210895,1.180224517,1.180215408
 03/06  16:00:00,1.210578187,1.210569287,1.210571899,1.210571592,1.210576384
 03/06  17:00:00,1.18398446,1.183986223,1.183974764,1.183985181,1.183984303
 03/06  18:00:00,1.197987257,1.197955449,1.197980789,1.197993513,1.19798825
 03/06  19:00:00,0.923665888,0.922937884,0.92349644,0.923560296,0.92363514
 03/06  20:00:00,2.76014308,2.759141893,2.759925419,2.760039264,2.760108609
 03/06  21:00:00,2.513157247,2.512888779,2.512989261,2.513049844,2.513067795
 03/06  22:00:00,2.591776531,2.591637973,2.591674351,2.591706455,2.591711669
 03/06  23:00:00,2.590952073,2.590938641,2.590944598,2.590948801,2.590949267
 03/06  24:00:00,2.371824554,2.371592724,2.371689573,2.371734048,2.371745005
 03/07  01:00:00,0.008701721,0.008684688,0.0086998,0.008702118,0.008702403
 03/07  02:00:00,1.35E-13,0,2.74E-14,0,1.71E-14
 03/07  03:00:00,4.99E-14,2.06E-14,0,0,0
 03/07  04:00:00,1.36E-13,1.87E-14,1.68E-14,0,1.94E-14
 03/07  05:00:00,1.33E-13,2.07E-14,1.06E-14,0,2.75E-14
 03/07  06:00:00,8.10584E-05,0,5.96E-07,1.75075E-05,2.25345E-05
 03/07  07:00:00,0.261716096,0.261374604,0.261713232,0.261712244,0.261715437
 03/07  08:00:00,0.184916904,0.184742727,0.184909358,0.184913952,0.184897213
 03/07  09:00:00,0.388503938,0.388631803,0.388514366,0.388504587,0.388531667
 03/07  10:00:00,0.418164134,0.41819873,0.418179811,0.418162895,0.418173283
 03/07  11:00:00,0.425898936,0.425893265,0.425904094,0.425899046,0.425895805
 03/07  12:00:00,0.423411558,0.42342186,0.423421175,0.423410953,0.423404429
 03/07  13:00:00,0.14345089,0.142779021,0.14317086,0.143469899,0.143309723
 03/07  14:00:00,0.142267749,0.14178493,0.142055878,0.142277414,0.142176041
 03/07  15:00:00,0.140784964,0.140352988,0.140601164,0.140792862,0.140711626
 03/07  16:00:00,0.141749115,0.14137304,0.141581545,0.141723594,0.141693861
 03/07  17:00:00,0.141592478,0.141236541,0.141432001,0.14152843,0.141544173
 03/07  18:00:00,0.070498563,0.070107001,0.070337994,0.07042434,0.070447945
 03/07  19:00:00,0.070279132,0.069969544,0.070161675,0.070218513,0.070240163
 03/07  20:00:00,0.000266462,0.000280716,0.000275178,0.000270884,0.000268386
 03/07  21:00:00,0,0,2.10E-15,1.70E-15,0
 03/07  22:00:00,0,5.91E-16,1.58E-15,3.36E-15,0
 03/07  23:00:00,0,0,1.06E-15,3.78E-15,0
 03/07  24:00:00,0,5.78E-16,2.62E-15,2.51E-15,0
 03/08  01:00:00,0,0,1.57E-15,2.51E-15,0
 03/08  02:00:00,5.21E-16,5.71E-16,3.13E-15,3.74E-15,8.32E-16
 03/08  03:00:00,5.28E-16,0,2.58E-15,3.30E-15,8.25E-16
 03/08  04:00:00,0.000172053,0,7.0133E-05,0.000119052,0.000136593
 03/08  05:00:00,0,0,0,0,0
 03/08  06:00:00,0.067621631,0.067410221,0.067579714,0.067597357,0.067621179
 03/08  07:00:00,0.068750166,0.068543338,0.068734078,0.068729307,0.06883224
 03/08  08:00:00,0.067879289,0.067690957,0.067909303,0.067857675,0.067929517
 03/08  09:00:00,0.068743578,0.068561321,0.06876111,0.068724671,0.068620632
 03/08  10:00:00,0.069769754,0.069579542,0.069710514,0.069755849,0.069510507
 03/08  11:00:00,0.070389251,0.070140648,0.070300769,0.070386331,0.070126765
 03/08  12:00:00,0.070720225,0.070458654,0.0705514,0.070720425,0.070510042
 03/08  13:00:00,0.070201286,0.069905099,0.069932922,0.070249198,0.070068414
 03/08  14:00:00,0.070847151,0.070528969,0.070498476,0.070927726,0.07074059
 03/08  15:00:00,0.071588356,0.071245786,0.071178476,0.071597893,0.071492404
 03/08  16:00:00,0.070830843,0.070490448,0.070416759,0.070720417,0.070739495
 03/08  17:00:00,0.072888109,0.072599795,0.072626548,0.072719834,0.072796427
 03/08  18:00:00,2.11E-15,4.11E-15,0,3.78E-15,3.78E-15
 03/08  19:00:00,1.05E-15,4.66E-15,1.05E-15,3.76E-15,5.01E-15
 03/08  20:00:00,3.15E-15,3.50E-15,5.31E-16,4.61E-15,5.02E-15
 03/08  21:00:00,3.68E-15,3.52E-15,1.58E-15,4.20E-15,4.20E-15
 03/08  22:00:00,2.64E-15,4.71E-15,0,4.63E-15,3.37E-15
 03/08  23:00:00,2.63E-15,3.54E-15,5.28E-16,3.81E-15,4.64E-15
 03/08  24:00:00,0.073314051,0.072867205,0.071801148,0.072876983,0.072842306
 03/09  01:00:00,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333
 03/09  02:00:00,4.073376655,4.077690549,4.078252556,4.075389812,4.075700964
 03/09  03:00:00,1.731942041,1.732093328,1.732089913,1.731999475,1.732008165
 03/09  04:00:00,0.156059555,0.156365576,0.156262767,0.156143437,0.156155227
 03/09  05:00:00,0.029492147,0.029768126,0.02969649,0.029569906,0.029580404
 03/09  06:00:00,0.198077615,0.198896429,0.198488626,0.198204366,0.198256193
 03/09  07:00:00,0.060001545,0.060344512,0.060152315,0.060039205,0.060067452
 03/09  08:00:00,1.532494057,1.532256445,1.532363855,1.532370583,1.532516327
 03/09  09:00:00,0.703491255,0.703943932,0.704173971,0.70347418,0.704127428
 03/09  10:00:00,1.688997526,1.689261837,1.691011399,1.688933378,1.689925272
 03/09  11:00:00,1.659945276,1.660180436,1.6589175,1.659924746,1.658747571
 03/09  12:00:00,0.368975171,0.36935181,0.36951529,0.368960577,0.368732861
 03/09  13:00:00,1.582275457,1.582391838,1.584128736,1.582649566,1.582095809
 03/09  14:00:00,1.258254093,1.25810418,1.258650278,1.259667237,1.258170657
 03/09  15:00:00,0.775390508,0.775550934,0.774856137,0.776340795,0.775367271
 03/09  16:00:00,2.394526849,2.394422945,2.394523717,2.396922692,2.394696971
 03/09  17:00:00,1.737666651,1.736554757,1.736339302,1.736815278,1.737557395
 03/09  18:00:00,2.719051553,2.714566814,2.715349041,2.713195124,2.718484817
 03/09  19:00:00,2.406340979,2.40434519,2.404814227,2.404369733,2.406088641
 03/09  20:00:00,2.952869106,2.95256677,2.95277257,2.952785046,2.952934084
 03/09  21:00:00,4.566552297,4.565741588,4.565691269,4.566201086,4.56628437
 03/09  22:00:00,3.412763954,3.414249378,3.414753587,3.414114243,3.413303264
 03/09  23:00:00,3.922390855,3.920652015,3.919898188,3.920819527,3.921638042
 03/09  24:00:00,3.3129552,3.314044649,3.314551581,3.312978943,3.314400598
 03/10  01:00:00,3.04759356,3.047884653,3.047840801,3.047782529,3.047663689
 03/10  02:00:00,4.410281893,4.410358492,4.410362046,4.410346893,4.410298999
 03/10  03:00:00,1.452222951,1.452278822,1.452400555,1.452367854,1.452253983
 03/10  04:00:00,4.891521354,4.891437172,4.891605171,4.891630531,4.891496319
 03/10  05:00:00,0.082665582,0.082806745,0.082873209,0.082818879,0.0827313
 03/10  06:00:00,0.222478724,0.222929724,0.222763597,0.222670447,0.222711676
 03/10  07:00:00,0,0,0,0,0
 03/10  08:00:00,1.524818563,1.525008121,1.525126964,1.524643486,1.525392305
 03/10  09:00:00,0.726265787,0.726925718,0.727640314,0.726285481,0.727326284
 03/10  10:00:00,1.694798382,1.695056527,1.696705106,1.694681432,1.694823067
 03/10  11:00:00,1.671373908,1.671646539,1.672291372,1.671349017,1.669989143
 03/10  12:00:00,0.354435732,0.354774611,0.354776001,0.354451763,0.354011306
 03/10  13:00:00,1.641446999,1.640817137,1.640080097,1.641689919,1.641319284
 03/10  14:00:00,1.270099573,1.269656403,1.269947042,1.270787748,1.270126913
 03/10  15:00:00,0.776862418,0.776939563,0.776212973,0.776940508,0.776916609
 03/10  16:00:00,2.427074785,2.426748498,2.428109324,2.430206529,2.427346469
 03/10  17:00:00,1.745460145,1.744570858,1.744307603,1.744373903,1.745190671
 03/10  18:00:00,2.763093147,2.76053726,2.760673105,2.759334899,2.762643348
 03/10  19:00:00,2.995164245,2.994130868,2.995436033,2.994818021,2.995591672
 03/10  20:00:00,2.580749248,2.580281014,2.57998871,2.580343538,2.580442619
 03/10  21:00:00,4.463536417,4.463268002,4.462352391,4.462957347,4.462939104
 03/10  22:00:00,3.411876079,3.411845632,3.411196625,3.411528709,3.41152194
 03/10  23:00:00,4.530687641,4.530446504,4.528833244,4.529641325,4.529747774
 03/10  24:00:00,4.548947876,4.549803364,4.549433567,4.549323544,4.549036966
 03/11  01:00:00,2.076808232,2.076614324,2.07502246,2.075781361,2.075868046
 03/11  02:00:00,4.1877592,4.187560117,4.18845855,4.188256611,4.188183744
 03/11  03:00:00,1.226657686,1.226242656,1.226495648,1.226634067,1.226646652
 03/11  04:00:00,1.769683814,1.769754395,1.769302202,1.769418178,1.769459531
 03/11  05:00:00,0.13333532,0.133303969,0.133362788,0.133362815,0.13336025
 03/11  06:00:00,0.269525423,0.269917168,0.269659715,0.269594027,0.269616394
 03/11  07:00:00,0.063240717,0.063489063,0.063403338,0.063336477,0.063347315
 03/11  08:00:00,1.535704176,1.53567842,1.535574551,1.535595627,1.535629263
 03/11  09:00:00,0.698015643,0.698130309,0.69817084,0.698028791,0.698113802
 03/11  10:00:00,1.669633801,1.669597017,1.669720554,1.669585565,1.669593781
 03/11  11:00:00,1.650900988,1.651159546,1.651078452,1.650918907,1.65086163
 03/11  12:00:00,0.39569568,0.395948857,0.395767556,0.39569608,0.395638988
 03/11  13:00:00,1.59901326,1.598666615,1.598971026,1.599073196,1.598949989
 03/11  14:00:00,1.227182168,1.227013238,1.227120005,1.227253161,1.22713332
 03/11  15:00:00,0.769512786,0.76975979,0.769437995,0.769574224,0.769480255
 03/11  16:00:00,2.349878236,2.349597245,2.350044112,2.350148489,2.350085202
 03/11  17:00:00,1.7387874,1.738419235,1.738547898,1.738685441,1.738733629
 03/11  18:00:00,2.674428229,2.671450217,2.673465674,2.673849578,2.674207417
 03/11  19:00:00,2.649974603,2.649799053,2.64969084,2.649681269,2.649858636
 03/11  20:00:00,2.964977004,2.96522902,2.964983623,2.96496282,2.964962541
 03/11  21:00:00,5.284804878,5.284404467,5.285362172,5.285306938,5.28521112
 03/11  22:00:00,2.743992048,2.743840789,2.743991214,2.744029924,2.744027537
 03/11  23:00:00,5.376415177,5.377158532,5.374760594,5.374989881,5.375208692
 03/11  24:00:00,2.192972151,2.193298703,2.193543943,2.193225786,2.193183219
 03/12  01:00:00,0.544594448,0.544638813,0.544568537,0.544559325,0.544564218
 03/12  02:00:00,4.771872022,4.770815458,4.772662069,4.772793315,4.772645647
 03/12  03:00:00,2.776873076,2.776787904,2.776842204,2.776876228,2.776877146
 03/12  04:00:00,0.43223445,0.43226463,0.432224606,0.43222695,0.432227683
 03/12  05:00:00,0.596172899,0.595857211,0.596736713,0.596776426,0.596676709
 03/12  06:00:00,0.135566128,0.136060615,0.135654142,0.135617051,0.135648151
 03/12  07:00:00,0.114193069,0.114773761,0.114302806,0.11424474,0.114304374
 03/12  08:00:00,0.397216448,0.397735514,0.397390729,0.397252674,0.397335462
 03/12  09:00:00,1.293042227,1.293030444,1.293155067,1.293004012,1.293040607
 03/12  10:00:00,1.348010194,1.348101629,1.348152227,1.347965984,1.347964629
 03/12  11:00:00,1.83454805,1.835048502,1.834630949,1.834507957,1.834421226
 03/12  12:00:00,0.476149057,0.476355656,0.476072508,0.476140337,0.476086722
 03/12  13:00:00,1.35847928,1.35797157,1.358384813,1.35853379,1.358480679
 03/12  14:00:00,1.039942381,1.039730153,1.040040414,1.040054025,1.039940017
 03/12  15:00:00,1.399418754,1.399584732,1.399390926,1.399517442,1.39941094
 03/12  16:00:00,1.748610241,1.748403245,1.748580775,1.748732387,1.748663552
 03/12  17:00:00,1.988143223,1.987748045,1.988025735,1.988077755,1.988151193
 03/12  18:00:00,2.716439222,2.713356541,2.715911505,2.716084103,2.716396184
 03/12  19:00:00,2.999666306,2.999592859,2.99969891,2.999628129,2.999753904
 03/12  20:00:00,2.089673997,2.089755691,2.089455061,2.089446729,2.089460831
 03/12  21:00:00,5.694464742,5.69456899,5.694449984,5.694427593,5.694415956
 03/12  22:00:00,2.393805011,2.394027767,2.393907828,2.39389085,2.393873717
 03/12  23:00:00,3.655009009,3.65475336,3.654767527,3.654795554,3.654814832
 03/12  24:00:00,2.892086517,2.890939426,2.892601963,2.892567942,2.892457143
 03/13  01:00:00,0.276059909,0.27615199,0.276107272,0.276100362,0.276094967
 03/13  02:00:00,1.867134908,1.867160561,1.867131168,1.867127653,1.867127771
 03/13  03:00:00,2.999519247,2.999415868,2.999444715,2.999470913,2.99947564
 03/13  04:00:00,2.288217721,2.288159385,2.28811124,2.288131066,2.288141448
 03/13  05:00:00,0.210139063,0.210371205,0.210195495,0.210183444,0.210175479
 03/13  06:00:00,0.173783829,0.17417614,0.173812083,0.173783786,0.173786531
 03/13  07:00:00,0.074714253,0.07532641,0.074754,0.074699153,0.07469714
 03/13  08:00:00,0.760277743,0.760805096,0.760317858,0.76023967,0.760262494
 03/13  09:00:00,1.19104314,1.191096462,1.191099914,1.191011092,1.191054
 03/13  10:00:00,1.045016954,1.045214551,1.045198949,1.044971704,1.045060409
 03/13  11:00:00,2.133652057,2.134320437,2.133680048,2.133600624,2.133539691
 03/13  12:00:00,0.374882282,0.37505623,0.375067366,0.374840096,0.37479888
 03/13  13:00:00,1.045475462,1.045565461,1.045542012,1.045494398,1.045394653
 03/13  14:00:00,1.781687955,1.781372116,1.78169217,1.781840689,1.781684175
 03/13  15:00:00,1.073374197,1.073396278,1.073271991,1.073440223,1.073368353
 03/13  16:00:00,1.398188171,1.397636273,1.398069364,1.398263265,1.39824822
 03/13  17:00:00,2.272228093,2.27139387,2.272108545,2.272318008,2.272353538
 03/13  18:00:00,2.406629326,2.403864257,2.406158344,2.406487188,2.406817094
 03/13  19:00:00,3.51236483,3.512564719,3.512541289,3.512357825,3.512455189
 03/13  20:00:00,2.708355844,2.708317377,2.70834863,2.708350637,2.708372614
 03/13  21:00:00,4.72612883,4.725861217,4.726130618,4.726171835,4.726162099
 03/13  22:00:00,1.77761553,1.77753257,1.777579706,1.777610301,1.777611051
 03/13  23:00:00,4.753298576,4.753304106,4.753269816,4.753282754,4.753286744
 03/13  24:00:00,1.003484713,1.00320582,1.003544945,1.003629211,1.003678368
 03/14  01:00:00,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667
 03/14  02:00:00,0,0,3.68E-14,0,9.95E-14
 03/14  03:00:00,7.35E-14,1.38E-14,2.16E-13,1.97E-14,2.70E-14
 03/14  04:00:00,9.75588E-05,0,3.18017E-05,6.44946E-05,8.68186E-05
 03/14  05:00:00,0,0,0,0,0
 03/14  06:00:00,0.194011628,0.193898521,0.193998111,0.194002754,0.19401591
 03/14  07:00:00,0,0,0,0,0
 03/14  08:00:00,0.456362412,0.456531582,0.456402993,0.456344106,0.456364311
 03/14  09:00:00,0.457315849,0.457461911,0.457327433,0.457289209,0.457278895
 03/14  10:00:00,0.470337638,0.470297625,0.470415727,0.470332648,0.470366489
 03/14  11:00:00,0.493343934,0.492699373,0.493168439,0.493336732,0.493282964
 03/14  12:00:00,0.154723303,0.154429259,0.154648616,0.154717358,0.154697629
 03/14  13:00:00,0.156539005,0.156292201,0.156479702,0.156538738,0.156525997
 03/14  14:00:00,0.153083832,0.152856893,0.153031472,0.153086769,0.153078415
 03/14  15:00:00,0.158062508,0.157890528,0.158012278,0.158058962,0.158056941
 03/14  16:00:00,0.15698905,0.156711784,0.156926108,0.156980457,0.156982982
 03/14  17:00:00,0.076192845,0.076039197,0.076158257,0.076188406,0.076189141
 03/14  18:00:00,0.08101886,0.08095733,0.081009435,0.081015181,0.081015118
 03/14  19:00:00,0,4.71E-15,2.41E-15,2.90E-15,1.93E-15
 03/14  20:00:00,6.10E-16,4.05E-15,3.02E-15,2.90E-15,1.93E-15
 03/14  21:00:00,0,4.05E-15,3.02E-15,3.39E-15,1.94E-15
 03/14  22:00:00,0,4.75E-15,1.82E-15,2.92E-15,1.45E-15
 03/14  23:00:00,1.81E-15,4.01E-15,1.79E-15,3.85E-15,1.44E-15
 03/14  24:00:00,6.10E-14,1.87E-14,1.68E-14,0,0
 03/15  01:00:00,1.117990243,1.115868712,1.117872333,1.117892707,1.117887911
 03/15  02:00:00,6.00E-16,4.02E-15,2.41E-15,3.35E-15,2.87E-15
 03/15  03:00:00,1.19E-15,3.99E-15,2.40E-15,3.82E-15,2.87E-15
 03/15  04:00:00,7.25602E-05,0,4.51302E-05,6.82086E-05,6.79051E-05
 03/15  05:00:00,0,0,0,0,0
 03/15  06:00:00,0.076300843,0.076198846,0.076291417,0.076296777,0.076297422
 03/15  07:00:00,0.07457033,0.074480975,0.07456533,0.074565455,0.074567675
 03/15  08:00:00,0.076269841,0.076189892,0.076276016,0.076264791,0.0762785
 03/15  09:00:00,0.075564044,0.075508399,0.075603113,0.075557892,0.075602505
 03/15  10:00:00,0.075554888,0.075509258,0.075641166,0.075549915,0.075558408
 03/15  11:00:00,0.076370361,0.076332595,0.076379388,0.076363852,0.076238597
 03/15  12:00:00,0.076682091,0.076590353,0.076524452,0.076682774,0.076574453
 03/15  13:00:00,0.076361376,0.076239555,0.076118455,0.076388168,0.076306359
 03/15  14:00:00,0.076527768,0.076372923,0.076188412,0.076563409,0.076494587
 03/15  15:00:00,0.077264553,0.077106847,0.076949248,0.077241259,0.07723901
 03/15  16:00:00,0.076457775,0.076349623,0.076225318,0.076402872,0.076432883
 03/15  17:00:00,0.078791834,0.078729042,0.078663233,0.078752561,0.078757663
 03/15  18:00:00,0,0,1.17E-15,0,2.81E-15
 03/15  19:00:00,0,0,1.73E-15,0,2.78E-15
 03/15  20:00:00,0,0,0,4.61E-16,3.68E-15
 03/15  21:00:00,0,0,1.14E-15,0,4.12E-15
 03/15  22:00:00,0,0,5.79E-16,4.63E-16,3.68E-15
 03/15  23:00:00,0,0,1.13E-15,4.56E-16,2.74E-15
 03/15  24:00:00,0.066406468,0.066506167,0.06541257,0.066200957,0.066215798
 03/16  01:00:00,4.743704104,4.743170545,4.749001194,4.745809803,4.745984595
 03/16  02:00:00,3.151272312,3.151288082,3.151832437,3.151521905,3.15152491
 03/16  03:00:00,1.298484684,1.298637315,1.298036517,1.298300271,1.29828033
 03/16  04:00:00,2.159731113,2.159897076,2.159603914,2.159677855,2.159672908
 03/16  05:00:00,0.103086362,0.102984839,0.103738114,0.103369646,0.103384195
 03/16  06:00:00,0.235837958,0.236276096,0.235995017,0.23586887,0.235877896
 03/16  07:00:00,0.019484004,0.019719071,0.019591474,0.019514937,0.019524406
 03/16  08:00:00,1.543119399,1.543202645,1.543043337,1.543064761,1.543114773
 03/16  09:00:00,0.68727601,0.687553571,0.687288417,0.687279466,0.687265303
 03/16  10:00:00,1.684891901,1.684768426,1.684931022,1.684867846,1.684879351
 03/16  11:00:00,1.62044941,1.620598512,1.620660813,1.620445825,1.620444892
 03/16  12:00:00,0.35186727,0.352244962,0.351982285,0.351859392,0.351827289
 03/16  13:00:00,1.59290349,1.592611305,1.592823401,1.592945696,1.592860774
 03/16  14:00:00,1.233504862,1.2333423,1.233344347,1.233499584,1.233495445
 03/16  15:00:00,0.773749299,0.773790699,0.773677386,0.773776752,0.773767739
 03/16  16:00:00,2.382331662,2.38193417,2.382613512,2.38266055,2.382479511
 03/16  17:00:00,1.741021437,1.740767986,1.740881487,1.741020126,1.740997205
 03/16  18:00:00,2.704897377,2.701847681,2.70430191,2.70467344,2.704946594
 03/16  19:00:00,2.975062428,2.974871126,2.974872163,2.974849526,2.975030058
 03/16  20:00:00,2.408837409,2.408963357,2.408558862,2.408655206,2.408686251
 03/16  21:00:00,4.250379851,4.250263781,4.249966322,4.250153973,4.250174002
 03/16  22:00:00,2.932905819,2.932947012,2.932925636,2.932935802,2.932913853
 03/16  23:00:00,4.035660225,4.035743948,4.035276391,4.035414898,4.035452025
 03/16  24:00:00,2.867301197,2.867360744,2.868675775,2.867720099,2.867860363
 03/17  01:00:00,4.895685811,4.895253075,4.888675029,4.892878548,4.892740741
 03/17  02:00:00,2.262596207,2.262471321,2.262778981,2.262746143,2.262721175
 03/17  03:00:00,4.044545974,4.044553863,4.044751119,4.044727115,4.044662925
 03/17  04:00:00,3.685334954,3.685642539,3.685332224,3.685313712,3.685307203
 03/17  05:00:00,0.396263222,0.396354035,0.396359733,0.396331016,0.396310259
 03/17  06:00:00,0.17401639,0.17456187,0.174066811,0.174017339,0.174059204
 03/17  07:00:00,0,0,0,0,0
 03/17  08:00:00,1.521729358,1.521835341,1.521802277,1.521684622,1.521752014
 03/17  09:00:00,0.702151628,0.702546997,0.702282132,0.702093779,0.702142959
 03/17  10:00:00,1.66095622,1.660996889,1.661033281,1.66091772,1.660883953
 03/17  11:00:00,1.641660494,1.64179136,1.641827841,1.641666212,1.641614942
 03/17  12:00:00,0.345300356,0.34566234,0.345417099,0.345267442,0.34520585
 03/17  13:00:00,1.588952531,1.58845973,1.588980547,1.589087984,1.58893632
 03/17  14:00:00,1.241167806,1.240844382,1.241090804,1.241303882,1.241187542
 03/17  15:00:00,0.763979879,0.764191069,0.763947438,0.764086333,0.763973401
 03/17  16:00:00,2.307881678,2.307795053,2.307890413,2.308120997,2.307972684
 03/17  17:00:00,1.740398187,1.739974225,1.740289748,1.740738298,1.740411642
 03/17  18:00:00,2.777003745,2.773769944,2.776500923,2.776114749,2.777202332
 03/17  19:00:00,2.483102525,2.482686929,2.482890341,2.482592647,2.483114552
 03/17  20:00:00,2.649128511,2.649191459,2.649072406,2.649019216,2.649113669
 03/17  21:00:00,4.588075472,4.587884795,4.587710418,4.587743837,4.587882491
 03/17  22:00:00,3.056883827,3.056605137,3.056899524,3.057003168,3.056952914
 03/17  23:00:00,4.542142658,4.542074796,4.5420407,4.542069103,4.542096345
 03/17  24:00:00,3.07050206,3.070752052,3.070597227,3.070333497,3.070465412
 03/18  01:00:00,3.900641303,3.900783221,3.900812778,3.900809353,3.900738968
 03/18  02:00:00,3.529442474,3.529429553,3.529454921,3.529463847,3.529454761
 03/18  03:00:00,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333
 03/18  04:00:00,1.104109073,1.104252056,1.104089988,1.104082304,1.104087359
 03/18  05:00:00,0.274740436,0.274701818,0.274845831,0.274935882,0.274850179
 03/18  06:00:00,0.154507372,0.155012404,0.154534052,0.154520967,0.154712454
 03/18  07:00:00,0,0,0,0,0
 03/18  08:00:00,1.505913701,1.50630522,1.506880687,1.505791675,1.507561053
 03/18  09:00:00,0.701187993,0.70190619,0.702259459,0.701102679,0.701406807
 03/18  10:00:00,1.666037562,1.666246445,1.666750453,1.665994897,1.664773826
 03/18  11:00:00,1.63884548,1.639418159,1.64031127,1.638787772,1.637956462
 03/18  12:00:00,0.359901553,0.360529656,0.360652597,0.359814573,0.359518496
 03/18  13:00:00,1.603234639,1.603157712,1.604051464,1.603681906,1.603136121
 03/18  14:00:00,1.244381283,1.243805932,1.242691408,1.244807415,1.244452657
 03/18  15:00:00,0.792629594,0.792499783,0.791672003,0.792415679,0.792757456
 03/18  16:00:00,2.36929457,2.368927635,2.369485101,2.369371447,2.369618968
 03/18  17:00:00,1.765631072,1.764791847,1.765174914,1.765621119,1.765414117
 03/18  18:00:00,2.490000377,2.487329698,2.488201134,2.48980083,2.489051254
 03/18  19:00:00,2.655962226,2.655294813,2.65537137,2.655937633,2.655623879
 03/18  20:00:00,2.6842765,2.683971679,2.683833257,2.684260699,2.683990975
 03/18  21:00:00,5.753853949,5.753602121,5.753990007,5.753947909,5.753967996
 03/18  22:00:00,3.485210715,3.485973645,3.487801146,3.485748541,3.486943486
 03/18  23:00:00,2.208461964,2.20742944,2.206213767,2.208078843,2.207028983
 03/18  24:00:00,0.876264367,0.875542419,0.875537489,0.876399285,0.875848131
 03/19  01:00:00,3.713120874,3.71317581,3.713198542,3.713135553,3.713171112
 03/19  02:00:00,4.490400054,4.490468096,4.489998436,4.490286516,4.490095802
 03/19  03:00:00,3.519828932,3.520248895,3.519728351,3.519784185,3.519732273
 03/19  04:00:00,1.995768761,1.995749514,1.995346744,1.995657032,1.995498793
 03/19  05:00:00,0.83424227,0.835340523,0.835231058,0.834349424,0.834794441
 03/19  06:00:00,0.220404311,0.220816885,0.220664764,0.220435445,0.22056188
 03/19  07:00:00,0.18181032,0.182462919,0.182091507,0.181823657,0.181962321
 03/19  08:00:00,0.3911707,0.391487909,0.391316219,0.39116315,0.391263115
 03/19  09:00:00,1.338120859,1.338120777,1.338391182,1.338085657,1.338382101
 03/19  10:00:00,1.362754536,1.362871022,1.364155223,1.362722137,1.363531876
 03/19  11:00:00,1.846476652,1.846750366,1.84772564,1.8464696,1.846065779
 03/19  12:00:00,0.432584568,0.432838414,0.433530507,0.432600524,0.432295382
 03/19  13:00:00,1.39486406,1.394445564,1.394820621,1.395308022,1.394753452
 03/19  14:00:00,1.063547484,1.063227563,1.06267759,1.064042113,1.063527264
 03/19  15:00:00,1.419245417,1.419018184,1.41822348,1.419260121,1.419241422
 03/19  16:00:00,1.779753619,1.77923358,1.779432099,1.779538351,1.779889002
 03/19  17:00:00,2.038360405,2.03786687,2.038243693,2.038357182,2.038388187
 03/19  18:00:00,2.546639755,2.543993354,2.544621202,2.54614029,2.546072188
 03/19  19:00:00,2.8666918,2.866177268,2.866010157,2.866492096,2.866455642
 03/19  20:00:00,2.730504861,2.730588045,2.730390831,2.730495308,2.730456665
 03/19  21:00:00,4.558436366,4.557920362,4.55785363,4.558361785,4.558225876
 03/19  22:00:00,3.844837167,3.842728041,3.849501955,3.846822634,3.847577008
 03/19  23:00:00,6.009334618,6.009223777,6.008965442,6.009260861,6.009188765
 03/19  24:00:00,1.484982705,1.48221515,1.479830902,1.484128933,1.481588298
 03/20  01:00:00,1.972940402,1.973021902,1.972908181,1.972910181,1.972925702
