S1 OFFICE BACK:Zone Hybrid Model People Count,S1 OFFICE CORE:Zone Hybrid Model People Count,S1 OFFICE FRONT:Zone Hybrid Model People Count,S1 OFFICE LEFT:Zone Hybrid Model People Count,S1 OFFICE RIGHT:Zone Hybrid Model People Count,S1 OFFICE BACK:Zone People Occupant Count,S1 OFFICE CORE:Zone People Occupant Count,S1 OFFICE FRONT:Zone People Occupant Count,S1 OFFICE LEFT:Zone People Occupant Count,S1 OFFICE RIGHT:Zone People Occupant Count,,,,,
0.39,1.41,0.39,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.42,1.5,0.42,0.26,0.26,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.39,1.41,0.39,0.25,0.25,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.38,1.37,0.38,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.39,1.39,0.39,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.37,1.34,0.37,0.23,0.23,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.37,1.33,0.37,0.23,0.23,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.36,1.31,0.36,0.23,0.23,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.55,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
4.72,16.92,4.71,2.95,2.94,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
4.17,14.95,4.16,2.61,2.59,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
5.45,19.56,5.45,3.41,3.39,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
4.99,17.9,4.98,3.12,3.11,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
4.8,17.22,4.79,3,2.99,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
4.97,17.85,4.97,3.11,3.1,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
10.41,37.39,10.41,6.51,6.51,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
10.21,36.66,10.2,6.39,6.38,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
8.06,28.95,8.06,5.05,5.04,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
8.62,30.95,8.61,5.39,5.39,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
8.52,30.61,8.51,5.33,5.33,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.95,28.56,7.94,4.98,4.97,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
1.79,6.43,1.78,1.12,1.12,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
2.4,8.62,2.39,1.5,1.5,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
4.18,15.02,4.17,2.62,2.62,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
3.7,13.3,3.69,2.32,2.32,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
3.45,12.39,3.44,2.16,2.16,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
3.62,12.99,3.6,2.26,2.27,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
0,0,0,0,0,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
1.32,4.75,1.31,0.83,0.83,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
1.81,6.52,1.8,1.13,1.14,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
2.16,7.79,2.16,1.35,1.36,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
2.01,7.24,2,1.26,1.26,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
2.67,9.62,2.67,1.67,1.68,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
0.85,3.04,0.83,0.53,0.53,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
5.24,18.84,5.23,3.27,3.28,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
4.62,16.6,4.61,2.88,2.89,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
4.79,17.25,4.79,3,3,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
4.26,15.32,4.25,2.66,2.66,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
4.34,15.62,4.33,2.71,2.71,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
4.42,15.91,4.41,2.76,2.76,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
4.24,15.27,4.24,2.64,2.65,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
4.47,16.11,4.47,2.79,2.8,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
4.1,14.78,4.1,2.55,2.57,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
4.51,16.24,4.51,2.81,2.82,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
4.67,16.83,4.67,2.91,2.92,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
10.41,37.39,10.41,6.51,6.51,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.93,28.5,7.92,4.95,4.96,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.53,27.08,7.53,4.7,4.71,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
8.08,29.07,8.08,5.05,5.06,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.45,26.8,7.45,4.65,4.66,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.45,26.8,7.45,4.65,4.66,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
0,0,0,0,0,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0,0,0,0,0,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0.92,3.38,0.93,0.57,0.58,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0.15,0.59,0.15,0.09,0.09,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0.55,2.02,0.55,0.34,0.34,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0.92,3.36,0.93,0.57,0.58,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0.14,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.27,0.98,0.27,0.17,0.17,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.73,2.62,0.73,0.46,0.46,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.3,1.06,0.3,0.19,0.18,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.76,2.74,0.76,0.48,0.48,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.16,0.59,0.16,0.1,0.1,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.12,0.43,0.12,0.07,0.07,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.18,0.65,0.18,0.11,0.11,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.9,3.24,0.9,0.57,0.57,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.16,0.57,0.16,0.1,0.1,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.41,1.47,0.41,0.26,0.26,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.31,1.12,0.31,0.2,0.19,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.1,0.38,0.1,0.07,0.07,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0.08,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.99,3.56,0.99,0.62,0.62,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.48,1.73,0.48,0.3,0.3,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.19,0.68,0.19,0.12,0.12,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
4.49,16.11,4.49,2.81,2.8,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
4.35,15.61,4.35,2.72,2.71,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
5.16,18.54,5.16,3.23,3.22,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
4.8,17.25,4.8,3.01,2.99,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
5.07,18.21,5.07,3.17,3.17,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
4.84,17.38,4.84,3.03,3.02,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
10.41,37.39,10.41,6.51,6.51,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
10.28,36.92,10.27,6.43,6.43,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
8.49,30.48,8.48,5.31,5.31,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
8.85,31.79,8.84,5.54,5.54,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
8.41,30.2,8.4,5.26,5.26,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.84,28.15,7.82,4.91,4.9,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
1.79,6.41,1.77,1.12,1.12,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
2.34,8.39,2.32,1.46,1.46,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
4.27,15.35,4.26,2.67,2.68,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
3.29,11.83,3.28,2.06,2.07,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
3.83,13.78,3.82,2.4,2.41,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
3.83,13.75,3.81,2.39,2.4,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
0,0,0,0,0,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
1.47,5.29,1.46,0.92,0.93,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
1.75,6.3,1.74,1.1,1.1,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
0.51,1.84,0.5,0.32,0.33,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
3.51,12.63,3.51,2.2,2.2,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
1.43,5.15,1.42,0.9,0.9,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
5.48,19.68,5.48,3.43,3.43,8.064830547,28.97736396,8.064830547,5.046460765,5.046460765,,,,,
0,0.12,0,0,0,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
5.96,21.43,5.95,3.72,3.73,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
4.05,14.58,4.04,2.53,2.54,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
4.8,17.27,4.79,3,3,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
4.03,14.52,4.03,2.52,2.52,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
4.67,16.82,4.67,2.92,2.92,16.83095071,60.47449869,16.83095071,10.5317442,10.5317442,,,,,
3.63,13.08,3.63,2.26,2.27,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
4.74,17.07,4.74,2.96,2.97,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
3.98,14.31,3.97,2.48,2.49,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
4.96,17.86,4.96,3.09,3.11,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
4.24,15.27,4.24,2.64,2.66,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
4.62,16.64,4.62,2.89,2.89,12.44789063,44.72593132,12.44789063,7.789102485,7.789102485,,,,,
10.41,37.39,10.41,6.51,6.51,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.91,28.42,7.9,4.93,4.95,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.78,27.97,7.78,4.85,4.87,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.86,28.27,7.86,4.9,4.92,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.64,27.49,7.64,4.77,4.78,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
7.88,28.34,7.88,4.92,4.93,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
0,0,0,0,0,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0,0,0,0,0,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0.6,2.2,0.6,0.37,0.37,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0.32,1.21,0.33,0.2,0.2,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0.62,2.28,0.63,0.39,0.39,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0.45,1.67,0.46,0.28,0.29,16.6556283,59.844556,16.6556283,10.42203854,10.42203854,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0.36,1.31,0.36,0.23,0.23,6.311606515,22.67793701,6.311606515,3.949404077,3.949404077,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.11,0.42,0.11,0.07,0.07,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.5,1.81,0.5,0.32,0.32,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.9,3.23,0.9,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.98,3.51,0.98,0.61,0.61,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.91,3.27,0.91,0.57,0.57,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.32,1.13,0.31,0.2,0.2,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
