S1 OFFICE BACK:Zone Hybrid Model People Count,S1 OFFICE CORE:Zone Hybrid Model People Count,S1 OFFICE FRONT:Zone Hybrid Model People Count,S1 OFFICE LEFT:Zone Hybrid Model People Count,S1 OFFICE RIGHT:Zone Hybrid Model People Count,S1 OFFICE BACK:Zone People Occupant Count,S1 OFFICE CORE:Zone People Occupant Count,S1 OFFICE FRONT:Zone People Occupant Count,S1 OFFICE LEFT:Zone People Occupant Count,S1 OFFICE RIGHT:Zone People Occupant Count,,,,,
0.37,1.33,0.37,0.23,0.23,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.09,3.93,1.09,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.63,2.27,0.63,0.4,0.4,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.49,1.74,0.49,0.3,0.3,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.87,3.11,0.87,0.54,0.54,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.16,0.57,0.16,0.1,0.1,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
9.27,33.28,9.27,5.8,5.79,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
8.52,30.59,8.52,5.33,5.32,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
7.44,26.71,7.44,4.65,4.64,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
7.33,26.31,7.33,4.58,4.57,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
6.98,25.08,6.98,4.37,4.36,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
6.93,24.9,6.93,4.34,4.33,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
6.75,24.22,6.74,4.22,4.21,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
6.83,24.54,6.83,4.28,4.27,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
6.2,22.28,6.2,3.88,3.88,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
6.38,22.9,6.37,3.99,3.99,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
6.05,21.73,6.05,3.79,3.79,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
6.28,22.56,6.28,3.93,3.93,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
9.67,34.73,9.66,6.05,6.05,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
6.26,22.5,6.26,3.92,3.92,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
7.16,25.73,7.16,4.48,4.49,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
7.4,26.59,7.39,4.63,4.63,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
6.85,24.63,6.85,4.29,4.29,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
6.78,24.36,6.77,4.24,4.24,14.4014731,51.74525678,14.4014731,9.011530811,9.011530811,,,,,
0,0,0,0,0,16.27992993,58.4946518,16.27992993,10.18695026,10.18695026,,,,,
0,0,0,0,0,16.27992993,58.4946518,16.27992993,10.18695026,10.18695026,,,,,
1.27,4.58,1.27,0.8,0.8,16.27992993,58.4946518,16.27992993,10.18695026,10.18695026,,,,,
0.92,3.3,0.91,0.57,0.58,16.27992993,58.4946518,16.27992993,10.18695026,10.18695026,,,,,
0.38,1.37,0.38,0.24,0.24,16.27992993,58.4946518,16.27992993,10.18695026,10.18695026,,,,,
0.74,2.67,0.74,0.46,0.47,16.27992993,58.4946518,16.27992993,10.18695026,10.18695026,,,,,
5.48,19.68,5.48,3.43,3.43,7.513809766,26.99751706,7.513809766,4.701666818,4.701666818,,,,,
5.48,19.68,5.48,3.43,3.43,7.513809766,26.99751706,7.513809766,4.701666818,4.701666818,,,,,
5.17,18.59,5.17,3.23,3.23,7.513809766,26.99751706,7.513809766,4.701666818,4.701666818,,,,,
5.48,19.68,5.48,3.43,3.43,7.513809766,26.99751706,7.513809766,4.701666818,4.701666818,,,,,
5.48,19.68,5.48,3.43,3.43,7.513809766,26.99751706,7.513809766,4.701666818,4.701666818,,,,,
5.48,19.68,5.48,3.43,3.43,7.513809766,26.99751706,7.513809766,4.701666818,4.701666818,,,,,
9.14,32.86,9.14,5.72,5.72,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462,,,,,
8.97,32.26,8.97,5.61,5.62,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462,,,,,
7.54,27.1,7.53,4.71,4.72,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462,,,,,
8.18,29.41,8.18,5.12,5.12,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462,,,,,
8.04,28.91,8.04,5.03,5.03,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462,,,,,
7.73,27.81,7.73,4.83,4.84,15.65376596,56.24481146,15.65376596,9.795136462,9.795136462,,,,,
0,0,0,0,0,17.53222279,62.99420648,17.53222279,10.97055591,10.97055591,,,,,
6.74,24.24,6.74,4.21,4.22,17.53222279,62.99420648,17.53222279,10.97055591,10.97055591,,,,,
1.34,4.85,1.34,0.83,0.84,17.53222279,62.99420648,17.53222279,10.97055591,10.97055591,,,,,
3.57,12.86,3.57,2.23,2.23,17.53222279,62.99420648,17.53222279,10.97055591,10.97055591,,,,,
3.18,11.47,3.18,1.98,1.99,17.53222279,62.99420648,17.53222279,10.97055591,10.97055591,,,,,
3.72,13.39,3.72,2.32,2.33,17.53222279,62.99420648,17.53222279,10.97055591,10.97055591,,,,,
5.53,19.9,5.53,3.45,3.46,11.27070588,40.49624409,11.27070588,7.052494742,7.052494742,,,,,
5.09,18.34,5.1,3.18,3.19,11.27070588,40.49624409,11.27070588,7.052494742,7.052494742,,,,,
5.08,18.28,5.08,3.17,3.18,11.27070588,40.49624409,11.27070588,7.052494742,7.052494742,,,,,
4.94,17.79,4.95,3.08,3.09,11.27070588,40.49624409,11.27070588,7.052494742,7.052494742,,,,,
5.12,18.43,5.12,3.2,3.21,11.27070588,40.49624409,11.27070588,7.052494742,7.052494742,,,,,
4.8,17.27,4.8,2.99,3,11.27070588,40.49624409,11.27070588,7.052494742,7.052494742,,,,,
2.28,8.22,2.28,1.42,1.43,12.52301628,44.99586177,12.52301628,7.836111364,7.836111364,,,,,
3.41,12.28,3.41,2.12,2.13,12.52301628,44.99586177,12.52301628,7.836111364,7.836111364,,,,,
3.86,13.9,3.86,2.41,2.41,12.52301628,44.99586177,12.52301628,7.836111364,7.836111364,,,,,
3.58,12.9,3.58,2.23,2.24,12.52301628,44.99586177,12.52301628,7.836111364,7.836111364,,,,,
3.81,13.71,3.81,2.38,2.38,12.52301628,44.99586177,12.52301628,7.836111364,7.836111364,,,,,
4.24,15.28,4.24,2.65,2.66,12.52301628,44.99586177,12.52301628,7.836111364,7.836111364,,,,,
0,0,0,0,0,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
0,0,0,0,0,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
0,0,0,0,0,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
0,0,0,0,0,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
0,0,0,0,0,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
0,0,0,0,0,10.64455945,38.24646675,10.64455945,6.660691917,6.660691917,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.26,0.95,0.26,0.17,0.17,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.4,1.43,0.4,0.25,0.25,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.46,1.67,0.46,0.29,0.29,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.74,2.66,0.74,0.46,0.46,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.2,0.73,0.2,0.13,0.13,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.37,1.34,0.37,0.23,0.23,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.5,1.81,0.5,0.32,0.32,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.38,1.38,0.38,0.24,0.24,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.4,1.43,0.4,0.25,0.25,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.92,3.31,0.92,0.58,0.58,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.68,2.43,0.68,0.42,0.42,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.2,0.71,0.2,0.12,0.12,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.26,0.92,0.26,0.16,0.16,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.56,2,0.56,0.35,0.35,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.03,3.69,1.03,0.64,0.64,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.62,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.66,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.55,1.97,0.55,0.34,0.34,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.25,11.69,3.25,2.04,2.03,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.21,11.54,3.21,2.01,2.01,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.13,11.25,3.13,1.96,1.96,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.1,11.15,3.1,1.94,1.94,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.26,11.71,3.26,2.04,2.04,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.13,11.23,3.13,1.96,1.95,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.99,10.74,2.99,1.87,1.87,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.26,11.71,3.26,2.04,2.04,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.85,10.24,2.85,1.78,1.78,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.99,10.76,2.99,1.87,1.87,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.95,10.59,2.95,1.84,1.84,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.8,10.04,2.79,1.75,1.75,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.4,8.63,2.4,1.5,1.51,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.6,9.34,2.6,1.63,1.63,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.7,9.72,2.7,1.69,1.7,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.51,9.04,2.52,1.57,1.58,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.49,8.94,2.49,1.56,1.56,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.66,9.58,2.66,1.67,1.67,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
0.96,3.47,0.96,0.6,0.61,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.92,3.31,0.92,0.58,0.58,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.9,3.24,0.9,0.56,0.57,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.03,3.7,1.03,0.65,0.65,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.88,3.17,0.88,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.89,3.18,0.89,0.55,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.89,3.21,0.89,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.94,3.37,0.94,0.59,0.59,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.98,3.52,0.98,0.61,0.62,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.87,3.12,0.87,0.54,0.54,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.95,3.43,0.95,0.6,0.6,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.94,3.4,0.94,0.59,0.59,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.9,3.23,0.9,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.95,3.41,0.95,0.59,0.59,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.87,3.13,0.87,0.54,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.93,3.35,0.93,0.58,0.58,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.94,3.39,0.94,0.59,0.59,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.89,3.21,0.89,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.92,3.29,0.92,0.57,0.57,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.9,3.23,0.9,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.92,3.31,0.92,0.57,0.58,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.86,3.09,0.86,0.54,0.54,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.88,3.18,0.88,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.88,3.15,0.88,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.85,3.05,0.85,0.53,0.53,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.84,3.01,0.84,0.53,0.53,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.85,3.05,0.85,0.53,0.53,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.9,3.24,0.9,0.56,0.57,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.89,3.22,0.9,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.91,3.26,0.91,0.57,0.57,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.45,1.61,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.65,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.66,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.55,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.65,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.58,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.42,1.51,0.42,0.26,0.26,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.53,0.42,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.42,1.52,0.42,0.26,0.26,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.55,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.42,1.52,0.42,0.26,0.26,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.54,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
