Time,CORE_ZN ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
22:00:00,7.911793E+02,2.722405E+03,4.107387E-02,2.405428E-01,2.535490E+03,2.503505E+03,1.316249E-01,2.212090E-01,1.560754E+03,1.541301E+03,8.102315E-02,1.361893E-01,2.363998E+03,2.506688E+03,1.227222E-01,2.214902E-01,1.560754E+03,1.752616E+03,8.102315E-02,1.548603E-01
22:10:00,7.911812E+02,2.709886E+03,4.107397E-02,2.394385E-01,2.535498E+03,2.477341E+03,1.316253E-01,2.188993E-01,1.560759E+03,1.524612E+03,8.102341E-02,1.347160E-01,2.364007E+03,2.478678E+03,1.227227E-01,2.190173E-01,1.560759E+03,1.722351E+03,8.102341E-02,1.521876E-01
22:20:00,7.911829E+02,2.697833E+03,4.107405E-02,2.383753E-01,2.535505E+03,2.452128E+03,1.316256E-01,2.166736E-01,1.560764E+03,1.508508E+03,8.102365E-02,1.332943E-01,2.364014E+03,2.451788E+03,1.227230E-01,2.166435E-01,1.560764E+03,1.693851E+03,8.102365E-02,1.496707E-01
22:30:00,7.911845E+02,2.686605E+03,4.107414E-02,2.373834E-01,2.535511E+03,2.428210E+03,1.316259E-01,2.145604E-01,1.560768E+03,1.493195E+03,8.102387E-02,1.319414E-01,2.364021E+03,2.426350E+03,1.227234E-01,2.143960E-01,1.560768E+03,1.667197E+03,8.102387E-02,1.473158E-01
22:40:00,7.911860E+02,2.675880E+03,4.107422E-02,2.364358E-01,2.535517E+03,2.405274E+03,1.316262E-01,2.125339E-01,1.560772E+03,1.478491E+03,8.102406E-02,1.306422E-01,2.364027E+03,2.402044E+03,1.227237E-01,2.122484E-01,1.560772E+03,1.642117E+03,8.102406E-02,1.450998E-01
22:50:00,7.911875E+02,2.665711E+03,4.107429E-02,2.355374E-01,2.535522E+03,2.383356E+03,1.316265E-01,2.105973E-01,1.560775E+03,1.464417E+03,8.102423E-02,1.293987E-01,2.364033E+03,2.378892E+03,1.227240E-01,2.102027E-01,1.560775E+03,1.618534E+03,8.102423E-02,1.430160E-01
23:00:00,7.911888E+02,2.656039E+03,4.107436E-02,2.346828E-01,2.535527E+03,2.362391E+03,1.316267E-01,2.087449E-01,1.560778E+03,1.450934E+03,8.102439E-02,1.282073E-01,2.364037E+03,2.356815E+03,1.227242E-01,2.082521E-01,1.560778E+03,1.596324E+03,8.102439E-02,1.410536E-01
23:10:00,7.911901E+02,2.646823E+03,4.107443E-02,2.338685E-01,2.535531E+03,2.342088E+03,1.316270E-01,2.069509E-01,1.560781E+03,1.437874E+03,8.102454E-02,1.270533E-01,2.364042E+03,2.335551E+03,1.227245E-01,2.063732E-01,1.560781E+03,1.575243E+03,8.102454E-02,1.391910E-01
23:20:00,7.911912E+02,2.638023E+03,4.107449E-02,2.330911E-01,2.535535E+03,2.322397E+03,1.316272E-01,2.052111E-01,1.560784E+03,1.425207E+03,8.102467E-02,1.259341E-01,2.364046E+03,2.315040E+03,1.227247E-01,2.045609E-01,1.560784E+03,1.555193E+03,8.102467E-02,1.374194E-01
23:30:00,7.911923E+02,2.629606E+03,4.107454E-02,2.323473E-01,2.535538E+03,2.303274E+03,1.316273E-01,2.035214E-01,1.560786E+03,1.412908E+03,8.102479E-02,1.248474E-01,2.364050E+03,2.295227E+03,1.227249E-01,2.028103E-01,1.560786E+03,1.536084E+03,8.102479E-02,1.357310E-01
23:40:00,7.911934E+02,2.621536E+03,4.107460E-02,2.316343E-01,2.535542E+03,2.284679E+03,1.316275E-01,2.018783E-01,1.560788E+03,1.400950E+03,8.102491E-02,1.237908E-01,2.364053E+03,2.276060E+03,1.227250E-01,2.011167E-01,1.560788E+03,1.517837E+03,8.102491E-02,1.341186E-01
23:50:00,7.911943E+02,2.613783E+03,4.107465E-02,2.309493E-01,2.535545E+03,2.266573E+03,1.316277E-01,2.002785E-01,1.560790E+03,1.389311E+03,8.102501E-02,1.227624E-01,2.364057E+03,2.257491E+03,1.227252E-01,1.994760E-01,1.560790E+03,1.500376E+03,8.102501E-02,1.325759E-01
24:00:00,7.911953E+02,2.606318E+03,4.107470E-02,2.302898E-01,2.535547E+03,2.248922E+03,1.316278E-01,1.987189E-01,1.560792E+03,1.377970E+03,8.102511E-02,1.217603E-01,2.364060E+03,2.239476E+03,1.227254E-01,1.978842E-01,1.560792E+03,1.483637E+03,8.102511E-02,1.310968E-01
Peak,7.912138E+02,3.237380E+03,4.107566E-02,2.860328E-01,2.535599E+03,4.066518E+03,1.316305E-01,3.593096E-01,1.560827E+03,3.611385E+03,8.102690E-02,3.190699E-01,2.364112E+03,3.777471E+03,1.227281E-01,3.337633E-01,1.560827E+03,4.210476E+03,8.102690E-02,3.720052E-01

Peak Vol Flow (m3/s),,,3.431016E-02,2.389208E-01,,,1.099498E-01,3.001283E-01,,,6.768109E-02,2.665164E-01,,,1.025137E-01,2.787897E-01,,,6.768109E-02,3.107328E-01
