Uncalibrated_Electricity_J,Uncalibrated_Gas_J,Target_Electricity_J,Target_Gas_J,,,,,,,,
40919768.18,0,40971014.92,0,-51246.74,0,,,,,,
41137448.62,0,41192818.39,0,-55369.77,0,,,,,,
41598706.33,0,41679884.7,0,-81178.37,0,,,,,,
43042926.89,0,42932352.21,0,110574.68,0,,,,,,
38840207.61,0,38220513.38,0,619694.23,0,,,,,,
19652831.29,0,19652831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
55283225.79,23709920.65,53416221.37,16240022.08,1867004.42,7469898.57,,,,,,
51643825.02,9527388.954,51654065.88,9867129.006,-10240.86,-339740.052,,,,,,
53289662.27,0,54527215.85,0,-1237553.58,0,,,,,,
48906619.39,0,50307830.66,0,-1401211.27,0,,,,,,
45721713.17,0,47006711.04,0,-1284997.87,0,,,,,,
44812377.86,0,46205844.03,0,-1393466.17,0,,,,,,
50342189.12,0,50641695.73,0,-299506.61,0,,,,,,
46152789.03,0,46428590.68,0,-275801.65,0,,,,,,
46281012.32,0,46541923.07,0,-260910.75,0,,,,,,
46814812.47,0,47026201.94,0,-211389.47,0,,,,,,
47090966.04,0,47388262.5,0,-297296.46,0,,,,,,
49467640.14,2449831.936,49220218.67,2273707.959,247421.47,176123.977,,,,,,
46642805.98,0,45814663.87,0,828142.11,0,,,,,,
19652831.29,0,19652831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
10977457.96,0,10977457.96,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8416657.962,0,8416657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
11957857.96,0,11957857.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
10977457.96,0,10977457.96,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
10977457.96,0,10977457.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
58106458.23,63161280.6,57979835.81,56360439.61,126622.42,6800840.99,,,,,,
57333821.33,27027666.62,57160185.28,26950753.46,173636.05,76913.16,,,,,,
61995036.49,0,62713691.89,44421.46148,-718655.4,-44421.46148,,,,,,
53912585.13,0,54624028.12,0,-711442.99,0,,,,,,
47700226.37,0,48277501.27,0,-577274.9,0,,,,,,
45163350.28,0,45540366.1,0,-377015.82,0,,,,,,
44468200.58,0,44854906.58,0,-386706,0,,,,,,
42603101.4,0,42786712.37,0,-183610.97,0,,,,,,
41951485.44,0,42066222.15,0,-114736.71,0,,,,,,
41754031.18,0,41844247.02,0,-90215.84,0,,,,,,
42295623.9,0,42425728.08,0,-130104.18,0,,,,,,
42907140.53,0,42740809.16,0,166331.37,0,,,,,,
39070621.08,0,38464281.91,0,606339.17,0,,,,,,
19652831.29,0,19652831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
52621513.63,13167442.31,50443778.4,10071546.98,2177735.23,3095895.33,,,,,,
49944775.77,6354294.779,49459377.31,6145683.868,485398.46,208610.911,,,,,,
54160039.47,0,54883510.99,0,-723471.52,0,,,,,,
50798437.63,0,51661728.56,0,-863290.93,0,,,,,,
45756664.2,0,46618314.91,0,-861650.71,0,,,,,,
42565114.54,0,43433403.3,0,-868288.76,0,,,,,,
42257364.57,0,42461216.45,0,-203851.88,0,,,,,,
40485446.43,0,40574478.39,0,-89031.96,0,,,,,,
40208427.66,0,40299441.18,0,-91013.52,0,,,,,,
40087827.49,0,40182718.25,0,-94890.76,0,,,,,,
40357291.9,0,40460073.11,0,-102781.21,0,,,,,,
35549604.35,0,35387400.6,0,162203.75,0,,,,,,
31878162.9,0,31399049.13,0,479113.77,0,,,,,,
18752831.29,0,18752831.29,0,0,0,,,,,,
16772092.4,0,16772092.4,0,0,0,,,,,,
16772092.4,0,16772092.4,0,0,0,,,,,,
14989427.41,0,14989427.41,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
17742654.46,0,17742654.46,0,0,0,,,,,,
17742654.46,0,17742654.46,0,0,0,,,,,,
18192654.46,0,18192654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
51400763.35,8627932.837,48990070.27,6456310.865,2410693.08,2171621.972,,,,,,
46250616.65,2563526.674,45773644.15,2386379.915,476972.5,177146.759,,,,,,
44831021.65,0,45070850.08,0,-239828.43,0,,,,,,
41858720.23,0,42007859.79,0,-149139.56,0,,,,,,
40223219.24,0,40319885.17,0,-96665.93,0,,,,,,
40939748.19,0,40862915.65,0,76832.54,0,,,,,,
37177781.33,0,37164104.04,0,13677.29,0,,,,,,
42313624.78,0,42276357.22,0,37267.56,0,,,,,,
42797130.56,0,42702334.36,0,94796.2,0,,,,,,
42731600.75,0,42640506.72,0,91094.03,0,,,,,,
42010326.81,0,41944358.09,0,65968.72,0,,,,,,
30355872.98,0,30349313.44,0,6559.54,0,,,,,,
26925408.33,0,26800513.48,0,124894.85,0,,,,,,
18752831.29,0,18752831.29,0,0,0,,,,,,
17222092.4,0,17222092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
48269532.43,7710833.908,46514082.76,6539026.934,1755449.67,1171806.974,,,,,,
43328887.82,1634522.486,42802143.66,1454039.407,526744.16,180483.079,,,,,,
44032935.89,0,44249951.81,0,-217015.92,0,,,,,,
40979674.24,0,41198621.41,0,-218947.17,0,,,,,,
40202521.76,0,40244830.31,0,-42308.55,0,,,,,,
41139436.57,0,41026548.76,0,112887.81,0,,,,,,
37249647.47,0,37228622.44,0,21025.03,0,,,,,,
42557748.45,0,42471059.83,0,86688.62,0,,,,,,
43159249.23,0,43062808.77,0,96440.46,0,,,,,,
43120938.18,0,43028602.58,0,92335.6,0,,,,,,
42196078.3,0,42107611.29,0,88467.01,0,,,,,,
30212997.37,0,30218814.41,0,-5817.04,0,,,,,,
26692716.46,0,26602019.79,0,90696.67,0,,,,,,
18752831.29,0,18752831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
38984225.84,4229772.003,36052155.93,3768038.489,2932069.91,461733.514,,,,,,
37725465.52,0,37353068.99,0,372396.53,0,,,,,,
41474049.75,0,41696242.92,0,-222193.17,0,,,,,,
40089725.26,0,40069129.53,0,20595.73,0,,,,,,
41267122.56,0,41121587.97,0,145534.59,0,,,,,,
42444379.32,0,42315170.31,0,129209.01,0,,,,,,
39156566.03,0,39075001.8,0,81564.23,0,,,,,,
44274949.42,0,44136956.97,0,137992.45,0,,,,,,
44463562.34,0,44282843.76,0,180718.58,0,,,,,,
43955806.97,0,43775211.62,0,180595.35,0,,,,,,
42404152.44,0,42235346.85,0,168805.59,0,,,,,,
29937839.03,0,29949191.78,0,-11352.75,0,,,,,,
26285491.58,0,26285491.58,0,0,0,,,,,,
18752831.29,0,18752831.29,0,0,0,,,,,,
16772092.4,0,16772092.4,0,0,0,,,,,,
16772092.4,0,16772092.4,0,0,0,,,,,,
14989427.41,0,14989427.41,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
9097057.962,0,9097057.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
10077457.96,0,10077457.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
14299057.96,0,14299057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
9997057.962,0,9997057.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
8266657.962,0,8266657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
10077457.96,0,10077457.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
58416815.34,15250222.22,56700890.01,11772402.02,1715925.33,3477820.2,,,,,,
55528938.8,9053829.928,55172717.7,9013212.731,356221.1,40617.197,,,,,,
57953312,0,58594051.44,0,-640739.44,0,,,,,,
54168095.98,0,54858268.43,0,-690172.45,0,,,,,,
52018032.97,0,53072625.05,0,-1054592.08,0,,,,,,
49909951.25,0,51150176.37,0,-1240225.12,0,,,,,,
53875295.93,0,54309504.11,0,-434208.18,0,,,,,,
46728592.95,0,47068439.06,0,-339846.11,0,,,,,,
44213159.25,0,44434327.8,0,-221168.55,0,,,,,,
43086124.29,0,43269299.56,0,-183175.27,0,,,,,,
42723001.15,0,42904737.11,0,-181735.96,0,,,,,,
37093959.22,0,36943335.65,0,150623.57,0,,,,,,
30805843.4,0,30303190.38,0,502653.02,0,,,,,,
19652831.29,0,19652831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
62340598.65,26821541.79,61065787.23,21731462.31,1274811.42,5090079.48,,,,,,
55867820.65,15002323.28,55439381.84,14798019.24,428438.81,204304.04,,,,,,
54104641.2,0,54751289.76,0,-646648.56,0,,,,,,
45179683.47,0,45646293.87,0,-466610.4,0,,,,,,
41729127.59,0,42039405.27,0,-310277.68,0,,,,,,
40382492.12,0,40682026.69,0,-299534.57,0,,,,,,
37485696.94,0,37550160.49,0,-64463.55,0,,,,,,
40259393.55,0,40201630.23,0,57763.32,0,,,,,,
40361736.46,0,40312376.11,0,49360.35,0,,,,,,
40458288.95,0,40401141.49,0,57147.46,0,,,,,,
40709280.14,0,40635238.49,0,74041.65,0,,,,,,
28312430.1,0,28319183.28,0,-6753.18,0,,,,,,
22163089.94,0,22052120.85,0,110969.09,0,,,,,,
19052831.29,0,19052831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
58173623.15,16611367.49,57008258.9,13158991.22,1165364.25,3452376.27,,,,,,
52394138.16,14585956.94,51510825.22,13782224.57,883312.94,803732.37,,,,,,
51820466.14,0,51627083.92,0,193382.22,0,,,,,,
43868801.05,0,43969099.92,0,-100298.87,0,,,,,,
41095392.3,0,41163461.88,0,-68069.58,0,,,,,,
40411250.78,0,40385364.98,0,25885.8,0,,,,,,
37374572.93,0,37428343.05,0,-53770.12,0,,,,,,
41658227.39,0,41623287.68,0,34939.71,0,,,,,,
42241815.41,0,42194161.78,0,47653.63,0,,,,,,
42648247.04,0,42562069.96,0,86177.08,0,,,,,,
42648620.13,0,42576894.31,0,71725.82,0,,,,,,
29019522.88,0,29035144.36,0,-15621.48,0,,,,,,
21754265.38,0,21654539.11,0,99726.27,0,,,,,,
19202831.29,0,19202831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
46655523.86,5223114.858,44270671.86,4426726.045,2384852,796388.813,,,,,,
41267972.93,0,41107268.24,0,160704.69,0,,,,,,
45348756.52,0,46000868.62,0,-652112.1,0,,,,,,
42017562.14,0,42749719.96,0,-732157.82,0,,,,,,
40425797.86,0,40940760.88,0,-514963.02,0,,,,,,
39977597.65,0,40226072.53,0,-248474.88,0,,,,,,
37367592.73,0,37536413.06,0,-168820.33,0,,,,,,
39923513.94,0,39911342.96,0,12170.98,0,,,,,,
40159349.05,0,40107325.99,0,52023.06,0,,,,,,
39901147.84,0,39893562.22,0,7585.62,0,,,,,,
39893562.22,0,39893562.22,0,0,0,,,,,,
28586371.52,0,28565904.22,0,20467.3,0,,,,,,
22583107.76,0,22379653.54,0,203454.22,0,,,,,,
19352831.29,0,19352831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
57079251.33,12642187.47,54897711.72,9115142.926,2181539.61,3527044.544,,,,,,
49899203.49,8859642.883,49622866.45,8852694.386,276337.04,6948.497,,,,,,
50834280.87,0,51387127.69,0,-552846.82,0,,,,,,
46339681.97,0,46852965.37,0,-513283.4,0,,,,,,
44551467.2,0,45374456.92,0,-822989.72,0,,,,,,
43003942.68,0,43782546.34,0,-778603.66,0,,,,,,
44212783.05,0,44509805.43,0,-297022.38,0,,,,,,
41496971.2,0,41572115.18,0,-75143.98,0,,,,,,
41399834.29,0,41451419.42,0,-51585.13,0,,,,,,
41506636.37,0,41571943.77,0,-65307.4,0,,,,,,
41641421.63,0,41733117.04,0,-91695.41,0,,,,,,
36883245.07,0,36721135.37,0,162109.7,0,,,,,,
31813323.01,0,31239377.48,0,573945.53,0,,,,,,
19652831.29,0,19652831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
9016657.962,0,9016657.962,0,0,0,,,,,,
8566657.962,0,8566657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
9097057.962,0,9097057.962,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
14299057.96,0,14299057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
8116657.962,0,8116657.962,0,0,0,,,,,,
9097057.962,0,9097057.962,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
14299057.96,0,14299057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
53942289.76,8055044.536,52059938.36,6853927.581,1882351.4,1201116.955,,,,,,
44270087.83,1462823.428,44008743.16,1413896.583,261344.67,48926.845,,,,,,
45362577.63,0,45853381.62,0,-490803.99,0,,,,,,
41532309.13,0,42007115.32,0,-474806.19,0,,,,,,
40555824.19,0,40867944.45,0,-312120.26,0,,,,,,
40245315.31,0,40410348.47,0,-165033.16,0,,,,,,
37521102.68,0,37587858.64,0,-66755.96,0,,,,,,
41078942.32,0,40998171.54,0,80770.78,0,,,,,,
41481431.69,0,41415403.58,0,66028.11,0,,,,,,
41957266.62,0,41877234.59,0,80032.03,0,,,,,,
41395919.16,0,41329498.42,0,66420.74,0,,,,,,
31098202.23,0,31074434.26,0,23767.97,0,,,,,,
26816003.91,0,26347589.98,0,468413.93,0,,,,,,
19652831.29,0,19652831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
58344533.02,21820947.33,56783276.18,16485561.59,1561256.84,5335385.74,,,,,,
51467486.24,11323497.5,51167229.76,11296896.63,300256.48,26600.87,,,,,,
50907423.73,0,51520964.86,0,-613541.13,0,,,,,,
44723366.37,0,45394008.58,0,-670642.21,0,,,,,,
42155856.4,0,42511463.45,0,-355607.05,0,,,,,,
40669027.57,0,40934181.55,0,-265153.98,0,,,,,,
37535511.91,0,37589578.07,0,-54066.16,0,,,,,,
40736948.64,0,40626626.39,0,110322.25,0,,,,,,
41358096.24,0,41311167.1,0,46929.14,0,,,,,,
41292487.88,0,41223886.59,0,68601.29,0,,,,,,
40287921.36,0,40234095.63,0,53825.73,0,,,,,,
28529633.35,0,28485958.9,0,43674.45,0,,,,,,
23616623.9,0,23334748.99,0,281874.91,0,,,,,,
19652831.29,0,19652831.29,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
17672092.4,0,17672092.4,0,0,0,,,,,,
15889427.41,0,15889427.41,0,0,0,,,,,,
14899057.96,0,14899057.96,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
18642654.46,0,18642654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
56638585.71,17766662.12,55314589.06,13428154.7,1323996.65,4338507.42,,,,,,
49932394.87,9666176.247,49397160.4,9372630.715,535234.47,293545.532,,,,,,
50358988.36,0,50798726.71,0,-439738.35,0,,,,,,
43568620.16,0,43986009.82,0,-417389.66,0,,,,,,
40582892.56,0,40774793.61,0,-191901.05,0,,,,,,
39964816.82,0,40086650.1,0,-121833.28,0,,,,,,
37248072.62,0,37312189.54,0,-64116.92,0,,,,,,
39893562.22,0,39893562.22,0,0,0,,,,,,
39893562.22,0,39893562.22,0,0,0,,,,,,
39893562.22,0,39893562.22,0,0,0,,,,,,
39893562.22,0,39893562.22,0,0,0,,,,,,
29749553.04,0,29716290.31,0,33262.73,0,,,,,,
22418250.13,0,22091254.13,0,326996,0,,,,,,
18752831.29,0,18752831.29,0,0,0,,,,,,
16772092.4,0,16772092.4,0,0,0,,,,,,
16772092.4,0,16772092.4,0,0,0,,,,,,
14989427.41,0,14989427.41,0,0,0,,,,,,
13999057.96,0,13999057.96,0,0,0,,,,,,
17742654.46,0,17742654.46,0,0,0,,,,,,
17742654.46,0,17742654.46,0,0,0,,,,,,
17742654.46,0,17742654.46,0,0,0,,,,,,
17742654.46,0,17742654.46,0,0,0,,,,,,
17742654.46,0,17742654.46,0,0,0,,,,,,
19633023.9,0,19633023.9,0,0,0,,,,,,
39828391.51,3239149.486,38247124,2900930.986,1581267.51,338218.5,,,,,,
39354068.93,0,38920690.64,0,433378.29,0,,,,,,
45771327.71,0,46140562.8,0,-369235.09,0,,,,,,
