Date/Time,S1 OFFICE BACK:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE CORE:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE FRONT:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE LEFT:Zone Infiltration Air Change Rate [ach](Hourly),S1 OFFICE RIGHT:Zone Infiltration Air Change Rate [ach](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/05  20:00:00,3.5936925177335969,3.388934143127642,3.5985098714873646,3.595060481499138,3.594571836615508,74554187.04505019,105649717.14472988 
 01/05  21:00:00,2.487311102796806,2.09328804349652,2.4927009184531809,2.489008650451032,2.4881644606206678,60677817.37849018,107513629.21556579 
 01/05  22:00:00,2.841509796157265,2.5881738152962785,2.8475892421522306,2.8434538730401615,2.8424751787055309,60677817.37849018,121509444.32687268 
 01/05  23:00:00,2.9481451780276588,2.733908555084724,2.9529127839922206,2.949669686957814,2.9488979483361517,46801447.71193018,134605272.03657685 
 01/05  24:00:00,2.5063711414415135,2.2660643307358789,2.5104480961278816,2.5077254762364844,2.507020225908849,39863262.87865018,138879005.8124776 
 01/06  01:00:00,3.6219751999305829,2.6845858121758647,3.632580797317735,3.626279010307639,3.6244534854303724,34633452.83331995,1849176.9415267516 
 01/06  02:00:00,3.378389186283366,2.673908336769403,3.388485224134742,3.382587566270534,3.3808039741135578,34633452.83331995,3626327.973688892 
 01/06  03:00:00,2.3929488402575549,1.5629309974804456,2.3984870176365908,2.394306057453987,2.394312391539627,34633452.83331995,1849064.9092267047 
 01/06  04:00:00,3.885164888148721,0.0,3.8928879666887838,3.888210710515368,3.88700538659153,34633452.83331995,1849139.5426046593 
 01/06  05:00:00,4.382818945249339,3.0380818792930066,4.3909087173260989,4.386451794114911,4.384941029320462,34633452.83331995,3626368.534656454 
 01/06  06:00:00,2.7878393428467427,2.1745866526124866,2.789211700550189,2.788262715572213,2.787966149405365,46801447.71193018,201148925.10535214 
 01/06  07:00:00,2.46385665945262,2.2485155808806009,2.4671136700970748,2.465072434209995,2.464336871025659,46801447.71193018,199464367.94804258 
 01/06  08:00:00,0.45307053115272008,0.3596491778326511,0.4537249016133931,0.45331380247315158,0.4530817886761182,65322431.04505018,156322024.8974282 
 01/06  09:00:00,0.21672480929101377,0.15512924985466559,0.21945906252548717,0.21753588602854527,0.21757841872852128,108921308.46841015,241015985.71288533 
 01/06  10:00:00,1.4161399591729814,1.1361097519739665,1.4214886888570915,1.417276180062041,1.4181621551030384,108921308.46841015,210672659.97448106 
 01/06  11:00:00,0.5613440086746576,0.5512684891769499,0.5662262895743638,0.562211560391862,0.5627234824204755,108921308.46841015,165142397.1239075 
 01/06  12:00:00,1.5639260518443783,1.2616730982497418,1.5714682064346384,1.5646678351048589,1.5653297360029575,108921308.46841015,127374107.43074459 
 01/06  13:00:00,1.384096124828324,1.0300756989561073,1.3904383172995188,1.3845994597373943,1.3848410242170222,108921308.46841015,42105384.30252026 
 01/06  14:00:00,0.9440886310519644,0.8598353701618388,0.9486761029899603,0.9445690506601568,0.944989397023641,108921308.46841015,47469146.0337932 
 01/06  15:00:00,1.5365608912008527,1.3444051294333195,1.5421685295384034,1.5376016189612108,1.5374737574633287,108921308.46841015,23214844.674422616 
 01/06  16:00:00,1.654200528294569,1.4661813285985639,1.6588492790765024,1.6551589932144773,1.655185167167616,108921308.46841015,31650960.12856306 
 01/06  17:00:00,0.8934505206920477,0.7967265833561451,0.8969016661372425,0.8940760739961644,0.8944000237541673,108921308.46841015,45300301.94551046 
 01/06  18:00:00,1.4152458346493278,1.2855649642578045,1.4176465281796278,1.4157825878063848,1.415779528890953,89682450.12877999,14694567.965505947 
 01/06  19:00:00,0.94009856523369,0.8916303429738278,0.9408214610727717,0.9402587644637342,0.9402712818001429,74554187.04505019,4603032.620861535 
 01/06  20:00:00,2.926209320883324,2.7762135898163597,2.9293118490784315,2.9267801598491789,2.926859145654903,74554187.04505019,24282633.261641154 
 01/06  21:00:00,2.51101261048218,2.0680239183655098,2.5157087071025385,2.512027576075699,2.5121597713192136,60677817.37849018,31346423.89385006 
 01/06  22:00:00,2.900605008843915,2.6486258710982368,2.905264729960935,2.90158860957113,2.901664472404708,60677817.37849018,44004888.56408253 
 01/06  23:00:00,1.6062453897174847,1.7086192782166865,1.6091134742784386,1.6069087029630909,1.6071209744490052,46801447.71193018,38615117.687972489 
 01/06  24:00:00,6.075997350549973,5.911965582978269,6.084035912748091,6.077586728797708,6.077557484320941,39863262.87865018,58692748.82297137 
 01/07  01:00:00,4.409466988203076,4.248487057659344,4.419454793386847,4.4119016526609189,4.4114889750128,34633452.83331995,1849007.3480661188 
 01/07  02:00:00,3.60013500847757,6.36603383843255,3.608291707230346,3.6017179943829267,3.6019345313881905,34633452.83331995,1848888.9658255333 
 01/07  03:00:00,3.3618004459613846,4.157759405733281,3.368980498707488,3.363246822243557,3.363277554390713,34633452.83331995,1848937.171569356 
 01/07  04:00:00,4.056623181010331,2.3572792600982814,4.063317429705955,4.057894939569991,4.058088315192859,34633452.83331995,1848986.9902161034 
 01/07  05:00:00,4.393574303702103,4.773550299854417,4.400048382800043,4.395026174943589,4.395089216030574,34633452.83331995,1848893.7737390407 
 01/07  06:00:00,2.38260713892358,2.529243423490662,2.37683286705022,2.381366092143619,2.3809692560810578,46801447.71193018,53591505.00007749 
 01/07  07:00:00,2.2197757516762577,1.9488111890041929,2.222339631649988,2.220267027891367,2.2203559129453169,46801447.71193018,48845852.27820144 
 01/07  08:00:00,0.694741162829672,0.517310283517623,0.6959967513428403,0.6949713964523802,0.695041294575011,65322431.04505018,29150684.03139444 
 01/07  09:00:00,1.1380307130841965,1.0198661290433682,1.1394254090323617,1.1382078770976603,1.1383114418412328,108921308.46841015,79513918.98599424 
 01/07  10:00:00,1.6114917349749425,1.3927066336857295,1.6131406755017655,1.6117475045804087,1.6119456566431394,108921308.46841015,84670850.09977016 
 01/07  11:00:00,1.0461520204712283,0.9569684496344006,1.0475132765834699,1.0463114388053925,1.0464826809347,108921308.46841015,85850725.1935674 
 01/07  12:00:00,1.601624596127223,1.3668702852662656,1.603376230848559,1.6018644412719574,1.6020435094028576,108921308.46841015,91532225.61790633 
 01/07  13:00:00,1.2900036446862256,1.0534991714442719,1.2913976658339282,1.290202963754624,1.290291296596905,108921308.46841015,36219596.64934329 
 01/07  14:00:00,1.0468698861841015,0.9269182301989515,1.0480360146035966,1.0470122739143602,1.0470952205385429,108921308.46841015,91764252.91831938 
 01/07  15:00:00,1.56568090355864,1.3673798799004756,1.5672848435846685,1.5660461175606886,1.5659825757865989,108921308.46841015,98800888.90159944 
 01/07  16:00:00,1.6223109217049253,1.4009557070360413,1.623930580263081,1.622741103837834,1.6226120269093263,108921308.46841015,98832107.16076994 
 01/07  17:00:00,0.9320684530290659,0.8270165445888812,0.9330845796478097,0.9323001561107379,0.9322715544674175,108921308.46841015,93202793.66100027 
 01/07  18:00:00,1.4413953609582915,1.3085033958991595,1.4425409466634367,1.4416769982521507,1.4416190653275696,89589429.23257016,35099032.472805578 
 01/07  19:00:00,0.8349176899146885,0.8139016332057083,0.8350261449941775,0.8349418512414629,0.8349423996680622,74554187.04505019,17879267.969281854 
 01/07  20:00:00,2.931235969281083,2.783243861994109,2.9323275391739496,2.931588309637332,2.9315707297265249,74554187.04505019,50006764.8263841 
 01/07  21:00:00,2.9214595301633898,2.459865731556064,2.9230990402636896,2.9218839523755366,2.921869612538465,60677817.37849018,58056955.128246579 
 01/07  22:00:00,2.542667673638522,2.3666566687185535,2.5438216958742996,2.542923703098048,2.54288472902866,60677817.37849018,59508061.65801887 
 01/07  23:00:00,3.0122457788995917,2.7764205091532676,3.01367999341697,3.012616380878017,3.0125952514930227,46801447.71193018,74065474.19313994 
 01/07  24:00:00,3.0959472395318747,2.912588562934419,3.097347501725046,3.096363876363531,3.096332463669162,39863262.87865018,85253305.7691497 
 01/08  01:00:00,2.8144799268743196,4.358478428942691,2.8156043223155065,2.8149044648860088,2.814920902070522,34633452.83331995,1849050.489057921 
 01/08  02:00:00,3.690188359186404,1.7212093716734159,3.6822924561978627,3.6867773669289507,3.688527813704109,34633452.83331995,1849017.126522634 
 01/08  03:00:00,2.543592702036581,1.5393768954318353,2.545352371246404,2.5437820920530287,2.543859063602401,34633452.83331995,1848986.9157419694 
 01/08  04:00:00,3.831336011294985,4.639267095438829,3.8339266048937756,3.8322258618447466,3.832117738603669,34633452.83331995,1848955.718103948 
 01/08  05:00:00,4.595566917065864,3.7426424568387905,4.597955341327218,4.596442846356106,4.596385350713334,34633452.83331995,1849068.5071536645 
 01/08  06:00:00,3.1707940018561318,3.057387746490917,3.1695461198377168,3.170601030694691,3.1702045693460918,46801447.71193018,115656493.09671101 
 01/08  07:00:00,2.5870361848717025,2.175231353210968,2.587419085767553,2.586995601737357,2.586914505767096,46801447.71193018,105290028.72816487 
 01/08  08:00:00,0.5748781830668431,0.46855247970888078,0.5749718205063966,0.5748051123044095,0.5748013304826741,65322431.04505018,72052137.53939332 
 01/08  09:00:00,2.0199221044765638,1.447490015601389,2.0203629885454,2.019759886973467,2.01985886830334,108921308.46841015,142857117.06792183 
 01/08  10:00:00,0.5408531079994637,0.4915972279126464,0.5414409375231085,0.5407447675554283,0.5408801749335135,108921308.46841015,125814898.97308612 
 01/08  11:00:00,1.0929968442702727,0.9733469116387381,1.093849629921882,1.0929042547959996,1.0931379565348734,108921308.46841015,127678776.06921599 
